Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,176.54M,-,7.42,4.88,10.20,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,0.71%,310.14%,357.34%,11.01%,35.93%,39.23%,140.03%,296.09%,-71.34%,400.88%,-71.34%,824.84%,56.81,-1.39%,0.09,5.66,-1.57%,495842
AAIC,Real Estate,127.60M,-,70.89,0.69,14.34,6.02,34.66M,32.37M,37.80%,2.90%,4.03,-2.70%,-24.60%,-,3.50,7.26%,4.18%,-40.36%,4.70%,3.37%,5.70%,5.13%,30.63%,-2.68%,14.00%,-41.06%,185.00%,61.67,-1.02%,0.88,3.99,1.27%,203460
AAME,Financial,87.28M,140.61,0.46,0.74,9.81,18.57,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,-11.79%,94.14%,140.41%,16.00%,28.72%,19.79%,60.85%,112.62%,-70.95%,128.57%,-70.95%,193.67%,56.93,-1.34%,0.14,4.64,-11.45%,306149
AAU,Basic Materials,105.28M,-,-,1.80,38.99,-,119.16M,114.95M,5.90%,0.78%,0.17,-4.20%,-4.60%,9.50,0.04,-7.54%,48.92%,96.38%,9.82%,14.10%,11.30%,28.55%,19.91%,-29.50%,88.00%,-31.77%,298.87%,55.53,2.46%,0.44,0.85,4.43%,2268951
ABEO,Healthcare,269.58M,-,38.51,1.96,2.78,-,93.77M,84.15M,36.10%,3.42%,0.78,-47.00%,-62.00%,2.70,0.02,-28.27%,21.11%,-40.05%,18.49%,14.23%,-3.95%,19.47%,9.41%,-36.41%,70.91%,-44.47%,143.56%,49.34,1.22%,0.95,2.41,-2.03%,3511392
ABEV,Consumer Defensive,44.22B,15.97,-,2.85,-,-,15.73B,4.39B,8.62%,1.72%,3.31,-,-,-,-,-0.71%,-7.57%,-21.85%,2.66%,3.05%,-1.83%,-5.37%,9.28%,-12.19%,2.18%,-22.27%,51.79%,45.01,-0.36%,1.44,2.81,1.81%,32677517
ABIO,Healthcare,45.32M,-,-,0.57,0.89,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,-10.38%,3.04%,-3.06%,6.22%,6.14%,1.20%,7.20%,-9.35%,-13.64%,19.95%,-78.41%,114.93%,51.98,0.21%,2.93,4.75,1.93%,2339628
ABUS,Healthcare,377.06M,-,61.81,-,3.19,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,0.23%,6.81%,28.55%,6.16%,7.81%,6.21%,8.42%,40.31%,-25.21%,29.12%,-51.33%,398.86%,55.77,1.40%,0.58,4.39,2.57%,2318898
ACCO,Industrials,789.73M,10.69,0.46,1.08,9.20,6.97,94.50M,91.78M,94.30%,4.14%,7.60,2.80%,10.30%,1.60,1.26,-7.96%,-6.20%,-11.96%,4.16%,3.71%,-4.30%,-3.82%,17.31%,-12.97%,4.39%,-13.87%,137.04%,42.76,0.12%,1.94,8.32,1.09%,972785
ACER,Healthcare,53.23M,-,-,3.93,8.59,-,11.51M,11.21M,31.80%,2.37%,0.31,-128.70%,-161.00%,1.60,0.00,-10.28%,-7.25%,-38.86%,7.26%,9.95%,-7.00%,13.39%,14.87%,-25.10%,55.65%,-50.62%,231.48%,48.98,0.86%,0.12,3.58,2.29%,104119
