Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,419.50M,-,17.70,5.04,24.25,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,336.57%,361.14%,465.22%,120.04%,34.82%,164.02%,263.71%,378.64%,-70.38%,417.70%,-70.38%,855.88%,58.57,-2.69%,0.96,5.85,-7.58%,5199156
AAIC,Real Estate,125.36M,-,69.65,0.64,14.09,5.91,34.66M,32.45M,37.10%,2.82%,3.83,-2.70%,-24.60%,-,3.50,2.19%,-4.83%,-35.07%,3.00%,2.72%,-1.88%,0.61%,24.22%,-8.56%,18.73%,-44.76%,167.14%,50.22,-0.27%,0.55,3.74,1.36%,131243
AAME,Financial,60.97M,196.97,0.32,1.04,6.85,12.97,20.44M,4.08M,5.40%,0.01%,0.00,0.30%,1.00%,-,0.26,180.18%,175.42%,242.11%,85.72%,24.46%,159.02%,181.69%,220.63%,-59.30%,221.78%,-59.30%,311.39%,91.52,-5.77%,5.08,6.50,25.00%,9635065
AAU,Basic Materials,90.70M,-,-,1.68,33.59,-,119.16M,114.95M,5.90%,0.52%,0.15,-4.20%,-4.60%,9.50,0.04,-14.98%,50.91%,75.62%,9.16%,14.48%,24.29%,19.03%,14.98%,-34.14%,75.62%,-36.27%,272.61%,58.62,3.34%,1.26,0.79,6.07%,5173168
ABEO,Healthcare,318.49M,-,45.50,2.76,3.29,-,93.77M,84.15M,34.30%,2.02%,0.66,-47.00%,-62.00%,2.70,0.02,74.74%,90.45%,35.06%,15.52%,11.34%,64.60%,90.79%,55.54%,29.39%,151.11%,-21.89%,242.60%,81.36,3.49%,6.38,3.39,31.40%,16453708
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.84%,3.30,-,-,-,-,-2.41%,-5.35%,-25.53%,2.91%,3.29%,-4.54%,-4.24%,11.38%,-11.56%,10.44%,-28.64%,52.87%,43.92,-3.42%,1.44,2.83,-3.08%,35195900
ABIO,Healthcare,45.90M,-,-,0.59,0.90,-,9.32M,9.28M,7.20%,0.87%,0.15,-29.30%,-31.30%,34.00,0.00,9.07%,18.23%,-13.05%,5.53%,5.42%,10.32%,14.62%,-5.00%,1.86%,26.08%,-77.59%,123.08%,65.57,2.15%,6.43,4.93,5.79%,3390211
ABUS,Healthcare,411.93M,-,67.53,-,3.48,-,79.49M,63.55M,31.20%,6.38%,1.07,-76.20%,128.90%,15.90,-,24.74%,24.10%,48.92%,7.95%,7.59%,21.78%,21.64%,61.46%,-17.55%,42.35%,-46.34%,450.00%,69.75,3.13%,3.01,4.84,16.63%,11415263
ACCO,Industrials,876.88M,11.94,0.51,1.21,10.22,7.74,94.50M,91.78M,93.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,11.12%,6.41%,0.98%,3.23%,3.45%,7.59%,9.12%,32.63%,2.31%,21.92%,-18.36%,164.67%,64.01,0.45%,0.78,9.29,4.85%,422180
ACER,Healthcare,58.09M,-,-,4.38,9.37,-,11.51M,11.21M,31.60%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,9.62%,57.71%,-11.92%,9.50%,15.41%,11.64%,34.65%,30.80%,-16.53%,73.48%,-44.97%,269.44%,61.25,1.50%,1.18,3.99,0.00%,927576
