Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
ACH,Basic Materials,8.38B,-,0.30,0.69,4.18,15.62,680.91M,429.49M,1.60%,0.00%,0.09,0.00%,-0.10%,0.70,1.85,7.92%,-12.09%,19.00%,1.39%,1.65%,5.77%,0.94%,36.01%,-10.86%,17.17%,-10.86%,92.83%,57.66,3.73%,1.21,8.87,3.38%,37015
ACIU,Healthcare,558.91M,-,31.76,2.13,2.05,-,71.93M,37.91M,30.00%,3.25%,3.42,-22.10%,-24.20%,18.10,0.01,24.39%,34.68%,-19.39%,15.66%,10.12%,20.50%,33.64%,19.91%,-20.17%,59.67%,-40.92%,88.70%,70.18,1.18%,0.89,7.68,0.39%,98805
ACOR,Healthcare,69.85M,1.42,0.42,1.15,1.11,-,47.71M,9.35M,40.50%,11.56%,0.92,6.60%,16.10%,1.10,0.73,12.17%,81.73%,-37.62%,6.72%,10.32%,15.02%,47.51%,70.17%,-8.83%,134.28%,-39.74%,211.52%,68.64,5.95%,0.59,7.90,4.43%,214040
ACRX,Healthcare,271.85M,-,52.28,-,6.31,-,113.81M,88.85M,25.40%,11.82%,2.15,-60.70%,85.50%,2.90,-,21.60%,89.05%,54.17%,10.65%,16.11%,28.90%,65.67%,88.53%,-5.78%,139.83%,-5.78%,294.92%,72.40,5.02%,2.32,2.77,6.95%,3500632
ACST,Healthcare,161.55M,-,-,9.78,-,-,179.50M,95.08M,1.66%,1.67%,0.04,-,-,-,-,32.35%,100.67%,18.91%,11.55%,17.48%,32.75%,97.17%,93.77%,-13.15%,345.53%,-13.15%,453.39%,73.60,6.11%,3.25,0.95,5.14%,44800759
ACTG,Industrials,361.23M,31.63,13.84,1.73,1.19,120.41,48.47M,46.31M,69.70%,2.64%,1.58,4.00%,7.30%,2.60,0.57,20.07%,70.14%,189.52%,10.84%,10.07%,29.93%,62.37%,98.48%,-2.27%,116.24%,-2.27%,330.00%,79.44,0.28%,3.61,7.53,4.81%,865523
ADAP,Healthcare,994.17M,-,310.68,2.81,2.49,-,154.67M,11.25M,90.50%,11.81%,0.85,-33.70%,-44.90%,12.20,0.00,21.75%,14.21%,67.40%,8.92%,7.89%,16.87%,28.85%,-2.77%,-6.59%,79.42%,-49.25%,240.00%,66.64,3.95%,1.42,6.80,-0.44%,689386
ADES,Industrials,98.18M,-,1.66,1.27,6.55,2.62,18.09M,17.94M,63.40%,4.45%,7.06,-14.50%,-24.20%,1.40,0.35,15.23%,5.92%,-48.83%,8.90%,5.48%,9.65%,6.83%,18.12%,-5.78%,26.98%,-53.45%,67.06%,60.24,0.68%,0.87,5.88,-0.35%,30330
ADIL,Healthcare,37.54M,-,-,5.98,5.07,-,13.65M,11.67M,9.80%,3.17%,0.61,-121.30%,-132.80%,7.50,0.00,44.65%,69.02%,74.72%,14.38%,10.23%,33.53%,46.67%,75.83%,-6.43%,86.56%,-25.38%,198.50%,74.50,-4.50%,1.79,2.98,-4.02%,331373
ADMA,Healthcare,265.04M,-,6.58,3.38,4.44,-,87.70M,70.91M,54.50%,15.64%,3.03,-37.20%,-98.80%,8.50,1.36,11.84%,27.44%,-17.35%,8.79%,6.60%,18.97%,28.20%,11.11%,-3.39%,53.52%,-33.29%,93.22%,68.85,7.66%,3.29,2.80,2.25%,3704271
ADMP,Healthcare,181.84M,-,9.88,4.03,14.66,-,140.28M,92.57M,5.30%,3.63%,0.18,-78.50%,-115.90%,1.30,0.19,31.82%,105.88%,109.24%,10.98%,16.14%,37.14%,105.92%,119.44%,-31.27%,299.95%,-31.27%,495.63%,67.61,13.10%,2.71,1.61,10.91%,15254354
ADMS,Healthcare,177.14M,-,2.54,-,1.92,-,28.38M,27.75M,62.60%,4.34%,2.55,-43.50%,328.40%,3.90,-,-9.57%,28.18%,12.25%,13.81%,11.23%,21.14%,28.95%,61.53%,-30.71%,54.26%,-30.71%,233.68%,63.33,-0.49%,2.07,6.34,3.26%,300754
ADT,Industrials,7.71B,-,1.46,2.30,15.75,11.96,769.24M,691.76M,95.70%,2.47%,4.17,-3.70%,-19.70%,0.90,3.10,6.11%,11.67%,42.34%,3.97%,5.60%,1.44%,8.20%,10.60%,-12.82%,22.66%,-46.05%,172.69%,54.90,-0.43%,0.40,9.28,-1.01%,507880
ADTX,Healthcare,45.70M,-,-,1.90,3.34,-,13.97M,9.25M,6.80%,4.80%,0.12,-133.80%,-596.90%,18.90,0.00,7.67%,49.36%,-,9.65%,16.20%,16.61%,44.05%,29.04%,-46.51%,91.49%,-62.42%,122.22%,61.59,0.28%,0.36,3.60,2.56%,413119
ADXS,Healthcare,107.62M,-,358.75,2.44,4.27,-,70.13M,-,15.00%,-,0.48,-60.50%,-76.40%,8.50,0.00,49.27%,127.72%,26.31%,13.10%,13.99%,44.72%,112.22%,105.41%,-2.68%,300.29%,-13.49%,313.04%,78.70,3.81%,2.83,1.09,3.81%,10896086
AEF,Financial,444.59M,-,32.15,1.23,-,-,50.75M,-,63.43%,-,0.23,-,-,-,-,3.06%,3.06%,18.43%,1.35%,1.66%,2.72%,7.44%,29.61%,0.46%,18.90%,0.46%,101.80%,63.88,-0.11%,0.12,8.83,0.80%,2875
AEG,Financial,9.14B,7.14,0.20,0.28,0.69,-,2.05B,1.81B,8.10%,0.17%,1.40,-,-,-,0.42,4.60%,-0.69%,1.65%,1.45%,1.73%,3.56%,9.79%,38.48%,-0.91%,23.51%,-0.91%,142.22%,62.52,1.16%,0.85,4.36,0.93%,577187
AEHL,Industrials,10.58M,-,-,-,-,-,3.05M,2.19M,0.87%,3.15%,0.10,-,-,-,-,23.93%,4.20%,73.32%,24.95%,13.85%,25.24%,37.50%,54.96%,-29.07%,68.17%,-32.54%,359.23%,68.77,0.58%,2.67,3.58,3.23%,583275
AEHR,Technology,61.30M,-,4.51,5.54,18.03,-,23.40M,20.19M,23.00%,0.60%,0.29,-23.10%,-33.50%,3.20,0.16,6.25%,0.00%,26.87%,6.07%,8.52%,7.59%,13.68%,38.24%,-10.53%,63.46%,-10.53%,131.82%,56.65,0.00%,0.59,2.55,0.00%,75960
AEMD,Healthcare,30.66M,-,51.10,2.46,2.11,-,12.07M,11.78M,6.30%,5.01%,0.29,-49.70%,-54.60%,9.90,0.00,22.17%,10.20%,17.08%,7.87%,9.99%,18.37%,33.35%,70.52%,-2.37%,94.62%,-19.65%,154.00%,67.52,3.20%,1.52,3.00,6.66%,962931
AESE,Communication Services,94.77M,-,4.12,1.72,16.34,-,29.63M,18.53M,1.40%,1.76%,0.13,-46.50%,-74.10%,1.00,0.17,24.51%,66.01%,2.84%,12.19%,13.10%,32.67%,58.05%,45.78%,-6.01%,161.14%,-57.58%,530.00%,67.99,-1.97%,2.67,2.52,-0.79%,2135644
AEY,Technology,38.37M,-,0.76,2.52,4.62,-,11.79M,5.90M,5.10%,4.65%,1.01,-48.60%,-95.90%,2.00,0.54,4.92%,13.48%,9.97%,4.21%,6.36%,10.38%,4.13%,31.62%,-22.69%,27.54%,-49.49%,118.52%,59.90,1.56%,1.58,3.28,2.43%,132385
AEZS,Healthcare,201.60M,-,155.08,12.37,9.29,-,62.68M,62.63M,21.40%,8.37%,0.40,-21.50%,-125.80%,13.00,0.01,377.14%,510.05%,192.98%,56.22%,24.69%,173.49%,300.72%,313.04%,-32.32%,597.98%,-32.32%,744.79%,71.25,-17.37%,9.05,2.45,-26.65%,36220224
AFI,Industrials,102.04M,-,0.18,0.47,4.60,-,21.96M,20.95M,74.50%,2.23%,2.13,-11.10%,-22.10%,1.90,0.29,28.78%,11.61%,45.38%,8.61%,6.94%,16.71%,26.53%,42.53%,-8.72%,53.75%,-12.14%,339.29%,64.66,-0.39%,1.42,4.92,-5.20%,95824
AFIF,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.10%,0.05%,0.00%,0.27%,0.35%,0.19%,-0.01%,-0.32%,-0.71%,0.83%,-9.29%,7.24%,53.50,-0.15%,0.37,9.77,0.05%,9399
AFIN,Real Estate,852.07M,-,2.80,0.54,9.87,-,108.43M,108.35M,49.40%,3.65%,6.98,-1.20%,-2.60%,-,0.00,6.17%,-0.88%,-40.03%,2.50%,3.32%,3.46%,2.89%,8.70%,-6.38%,9.54%,-41.46%,88.57%,57.27,-0.13%,0.37,7.92,0.13%,64950
AFMD,Healthcare,608.28M,-,22.53,9.23,5.23,-,86.03M,82.40M,45.00%,8.54%,3.87,-37.70%,-100.40%,2.20,0.05,4.53%,-6.83%,125.56%,7.66%,7.85%,0.56%,2.16%,50.51%,-15.11%,27.77%,-15.11%,347.18%,54.10,4.17%,1.34,6.35,5.83%,749781
AGE,Healthcare,100.96M,-,53.13,-,91.78,-,37.68M,21.21M,18.30%,1.71%,1.36,-207.10%,964.50%,0.40,-,47.25%,66.46%,112.70%,13.63%,8.43%,30.41%,40.55%,94.13%,-8.49%,65.33%,-36.90%,272.37%,71.37,-10.07%,3.46,2.48,-7.46%,284306
AGEN,Healthcare,1.00B,-,10.96,-,8.78,-,182.67M,170.64M,53.50%,14.63%,9.05,-95.70%,82.80%,0.90,-,32.91%,56.72%,45.43%,14.62%,9.38%,33.12%,42.70%,38.96%,-13.55%,66.46%,-13.55%,182.62%,77.10,2.29%,2.29,5.14,-2.03%,1944571
AGFS,Consumer Defensive,118.73M,-,0.71,0.46,4.73,4.67,51.00M,30.24M,73.30%,2.62%,4.97,-9.70%,-25.00%,2.70,0.98,25.26%,12.50%,4.29%,9.14%,6.69%,21.42%,9.89%,0.32%,-13.66%,34.69%,-41.31%,146.49%,69.28,0.82%,2.10,2.46,1.44%,103590
AGI,Basic Materials,3.19B,31.23,4.51,1.15,-,-,392.73M,391.00M,74.64%,0.86%,1.13,-,-,-,-,-0.12%,-13.89%,32.90%,3.38%,4.27%,0.50%,-5.76%,-10.00%,-17.71%,6.58%,-29.86%,143.16%,46.50,0.99%,0.96,8.12,0.02%,877286
AGLE,Healthcare,366.23M,-,-,3.52,2.62,-,62.24M,46.72M,94.50%,4.10%,8.64,-66.90%,-81.40%,10.10,0.00,5.76%,-3.50%,-1.53%,4.00%,4.98%,2.06%,-3.53%,-2.71%,-20.76%,17.78%,-31.90%,121.43%,50.83,1.30%,0.88,7.75,0.52%,60401
AGRO,Consumer Defensive,949.14M,-,1.10,1.15,4.44,3.30,117.74M,117.34M,71.30%,0.57%,2.12,-1.60%,-4.30%,1.80,1.31,8.76%,11.58%,4.07%,2.79%,3.61%,4.82%,16.88%,55.72%,-2.92%,39.86%,-2.92%,145.92%,69.56,0.49%,0.51,8.14,-0.61%,49371
AGRX,Healthcare,274.62M,-,-,4.11,3.82,-,87.35M,67.10M,49.60%,4.35%,2.65,-45.90%,-56.80%,10.20,0.24,11.03%,7.96%,-20.61%,3.58%,3.47%,15.18%,15.81%,16.63%,6.60%,24.03%,-29.72%,148.07%,74.57,0.64%,3.79,3.35,7.34%,1287002
AGS,Consumer Cyclical,227.39M,-,1.15,3.58,2.01,10.68,35.65M,35.49M,77.30%,2.58%,1.88,-8.70%,-69.80%,4.80,10.02,17.22%,-6.16%,-33.33%,6.13%,6.71%,4.10%,1.38%,37.38%,-17.56%,28.93%,-43.47%,764.31%,53.26,1.09%,0.66,6.06,-5.32%,98530
AGTC,Healthcare,190.58M,-,76.23,2.41,2.86,-,25.82M,21.58M,41.50%,4.75%,1.05,-53.30%,-73.10%,5.30,0.17,32.91%,11.23%,5.00%,9.37%,7.11%,7.44%,7.91%,-3.11%,-9.96%,27.75%,-34.05%,113.10%,56.13,-1.90%,7.99,4.88,-7.05%,2401429
AHC,Communication Services,52.91M,-,0.33,1.06,1.22,-,21.41M,18.34M,55.20%,0.15%,0.23,-4.60%,-11.70%,2.80,0.00,13.82%,47.02%,-14.24%,12.71%,10.65%,15.35%,39.85%,52.97%,-22.47%,76.26%,-22.47%,89.92%,65.64,0.40%,0.52,2.45,-0.81%,18276
AHPI,Healthcare,29.24M,-,0.86,3.29,-,-,4.01M,2.81M,9.60%,13.72%,0.56,-14.50%,-27.80%,1.50,0.40,0.56%,46.52%,217.78%,8.11%,12.90%,21.00%,38.80%,1.87%,-6.24%,71.89%,-82.81%,290.66%,67.02,-0.56%,2.10,7.74,8.18%,444374
AHT,Real Estate,211.12M,-,0.27,-,1.75,-,68.94M,14.03M,6.50%,13.67%,0.20,-11.20%,-753.10%,-,-,3.08%,25.42%,-88.81%,9.20%,10.96%,8.14%,5.80%,-27.97%,-28.83%,45.04%,-88.77%,140.97%,54.28,1.33%,1.24,3.06,1.67%,3750917
AIH,Healthcare,151.69M,-,1.26,2.11,14.87,-,23.61M,23.61M,4.20%,0.17%,0.33,-19.30%,-44.50%,0.50,1.34,16.85%,23.56%,-20.31%,8.63%,7.14%,20.64%,26.17%,14.17%,-1.36%,50.23%,-39.39%,69.55%,73.56,1.12%,5.18,6.46,3.53%,193608
AIHS,Financial,70.96M,-,9.72,12.08,16.13,-,37.80M,29.36M,1.00%,0.75%,0.08,-80.70%,-358.10%,0.70,1.90,-0.63%,35.34%,170.74%,12.43%,13.39%,9.86%,25.60%,94.67%,-14.21%,69.79%,-30.64%,526.92%,57.46,3.82%,2.32,1.63,3.82%,2049130
AIKI,Healthcare,60.98M,-,6775.02,2.04,2.23,-,34.99M,32.96M,13.10%,3.48%,0.09,-49.20%,-50.70%,59.60,0.00,11.92%,52.25%,65.08%,8.03%,14.45%,27.14%,79.60%,119.66%,-19.49%,260.17%,-68.30%,271.78%,67.08,2.96%,0.66,1.73,2.43%,2483484
AIM,Healthcare,117.83M,-,589.14,1.66,2.98,-,40.69M,40.23M,6.50%,5.18%,0.62,-26.30%,-30.40%,50.00,0.03,29.65%,24.64%,169.82%,13.26%,7.97%,18.41%,27.68%,12.23%,-10.21%,50.00%,-64.14%,226.92%,63.22,0.00%,1.28,2.55,-1.16%,1331471
AINC,Financial,20.48M,-,0.06,-,0.30,0.45,2.31M,1.30M,17.90%,3.85%,0.21,-36.80%,217.30%,0.70,-,11.27%,19.94%,-68.65%,6.04%,7.71%,4.10%,19.25%,12.69%,-28.51%,64.91%,-66.89%,81.04%,58.07,1.00%,0.09,8.15,1.84%,6653
AIRI,Industrials,56.47M,-,1.15,4.84,37.65,-,30.62M,24.74M,23.60%,0.41%,0.16,-4.10%,-19.50%,1.30,2.57,24.31%,37.69%,14.01%,12.71%,10.67%,18.30%,32.81%,49.58%,-5.73%,56.03%,-5.73%,201.67%,72.19,5.03%,1.35,1.81,1.12%,272514
AIV,Real Estate,727.90M,4.69,0.82,0.34,3.19,6.98,147.53M,147.50M,98.87%,6.10%,0.69,2.20%,8.40%,-,2.08,3.81%,-0.81%,-14.66%,3.23%,3.26%,1.97%,3.44%,18.45%,-24.56%,21.60%,-24.56%,85.25%,54.91,0.00%,0.18,4.89,-0.23%,722701
AKBA,Healthcare,627.64M,-,2.04,2.28,2.33,-,143.32M,142.95M,75.40%,20.16%,4.68,-52.50%,-105.70%,2.20,0.00,48.60%,64.82%,-40.75%,14.90%,8.55%,38.42%,50.82%,-29.21%,-5.54%,79.15%,-64.59%,132.30%,73.80,-1.19%,1.70,4.86,-4.05%,3236853
AKER,Healthcare,27.18M,-,17.23,1.19,1.18,-,7.63M,7.45M,16.40%,8.17%,0.44,-114.30%,-136.30%,9.20,0.00,25.10%,44.93%,-7.06%,6.83%,8.48%,19.53%,41.25%,6.82%,-1.56%,80.54%,-62.87%,111.99%,71.90,-1.22%,0.28,3.29,-0.13%,120960
AKTX,Healthcare,110.64M,-,-,21.14,9.00,-,33.87M,18.75M,20.80%,1.01%,0.68,-161.50%,-880.40%,1.50,0.00,13.85%,51.79%,64.44%,5.76%,12.62%,4.11%,30.29%,47.95%,-23.14%,90.13%,-23.14%,232.18%,57.69,1.01%,0.90,2.89,-2.36%,77239
ALIM,Healthcare,44.80M,-,0.82,-,3.96,-,5.07M,4.84M,36.10%,0.44%,0.28,-7.80%,10.70%,3.20,-,15.26%,58.28%,14.43%,6.75%,10.32%,15.15%,48.59%,50.79%,-13.68%,102.97%,-13.68%,186.69%,70.17,0.00%,2.70,8.20,3.40%,63967
ALJJ,Industrials,56.63M,-,0.15,3.47,9.28,17.16,42.23M,18.34M,3.40%,0.17%,0.20,-33.90%,-206.00%,1.40,5.99,13.93%,19.83%,16.55%,4.86%,6.64%,9.55%,19.96%,60.76%,-1.41%,51.35%,-1.41%,399.82%,64.31,1.44%,0.39,1.40,0.72%,19429
ALNA,Healthcare,104.77M,-,-,4.34,3.48,-,36.26M,26.17M,37.10%,5.61%,0.65,-114.20%,-210.80%,8.00,0.54,29.94%,58.39%,-16.47%,8.95%,11.19%,24.86%,45.23%,40.26%,-22.73%,85.19%,-36.63%,309.18%,69.12,3.23%,1.50,2.15,-1.00%,1037521
ALRN,Healthcare,175.66M,-,-,6.66,12.37,-,39.32M,21.77M,7.30%,8.12%,0.49,-98.30%,-170.40%,3.00,0.02,12.70%,73.17%,187.33%,9.76%,12.93%,8.01%,48.61%,73.99%,-8.67%,133.86%,-13.84%,751.24%,63.09,1.88%,1.01,2.13,-0.09%,1138426
ALSK,Communication Services,177.57M,18.33,0.75,1.03,5.50,8.46,54.12M,49.83M,49.90%,2.60%,1.36,1.70%,5.70%,1.50,0.98,0.92%,-0.60%,57.98%,0.73%,0.84%,-0.15%,-3.31%,24.65%,-16.32%,7.72%,-16.32%,138.81%,45.11,0.00%,0.30,3.28,-0.60%,87468
ALTO,Energy,527.66M,-,0.49,1.84,13.63,7.18,58.50M,56.12M,45.20%,11.64%,1.20,-6.90%,-17.10%,1.20,0.66,15.05%,25.73%,1334.14%,8.06%,9.33%,7.97%,17.44%,75.63%,-8.99%,43.48%,-33.65%,3350.14%,60.46,-0.65%,0.77,7.59,-1.68%,1288502
ALYA,Technology,135.34M,-,-,3.26,-,-,51.07M,40.85M,40.52%,0.02%,0.02,-,-,-,-,-17.45%,18.30%,-13.96%,7.65%,10.06%,4.23%,10.66%,25.27%,-51.79%,27.39%,-51.79%,174.26%,54.22,1.89%,1.23,2.64,-0.49%,119843
AM,Energy,3.87B,-,4.14,1.58,1614.01,14.20,476.58M,313.88M,54.30%,3.70%,2.23,-5.90%,-12.80%,1.80,1.26,3.13%,-2.14%,67.34%,3.66%,4.86%,0.77%,3.73%,31.65%,-5.85%,26.30%,-5.85%,390.24%,54.03,0.36%,0.81,8.28,0.42%,1307043
AMBO,Consumer Defensive,88.04M,-,1.07,4.44,1.91,-,21.80M,1.43M,0.60%,9.71%,0.17,-8.10%,-55.50%,0.70,0.20,21.15%,33.47%,58.13%,40.92%,17.74%,14.49%,23.66%,23.19%,-47.12%,54.03%,-53.29%,173.05%,57.74,-3.17%,2.16,3.00,-4.65%,537478
AMC,Communication Services,2.18B,-,0.86,-,5.21,-,287.28M,114.94M,14.00%,38.87%,0.38,-31.10%,384.40%,0.40,-,-53.53%,201.46%,-5.65%,32.74%,31.55%,-14.92%,22.43%,18.73%,-73.87%,178.53%,-73.87%,178.53%,48.31,-6.15%,1.40,5.32,-13.92%,51556930
AMPE,Healthcare,392.20M,-,-,35.50,41.72,-,178.62M,170.95M,12.80%,13.03%,3.38,-97.90%,-192.90%,5.60,0.00,18.33%,45.89%,200.21%,10.38%,11.26%,28.31%,35.78%,122.78%,-29.19%,153.91%,-29.19%,580.65%,65.09,2.35%,1.14,2.11,-0.94%,2318188
AMPY,Energy,110.70M,-,0.49,25.82,8.20,1.76,37.63M,30.21M,33.30%,6.86%,1.40,-80.30%,-348.00%,1.20,67.63,51.87%,73.17%,-47.50%,12.60%,14.81%,37.79%,77.23%,134.22%,2.81%,198.98%,-50.25%,494.92%,76.50,0.35%,1.26,2.93,3.17%,572538
AMRN,Healthcare,3.29B,-,5.58,5.38,5.86,470.33,389.70M,378.92M,39.20%,5.80%,2.58,-1.70%,-2.70%,2.70,0.02,2.60%,46.47%,-53.06%,6.73%,6.63%,20.35%,46.54%,43.31%,-7.03%,93.26%,-53.34%,155.95%,74.51,0.12%,1.54,8.60,3.74%,4032836
AMRX,Healthcare,1.73B,-,0.92,2.90,6.16,8.12,147.56M,116.02M,69.10%,5.25%,5.37,1.50%,21.40%,2.30,9.59,19.64%,19.15%,21.86%,7.06%,5.84%,20.57%,29.02%,34.00%,-2.38%,52.69%,-2.38%,148.12%,78.25,1.18%,1.80,5.95,0.76%,630512
AMS,Healthcare,16.07M,-,0.89,0.69,4.46,1.67,6.05M,3.47M,9.40%,0.29%,0.08,-1.20%,-2.50%,1.40,0.56,12.94%,29.15%,18.03%,12.37%,7.84%,12.38%,26.40%,40.43%,-10.63%,50.37%,-20.62%,144.99%,66.66,-2.08%,0.82,2.84,-1.32%,30961
AMST,Technology,119.38M,-,736.19,5.96,7.28,-,16.55M,9.05M,0.50%,0.15%,0.14,-,-,10.50,0.00,15.28%,36.70%,-,13.90%,12.94%,19.34%,20.61%,24.23%,-36.53%,42.33%,-36.53%,57.53%,62.07,-1.01%,0.39,5.75,-3.52%,11959
AMTX,Energy,158.66M,-,0.88,-,1586.56,-,20.86M,19.62M,38.10%,7.45%,0.40,-25.70%,17.40%,0.10,-,-5.97%,139.48%,802.77%,8.82%,15.10%,23.86%,87.33%,202.95%,-33.73%,271.94%,-33.73%,1867.61%,63.60,-2.03%,0.74,7.29,-1.49%,840427
AMUB,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.50%,2.00%,-24.41%,0.86%,1.48%,0.53%,3.72%,14.51%,-5.39%,18.55%,-26.16%,162.23%,56.57,-0.77%,0.08,9.65,-1.08%,727
ANCN,Healthcare,20.55M,-,-,3.84,-,-,7.42M,3.09M,3.46%,1.56%,0.03,-,-,-,-,20.97%,27.06%,114.73%,9.97%,11.72%,16.90%,32.33%,99.98%,-49.73%,90.32%,-49.73%,437.34%,63.07,-1.44%,0.07,2.76,-0.36%,35513
ANH,Real Estate,266.00M,-,8.01,0.88,7.06,8.72,99.11M,97.26M,49.30%,0.81%,0.55,-3.10%,-32.40%,-,5.26,6.72%,3.45%,-25.41%,2.47%,2.63%,3.96%,5.02%,38.27%,-3.60%,25.82%,-29.47%,239.24%,59.30,0.00%,0.21,2.68,-0.74%,93969
ANIX,Healthcare,138.49M,-,-,14.32,15.39,-,23.88M,23.15M,6.80%,3.95%,1.31,-129.70%,-142.60%,7.90,0.00,28.95%,43.24%,55.88%,11.24%,10.56%,23.12%,49.79%,95.42%,-8.17%,154.68%,-8.17%,288.72%,69.54,-0.38%,0.55,5.17,-2.45%,119403
ANPC,Healthcare,66.65M,-,-,18.00,44.43,-,10.95M,1.33M,0.63%,0.41%,0.00,-,-,0.90,0.24,8.70%,10.07%,-,4.02%,6.23%,5.91%,10.25%,9.12%,-29.02%,47.60%,-48.83%,94.92%,60.95,-0.16%,0.07,6.14,0.33%,26932
ANTE,Communication Services,40.30M,-,1.59,2.74,25.19,-,12.57M,1.69M,4.00%,4.60%,0.06,-28.20%,-94.60%,0.30,0.36,37.55%,46.84%,248.00%,14.18%,11.23%,38.78%,83.77%,209.91%,-5.51%,243.21%,-5.51%,480.78%,76.37,0.57%,4.39,3.64,4.54%,1843104
ANY,Technology,24.09M,-,6.18,-,8.31,-,6.95M,5.46M,6.80%,3.52%,0.17,-57.30%,80.30%,0.60,-,64.22%,60.54%,325.18%,18.30%,16.61%,83.05%,121.48%,89.32%,15.76%,202.83%,-24.70%,1166.36%,80.18,-0.84%,3.71,4.18,16.73%,1256661
AOD,Financial,983.67M,-,12.62,1.06,-,-,105.43M,-,36.62%,-,0.17,-,-,-,-,3.55%,3.90%,2.75%,0.81%,1.01%,2.11%,4.43%,15.22%,-0.11%,10.16%,-0.11%,85.66%,64.73,-0.11%,0.59,9.32,-0.11%,68928
