Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,445.32M,-,18.79,5.35,25.74,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,343.57%,400.40%,464.14%,120.62%,34.95%,128.15%,241.42%,381.99%,-68.88%,443.87%,-68.88%,904.20%,59.16,6.44%,0.95,6.15,-1.04%,1633019
AAIC,Real Estate,124.36M,-,69.09,0.64,13.97,5.87,34.66M,32.45M,37.10%,2.89%,4.01,-2.70%,-24.60%,-,3.50,2.49%,-6.55%,-35.14%,2.80%,2.65%,-2.56%,-1.17%,22.12%,-9.78%,15.67%,-45.49%,163.57%,46.19,-0.81%,0.40,3.69,-0.54%,28660
AAME,Financial,61.25M,197.88,0.33,1.04,6.88,13.03,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,191.52%,170.95%,251.08%,91.23%,25.68%,102.19%,137.83%,185.17%,-62.99%,192.57%,-62.99%,274.05%,79.67,-3.98%,0.49,5.91,-9.49%,311319
AAU,Basic Materials,96.12M,-,-,1.78,35.60,-,119.16M,114.95M,5.90%,0.52%,0.14,-4.20%,-4.60%,9.50,0.04,6.78%,64.64%,95.91%,8.98%,14.62%,32.81%,34.63%,27.90%,-26.28%,96.58%,-28.66%,317.07%,63.71,5.07%,4.99,0.88,5.62%,6588289
ABEO,Healthcare,313.79M,-,44.83,2.72,3.24,-,93.77M,84.15M,34.30%,3.42%,0.96,-47.00%,-62.00%,2.70,0.02,64.53%,89.77%,13.99%,18.31%,11.97%,40.34%,67.62%,42.08%,-17.94%,120.55%,-28.34%,214.30%,71.04,-1.80%,5.30,3.11,-6.89%,4899859
ABEV,Consumer Defensive,44.22B,15.97,-,2.85,-,-,15.73B,4.39B,8.62%,1.72%,3.14,-,-,-,-,-3.77%,-8.47%,-24.31%,2.66%,3.27%,-4.41%,-4.90%,10.44%,-12.03%,9.85%,-25.92%,52.06%,43.26,0.36%,0.84,2.82,0.18%,6188984
ABIO,Healthcare,46.27M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,12.19%,17.77%,-9.96%,5.59%,5.53%,8.19%,13.27%,-5.55%,-5.03%,23.99%,-77.68%,122.17%,63.84,0.80%,7.14,4.91,-1.21%,1314931
ABUS,Healthcare,380.44M,-,62.37,-,3.22,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,14.03%,15.50%,39.91%,10.38%,7.89%,10.45%,10.79%,46.82%,-24.16%,30.93%,-50.65%,405.86%,58.98,1.79%,1.59,4.45,-0.41%,1967070
ACCO,Industrials,884.43M,12.04,0.51,1.22,10.31,7.81,94.50M,91.78M,93.20%,4.14%,7.12,2.80%,10.30%,1.60,1.26,11.55%,8.45%,2.85%,3.41%,3.30%,8.52%,10.46%,34.26%,-0.06%,24.04%,-16.94%,169.28%,66.30,0.43%,0.77,9.45,0.87%,127261
ACER,Healthcare,56.35M,-,-,4.25,9.09,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,3.75%,55.42%,-19.38%,9.93%,15.75%,5.94%,30.66%,28.32%,-17.57%,71.30%,-45.66%,264.81%,59.41,3.36%,0.74,3.94,1.81%,183436
ACH,Basic Materials,8.61B,-,0.31,0.71,4.30,16.06,680.91M,429.49M,1.60%,0.01%,0.39,0.00%,-0.10%,0.70,1.85,7.96%,-9.35%,21.49%,1.43%,1.64%,5.01%,0.19%,34.54%,-11.56%,16.25%,-11.56%,91.30%,56.55,0.68%,0.44,8.80,-0.23%,13303
ACIU,Healthcare,558.91M,-,31.76,2.13,2.05,-,71.93M,37.91M,30.00%,2.83%,3.00,-22.10%,-24.20%,18.10,0.01,15.91%,32.35%,-14.72%,14.42%,10.17%,15.14%,27.85%,15.72%,-22.97%,54.05%,-43.00%,82.06%,65.10,0.00%,0.79,7.41,-3.14%,87133
ACOR,Healthcare,72.63M,1.48,0.44,1.20,1.15,-,47.71M,9.35M,40.50%,5.77%,0.46,6.60%,16.10%,1.10,0.73,12.69%,91.24%,-34.66%,6.42%,10.39%,5.64%,37.35%,60.29%,-13.97%,121.07%,-43.14%,193.96%,61.40,1.78%,0.68,7.45,-5.22%,246653
ACRX,Healthcare,290.74M,-,55.91,-,6.75,-,113.81M,88.85M,25.40%,12.35%,2.20,-60.70%,85.50%,2.90,-,27.65%,105.19%,63.91%,10.66%,16.22%,18.94%,55.60%,78.86%,-10.21%,128.56%,-10.21%,276.38%,66.81,4.33%,2.42,2.64,-4.70%,3732825
ACST,Healthcare,175.91M,-,-,10.65,-,-,179.50M,95.08M,1.66%,1.67%,0.03,-,-,-,-,44.08%,71.93%,71.72%,12.43%,16.24%,37.58%,102.36%,103.85%,-8.22%,309.84%,-8.22%,484.80%,75.67,14.29%,3.95,1.00,2.04%,55755435
ACTG,Industrials,376.82M,33.00,14.44,1.81,1.24,125.61,48.47M,46.31M,69.70%,2.59%,1.50,4.00%,7.30%,2.60,0.57,16.67%,71.00%,203.24%,10.76%,10.32%,37.71%,74.14%,114.89%,3.27%,135.63%,3.27%,368.57%,83.24,2.14%,5.47,8.20,9.48%,1350491
ADAP,Healthcare,982.53M,-,307.04,2.78,2.46,-,154.67M,11.25M,90.50%,12.77%,0.93,-33.70%,-44.90%,12.20,0.00,11.94%,9.22%,61.10%,9.31%,8.09%,17.80%,29.41%,-1.78%,-6.20%,81.66%,-48.62%,244.25%,67.08,1.19%,0.76,6.89,2.00%,363616
ADES,Industrials,97.18M,-,1.64,1.25,6.48,2.59,18.09M,17.94M,63.40%,4.58%,7.31,-14.50%,-24.20%,1.40,0.35,25.59%,6.38%,-51.09%,7.49%,5.58%,5.21%,2.99%,13.97%,-9.16%,22.42%,-55.12%,61.06%,54.99,0.00%,1.60,5.67,-2.94%,55301
ADIL,Healthcare,35.97M,-,-,5.73,4.86,-,13.65M,11.67M,9.80%,2.97%,0.57,-121.30%,-132.80%,7.50,0.00,34.23%,54.40%,85.09%,14.57%,10.22%,23.85%,37.34%,65.63%,-11.44%,76.56%,-29.37%,182.50%,67.13,2.01%,3.41,2.83,-5.20%,641463
ADMA,Healthcare,285.35M,-,7.08,3.64,4.78,-,87.70M,70.91M,54.50%,13.61%,2.60,-37.20%,-98.80%,8.50,1.36,20.90%,37.85%,-14.74%,9.21%,6.75%,21.43%,31.81%,15.43%,-2.68%,57.30%,-30.71%,100.69%,70.04,3.05%,3.60,2.91,-1.36%,4121638
ADMP,Healthcare,196.89M,-,10.70,4.36,15.88,-,140.28M,92.57M,5.30%,5.48%,0.27,-78.50%,-115.90%,1.30,0.19,42.73%,125.32%,123.81%,12.21%,16.61%,24.20%,87.88%,104.39%,-35.47%,258.24%,-35.47%,459.26%,63.99,7.01%,2.16,1.51,-3.82%,12445414
ADMS,Healthcare,183.20M,-,2.62,-,1.98,-,28.38M,27.75M,62.60%,6.39%,3.65,-43.50%,328.40%,3.90,-,11.21%,36.27%,14.62%,10.73%,11.39%,14.90%,23.28%,55.07%,-33.22%,48.66%,-33.22%,221.58%,59.56,0.00%,1.97,6.11,-3.78%,295191
ADT,Industrials,7.77B,-,1.47,2.32,15.87,12.04,769.24M,691.76M,95.70%,2.39%,4.12,-3.70%,-19.70%,0.90,3.10,6.30%,7.02%,42.97%,3.76%,5.25%,3.42%,10.45%,13.00%,-10.70%,25.63%,-44.74%,179.30%,58.41,1.16%,0.50,9.51,0.63%,612615
ADTX,Healthcare,49.09M,-,-,2.04,3.58,-,13.97M,9.25M,6.80%,10.77%,0.27,-133.80%,-596.90%,18.90,0.00,17.45%,61.11%,-,9.91%,16.53%,18.19%,47.43%,33.69%,-44.46%,96.74%,-60.98%,130.75%,63.14,1.86%,1.17,3.74,-0.85%,1335976
ADXS,Healthcare,118.90M,-,396.33,2.70,4.72,-,70.13M,-,15.00%,-,0.43,-60.50%,-76.40%,8.50,0.00,60.89%,114.81%,8.41%,13.93%,13.51%,43.92%,110.88%,109.91%,-5.00%,311.27%,-11.12%,324.37%,76.29,6.03%,3.19,1.12,-3.46%,12571208
AEF,Financial,451.18M,-,32.63,1.25,-,-,50.75M,-,63.43%,-,0.23,-,-,-,-,3.37%,3.37%,18.29%,1.43%,1.68%,3.41%,8.06%,30.44%,0.00%,19.98%,0.00%,103.63%,65.99,0.00%,1.22,8.91,0.22%,29012
AEG,Financial,9.29B,7.26,0.21,0.28,0.70,-,2.05B,1.81B,8.10%,0.16%,1.30,-,-,-,0.42,5.53%,2.81%,3.29%,1.58%,1.73%,3.82%,9.88%,38.66%,-1.13%,24.08%,-1.13%,143.33%,62.98,-0.23%,1.22,4.38,-0.23%,818214
AEHL,Industrials,10.86M,-,-,-,-,-,3.05M,2.19M,0.87%,4.92%,0.15,-,-,-,-,21.09%,23.18%,79.85%,25.35%,13.26%,23.07%,35.04%,53.08%,-29.70%,66.67%,-33.15%,355.13%,68.08,-4.21%,2.30,3.55,-0.28%,514444
AEHR,Technology,62.02M,-,4.56,5.61,18.24,-,23.40M,20.19M,23.00%,0.78%,0.38,-23.10%,-33.50%,3.20,0.16,8.86%,22.27%,28.36%,5.68%,7.94%,9.07%,15.42%,41.17%,-8.42%,67.31%,-8.42%,137.27%,58.54,4.65%,1.14,2.61,1.16%,147710
AEMD,Healthcare,32.84M,-,54.73,2.64,2.26,-,12.07M,11.78M,6.30%,4.89%,0.28,-49.70%,-54.60%,9.90,0.00,32.02%,11.07%,-24.18%,8.75%,9.78%,12.70%,26.22%,62.55%,-8.60%,86.36%,-23.06%,143.22%,61.98,-1.66%,0.62,2.87,-4.65%,394205
AESE,Communication Services,88.42M,-,3.84,1.60,15.25,-,29.63M,18.53M,1.40%,1.65%,0.12,-46.50%,-74.10%,1.00,0.17,22.16%,52.90%,9.28%,12.74%,13.47%,31.75%,57.23%,47.41%,-4.89%,162.89%,-57.07%,537.50%,66.15,10.97%,2.82,2.55,7.59%,2306376
AEY,Technology,40.41M,-,0.80,2.65,4.87,-,11.79M,5.90M,5.10%,4.06%,0.87,-48.60%,-95.90%,2.00,0.54,11.59%,21.22%,14.24%,4.94%,6.51%,8.19%,2.70%,30.04%,-23.48%,21.97%,-50.01%,116.30%,57.12,3.56%,0.99,3.24,-3.72%,83817
AEZS,Healthcare,132.79M,-,102.15,8.15,6.12,-,62.68M,62.63M,21.40%,8.37%,0.37,-21.50%,-125.80%,13.00,0.01,120.00%,307.41%,96.43%,58.15%,26.35%,96.17%,194.78%,218.04%,-47.27%,443.85%,-47.27%,558.24%,61.67,1.82%,6.60,1.91,-13.23%,28931611
AFI,Industrials,96.33M,-,0.17,0.44,4.34,-,21.96M,20.95M,74.50%,2.38%,2.29,-11.10%,-22.10%,1.90,0.29,24.68%,15.29%,33.88%,9.37%,6.75%,13.34%,23.10%,38.94%,-10.58%,50.61%,-13.94%,330.32%,62.11,1.84%,1.51,4.82,-1.64%,100968
AFIF,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16%,-0.04%,-0.04%,0.27%,0.35%,-0.03%,-0.21%,-0.53%,-0.91%,0.62%,-9.47%,7.03%,48.27,0.20%,0.18,9.75,-0.11%,4423
AFIN,Real Estate,863.91M,-,2.84,0.55,10.01,-,108.43M,108.35M,49.40%,3.24%,6.48,-1.20%,-2.60%,-,0.00,6.79%,4.16%,-39.43%,2.60%,3.29%,7.84%,7.77%,13.64%,0.12%,14.66%,-38.73%,97.38%,64.93,1.00%,1.06,8.29,3.37%,176498
AFMD,Healthcare,631.60M,-,23.39,9.58,5.43,-,86.03M,82.40M,45.00%,9.10%,4.10,-37.70%,-100.40%,2.20,0.05,6.04%,0.81%,127.37%,7.86%,7.73%,-1.77%,-0.59%,46.27%,-17.11%,24.75%,-17.11%,336.62%,51.44,0.48%,0.89,6.20,-0.48%,500736
AGE,Healthcare,90.41M,-,47.58,-,82.19,-,37.68M,21.21M,18.30%,1.72%,1.34,-207.10%,964.50%,0.40,-,31.15%,46.34%,100.00%,14.20%,8.59%,24.66%,36.25%,88.30%,-10.70%,61.33%,-38.42%,263.36%,67.93,5.00%,4.67,2.42,0.83%,390498
AGEN,Healthcare,1.00B,-,10.94,-,8.77,-,182.67M,170.64M,53.50%,14.62%,8.94,-95.70%,82.80%,0.90,-,23.88%,61.23%,40.11%,13.26%,9.48%,27.64%,39.05%,36.25%,-14.96%,63.75%,-14.96%,178.02%,73.81,0.76%,1.66,5.06,-3.44%,1429897
AGFS,Consumer Defensive,124.59M,-,0.75,0.48,4.96,4.91,51.00M,30.24M,73.30%,2.57%,4.76,-9.70%,-25.00%,2.70,0.98,28.14%,19.72%,17.51%,8.95%,6.87%,18.48%,8.17%,-1.24%,-14.89%,32.79%,-42.14%,143.00%,63.54,1.96%,4.66,2.43,-4.71%,234906
AGI,Basic Materials,3.18B,31.15,4.50,1.15,-,-,392.73M,391.00M,74.64%,0.86%,1.15,-,-,-,-,2.27%,-9.09%,31.49%,3.15%,4.09%,0.41%,-6.06%,-10.29%,-17.98%,6.23%,-30.09%,142.37%,45.95,0.74%,0.83,8.10,-0.06%,749493
AGLE,Healthcare,369.55M,-,-,3.55,2.64,-,62.24M,46.72M,94.50%,3.98%,8.37,-66.90%,-81.40%,10.10,0.00,2.23%,-4.89%,-5.93%,3.33%,4.85%,0.72%,-4.66%,-4.19%,-21.86%,16.14%,-32.85%,118.33%,48.75,0.26%,0.75,7.64,-1.78%,51401
AGRO,Consumer Defensive,960.73M,-,1.12,1.16,4.50,3.34,117.74M,117.34M,71.30%,0.67%,2.45,-1.60%,-4.30%,1.80,1.31,5.47%,13.87%,5.47%,2.47%,3.64%,6.11%,18.30%,57.95%,-1.13%,42.44%,-1.13%,150.45%,73.44,0.48%,0.61,8.29,0.00%,60396
