Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,182.48M,-,7.70,4.92,10.61,-,34.43M,31.74M,0.30%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,0.71%,310.14%,357.34%,11.01%,35.93%,32.30%,131.26%,289.36%,-71.34%,400.88%,-71.34%,824.84%,56.81,0.00%,0.09,5.66,0.00%,0
AAIC,Real Estate,131.71M,-,-,0.69,14.80,8.34,34.66M,32.51M,38.20%,2.88%,4.01,-3.30%,-30.30%,-,3.50,7.26%,4.18%,-40.36%,4.70%,3.37%,5.54%,4.97%,30.35%,-2.68%,14.00%,-41.06%,185.00%,61.67,0.00%,0.88,3.99,0.00%,0
AAME,Financial,107.00M,140.61,0.57,0.74,12.02,22.77,20.44M,4.08M,5.70%,0.04%,0.00,0.30%,1.00%,-,0.26,-11.79%,94.14%,140.41%,16.00%,28.72%,16.50%,58.12%,111.17%,-70.95%,128.57%,-70.95%,193.67%,56.93,0.00%,0.14,4.64,0.00%,0
AAU,Basic Materials,98.70M,-,-,1.80,36.56,-,119.16M,114.95M,5.90%,0.78%,0.17,-4.20%,-4.60%,9.50,0.04,-7.54%,48.92%,96.38%,9.82%,14.10%,9.74%,28.11%,19.56%,-29.50%,88.00%,-31.77%,298.87%,55.53,0.00%,0.44,0.85,0.00%,0
ABEO,Healthcare,242.40M,-,34.63,1.96,2.50,-,93.77M,84.39M,40.10%,3.41%,0.77,-47.00%,-62.00%,2.70,0.02,-28.27%,21.11%,-40.05%,18.49%,14.23%,-4.76%,18.40%,9.43%,-36.41%,70.91%,-44.47%,143.56%,49.34,0.00%,0.95,2.41,0.00%,0
ABEV,Consumer Defensive,44.22B,15.97,-,2.85,-,-,15.73B,4.39B,8.62%,1.72%,3.28,-,-,-,-,-0.71%,-7.57%,-21.85%,2.66%,3.05%,-1.61%,-5.33%,9.13%,-12.19%,2.55%,-22.27%,51.79%,45.01,0.00%,1.44,2.81,0.00%,0
ABIO,Healthcare,43.42M,-,-,0.57,0.85,-,9.32M,9.28M,8.60%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,-10.38%,3.04%,-3.06%,6.22%,6.14%,1.10%,6.88%,-9.44%,-13.64%,19.95%,-78.41%,114.93%,51.98,0.00%,2.93,4.75,0.00%,0
ABUS,Healthcare,363.40M,-,59.57,-,3.07,-,79.49M,63.55M,27.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,0.23%,6.81%,28.55%,6.16%,7.81%,5.66%,8.18%,39.62%,-25.21%,29.12%,-51.33%,398.86%,55.77,0.00%,0.58,4.39,0.00%,0
ACCO,Industrials,777.67M,12.88,0.47,1.08,9.06,3.57,94.50M,91.78M,96.40%,4.14%,7.54,3.10%,11.60%,1.60,1.26,-7.96%,-6.20%,-11.96%,4.16%,3.71%,-4.15%,-3.82%,17.14%,-12.97%,4.39%,-13.06%,137.04%,42.76,0.00%,1.94,8.32,0.00%,0
ACER,Healthcare,50.08M,-,-,3.93,8.08,-,11.51M,6.08M,39.10%,4.38%,0.31,-128.70%,-161.00%,1.60,0.00,-10.28%,-7.25%,-38.86%,7.26%,9.95%,-6.83%,12.66%,14.62%,-25.10%,55.65%,-50.62%,231.48%,48.98,0.00%,0.12,3.58,0.00%,0
ACIU,Healthcare,567.51M,-,32.06,2.21,2.06,-,71.93M,34.30M,27.30%,3.13%,1.13,-22.10%,-24.20%,18.10,0.01,-4.98%,32.18%,-4.64%,12.50%,12.94%,11.82%,29.68%,24.58%,-35.92%,66.53%,-38.38%,96.81%,59.29,0.00%,1.17,8.01,0.00%,0
ACOR,Healthcare,65.17M,1.25,0.39,1.01,1.03,-,47.71M,9.35M,27.70%,5.77%,0.45,6.60%,16.10%,1.10,0.73,-12.65%,-17.54%,-29.62%,5.32%,7.84%,-8.73%,13.93%,41.10%,-23.44%,96.74%,-37.57%,161.60%,47.28,0.00%,0.22,6.63,0.00%,0
ACRX,Healthcare,245.81M,-,47.27,-,5.70,-,113.81M,88.69M,25.60%,12.38%,2.00,-60.70%,85.50%,2.90,-,-17.87%,10.77%,34.16%,8.97%,11.86%,-7.49%,18.55%,43.42%,-26.53%,87.01%,-26.53%,207.96%,49.09,0.00%,0.50,2.16,0.00%,0
ACST,Healthcare,167.86M,34.64,2072.40,5.67,-,-,179.50M,179.10M,1.66%,1.25%,0.04,-,-,-,-,-15.75%,23.67%,66.11%,10.39%,15.19%,9.51%,56.68%,84.43%,-23.34%,283.28%,-23.34%,446.90%,57.17,0.00%,0.50,0.94,0.00%,0
ACTG,Industrials,393.72M,37.44,15.09,2.05,1.30,131.24,48.47M,46.31M,64.00%,2.59%,1.22,4.00%,7.30%,2.60,0.57,8.14%,49.38%,245.53%,8.12%,9.75%,22.14%,59.65%,112.03%,-3.08%,144.25%,-3.08%,385.71%,78.07,0.00%,3.00,8.50,0.00%,0
ADAP,Healthcare,925.57M,-,289.24,2.59,2.31,-,154.67M,11.25M,80.90%,12.77%,0.89,-33.70%,-44.90%,12.20,0.00,-5.13%,8.64%,59.24%,9.38%,8.35%,3.29%,12.76%,-11.61%,-14.31%,65.96%,-53.06%,214.50%,53.46,0.00%,0.55,6.29,0.00%,0
ADES,Industrials,110.90M,-,1.87,1.31,7.39,2.96,18.09M,17.94M,66.40%,4.58%,6.76,-14.50%,-24.20%,1.40,0.35,4.81%,11.93%,-49.17%,5.93%,6.03%,10.08%,9.78%,23.77%,-2.24%,31.75%,-50.54%,73.33%,61.73,0.00%,2.05,6.10,0.00%,0
ADIL,Healthcare,42.59M,-,-,5.71,5.76,-,13.65M,11.64M,10.20%,2.97%,0.54,-121.30%,-132.80%,7.50,0.00,2.06%,49.25%,79.97%,10.56%,11.34%,13.45%,35.51%,68.66%,-9.98%,85.62%,-25.75%,197.00%,64.89,0.00%,0.79,2.97,0.00%,0
ADMA,Healthcare,249.60M,-,6.19,3.21,4.18,-,87.70M,70.91M,54.80%,13.61%,2.38,-37.20%,-98.80%,8.50,1.36,-10.03%,9.24%,-33.84%,7.00%,7.50%,0.72%,12.46%,3.63%,-16.41%,35.88%,-38.10%,79.31%,53.84,0.00%,0.86,2.60,0.00%,0
ADMP,Healthcare,181.19M,-,9.85,3.83,14.61,-,140.28M,92.93M,4.60%,5.46%,0.26,-78.50%,-115.90%,1.30,0.19,-12.10%,-3.50%,99.94%,10.01%,13.95%,-2.49%,45.50%,78.00%,-41.03%,193.62%,-41.03%,411.11%,54.98,0.00%,0.40,1.38,0.00%,0
ADMS,Healthcare,164.30M,-,2.35,-,1.78,-,28.38M,27.75M,69.30%,6.39%,3.29,-43.50%,328.40%,3.90,-,-4.86%,27.89%,3.25%,6.45%,11.64%,0.67%,14.22%,45.48%,-35.85%,42.82%,-35.85%,208.95%,54.57,0.00%,0.39,5.87,0.00%,0
ADT,Industrials,7.66B,-,1.45,2.37,15.65,11.88,769.24M,691.67M,96.90%,2.39%,4.19,-3.70%,-19.70%,0.90,3.10,4.54%,5.10%,35.38%,3.34%,5.10%,3.55%,9.91%,13.24%,-9.11%,26.12%,-43.75%,184.29%,61.32,0.00%,0.83,9.68,0.00%,0
ADTX,Healthcare,58.70M,-,-,2.11,4.28,-,14.00M,9.62M,7.30%,10.36%,0.25,-133.80%,-596.90%,18.90,0.00,-25.86%,49.43%,-,13.43%,19.13%,3.38%,35.83%,36.17%,-42.05%,104.19%,-59.29%,140.74%,54.47,0.00%,0.15,3.90,0.00%,0
ADXS,Healthcare,134.40M,-,447.99,2.72,5.33,-,108.74M,105.82M,15.40%,5.15%,0.36,-60.50%,-76.40%,8.50,0.00,5.88%,69.08%,14.71%,17.88%,13.88%,23.01%,79.55%,112.28%,-25.48%,297.82%,-25.48%,343.35%,63.60,0.00%,0.59,1.17,0.00%,0
AEF,Financial,461.84M,-,33.40,1.28,-,-,50.75M,-,63.43%,-,0.31,-,-,-,-,1.34%,4.24%,21.57%,1.30%,1.41%,3.99%,7.95%,30.84%,-0.55%,16.87%,-0.55%,107.97%,69.70,0.00%,0.54,9.10,0.00%,0
AEG,Financial,9.62B,1182.50,0.16,0.30,0.71,-,2.05B,1.81B,8.20%,0.16%,1.31,-,-,-,0.42,3.73%,10.00%,17.66%,1.49%,1.72%,9.53%,15.32%,46.42%,-0.42%,33.99%,-0.42%,162.78%,68.86,0.00%,0.70,4.73,0.00%,0
AEHL,Industrials,14.06M,-,-,-,-,-,3.05M,2.19M,0.87%,4.92%,0.12,-,-,-,-,20.37%,68.86%,134.43%,20.22%,16.74%,40.87%,61.43%,93.71%,-16.18%,116.43%,-16.18%,491.03%,70.37,0.00%,7.45,4.61,0.00%,0
AEHR,Technology,79.21M,-,5.82,6.57,23.30,-,23.40M,20.19M,20.80%,0.78%,0.29,-23.10%,-33.50%,3.20,0.16,-5.63%,29.61%,26.36%,11.79%,10.39%,11.44%,23.56%,59.06%,-16.11%,51.76%,-16.11%,174.55%,58.16,0.00%,1.38,3.02,0.00%,0
AEMD,Healthcare,31.60M,-,39.50,2.75,2.61,-,12.09M,11.81M,6.10%,4.88%,0.26,-54.30%,-59.30%,10.00,0.00,-3.65%,-1.12%,1.15%,7.03%,11.22%,1.79%,9.87%,45.74%,-15.92%,71.43%,-29.22%,123.73%,52.33,0.00%,0.11,2.64,0.00%,0
AESE,Communication Services,93.19M,-,4.05,1.60,16.07,-,29.63M,18.59M,2.60%,1.64%,0.10,-46.50%,-74.10%,1.00,0.17,-17.42%,35.43%,-19.66%,11.40%,16.20%,3.99%,28.23%,34.56%,-33.98%,132.35%,-60.10%,492.50%,54.30,0.00%,0.50,2.37,0.00%,0
AEY,Technology,40.41M,-,0.82,2.88,7.48,-,12.15M,7.12M,4.70%,3.36%,0.84,-53.40%,-119.70%,1.80,0.48,4.98%,17.83%,-22.71%,7.45%,7.01%,6.36%,6.43%,33.21%,-20.52%,26.69%,-48.07%,124.67%,57.39,0.00%,0.30,3.37,0.00%,0
AEZS,Healthcare,135.20M,-,104.00,5.48,6.23,-,62.68M,62.63M,21.40%,8.12%,0.30,-21.50%,-125.80%,13.00,0.01,-22.51%,104.17%,45.10%,9.66%,25.42%,11.47%,78.44%,133.85%,-59.12%,311.80%,-59.12%,410.34%,53.64,0.00%,0.82,1.48,0.00%,0
AFI,Industrials,82.00M,-,0.14,0.35,3.69,-,21.96M,20.95M,78.30%,2.38%,2.05,-14.90%,-29.80%,1.90,0.29,-20.78%,-5.41%,15.96%,7.86%,7.88%,-11.49%,-4.19%,8.40%,-28.57%,20.31%,-31.25%,243.75%,42.18,0.00%,1.62,3.85,0.00%,0
AFIF,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.72%,-0.66%,-0.46%,0.34%,0.36%,-0.47%,-0.63%,-1.02%,-1.32%,0.10%,-9.93%,6.48%,39.18,0.00%,3.25,9.70,0.00%,0
