Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,178.41M,-,7.50,4.93,10.31,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,-9.64%,372.73%,420.00%,17.33%,36.32%,73.76%,182.77%,334.42%,-70.27%,419.56%,-70.27%,859.31%,58.01,0.87%,0.17,5.87,2.64%,302181
AAIC,Real Estate,124.40M,-,69.11,0.67,13.98,5.87,34.66M,32.37M,37.80%,2.90%,4.07,-2.70%,-24.60%,-,3.50,5.42%,-1.52%,-34.07%,3.10%,2.91%,6.75%,6.60%,32.11%,-1.96%,23.76%,-40.77%,186.42%,66.46,0.00%,4.66,4.01,3.08%,330191
AAME,Financial,107.41M,173.03,0.57,0.91,12.07,22.85,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,9.81%,153.78%,192.82%,31.08%,27.10%,61.31%,105.11%,159.52%,-65.44%,173.27%,-65.44%,249.37%,69.56,-2.63%,0.46,5.52,-3.33%,296790
AAU,Basic Materials,112.00M,-,-,1.91,41.48,-,119.16M,114.95M,5.90%,0.78%,0.18,-4.20%,-4.60%,9.50,0.04,20.79%,38.46%,103.94%,15.08%,14.94%,37.65%,50.30%,40.25%,-18.33%,117.78%,-20.97%,362.05%,65.38,6.67%,2.78,0.98,8.89%,4177254
ABEO,Healthcare,331.11M,-,47.30,2.41,3.42,-,93.77M,84.15M,36.10%,3.42%,0.85,-47.00%,-62.00%,2.70,0.02,14.73%,65.36%,-4.21%,23.71%,13.90%,26.23%,56.44%,38.94%,-19.38%,116.69%,-29.60%,208.79%,66.11,1.35%,2.07,3.06,3.23%,2161292
ABEV,Consumer Defensive,43.90B,15.85,-,2.83,-,-,15.73B,4.39B,8.62%,1.72%,3.29,-,-,-,-,-4.45%,-9.42%,-22.82%,2.63%,3.04%,-1.21%,-3.65%,11.72%,-10.63%,5.21%,-23.16%,54.49%,47.21,0.36%,0.81,2.86,2.51%,5706255
ABIO,Healthcare,49.42M,-,-,0.62,0.97,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,11.16%,13.85%,-5.47%,7.16%,5.88%,11.48%,17.98%,-0.78%,-5.82%,30.80%,-76.45%,134.39%,67.74,2.51%,3.40,5.18,0.00%,770810
ABUS,Healthcare,371.90M,-,60.97,-,3.14,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,4.34%,7.18%,32.01%,11.44%,7.86%,9.86%,11.37%,45.49%,-23.66%,31.80%,-50.32%,409.22%,58.93,2.77%,0.99,4.48,3.49%,1235649
ACCO,Industrials,854.28M,11.57,0.49,1.17,9.96,7.54,94.50M,91.78M,94.30%,4.14%,7.42,2.80%,10.30%,1.60,1.26,1.58%,2.62%,-11.24%,3.71%,3.32%,1.25%,2.50%,25.16%,-7.43%,15.69%,-16.67%,152.14%,52.40,0.11%,0.48,8.85,-1.67%,75753
ACER,Healthcare,57.10M,-,-,4.22,9.21,-,11.51M,11.21M,31.80%,2.37%,0.32,-128.70%,-161.00%,1.60,0.00,-3.76%,33.33%,-17.77%,11.27%,14.81%,-2.80%,22.50%,22.41%,-20.71%,64.78%,-47.72%,250.93%,54.14,1.04%,0.38,3.79,-1.30%,98705
ACH,Basic Materials,8.66B,-,0.31,0.71,4.31,16.11,680.91M,429.49M,1.60%,0.01%,0.40,0.00%,-0.10%,0.70,1.85,8.78%,-1.01%,20.05%,1.34%,1.66%,16.47%,11.59%,47.73%,-0.68%,28.71%,-2.08%,111.80%,68.74,10.57%,3.72,9.74,10.72%,110816
ACIU,Healthcare,604.83M,-,33.98,2.25,2.18,-,71.93M,37.91M,29.90%,2.83%,1.26,-22.10%,-24.20%,18.10,0.01,16.17%,41.45%,-3.08%,20.48%,12.08%,19.00%,34.83%,24.97%,-35.90%,66.58%,-38.37%,96.86%,65.67,1.95%,2.41,8.01,-2.17%,635911
ACOR,Healthcare,71.99M,1.42,0.44,1.15,1.14,-,47.71M,9.35M,40.70%,5.77%,0.45,6.60%,16.10%,1.10,0.73,2.45%,23.04%,-34.64%,7.11%,9.64%,1.47%,32.24%,59.60%,-13.97%,121.07%,-43.14%,193.96%,60.15,1.20%,0.41,7.45,-1.06%,149862
ACRX,Healthcare,276.10M,-,53.10,-,6.41,-,113.81M,88.85M,25.60%,12.35%,2.13,-60.70%,85.50%,2.90,-,8.19%,26.13%,50.30%,12.10%,13.64%,-5.93%,23.12%,45.45%,-26.19%,87.89%,-26.19%,209.40%,49.81,-0.80%,4.06,2.17,-13.54%,6439164
ACST,Healthcare,184.88M,38.15,2282.48,6.24,-,-,179.50M,176.13M,1.66%,1.27%,0.05,-,-,-,-,34.64%,61.06%,77.89%,18.87%,16.27%,35.08%,98.32%,115.75%,-11.76%,341.19%,-11.76%,529.53%,68.33,5.83%,1.85,1.08,4.51%,27950622
ACTG,Industrials,387.28M,35.24,14.84,1.93,1.28,129.09,48.47M,46.31M,69.30%,2.59%,1.37,4.00%,7.30%,2.60,0.57,11.89%,86.05%,229.22%,10.60%,11.07%,27.02%,65.35%,110.75%,-3.41%,135.92%,-3.41%,369.14%,80.24,2.25%,1.59,8.21,2.63%,428641
ADAP,Healthcare,1.03B,-,320.68,2.68,2.57,-,154.67M,11.25M,84.40%,12.77%,0.93,-33.70%,-44.90%,12.20,0.00,4.99%,12.03%,64.23%,9.77%,8.11%,17.98%,29.40%,-0.51%,-4.36%,85.22%,-47.61%,251.00%,66.61,1.53%,1.62,7.02,7.67%,769282
ADES,Industrials,107.88M,-,1.82,1.22,7.19,2.88,18.09M,17.94M,63.60%,4.58%,7.37,-14.50%,-24.20%,1.40,0.35,-3.89%,5.37%,-52.46%,5.22%,5.66%,8.74%,7.12%,19.20%,-5.45%,27.43%,-53.29%,67.65%,58.86,1.93%,1.63,5.90,3.69%,55977
ADIL,Healthcare,41.89M,-,-,5.81,5.66,-,13.65M,11.64M,9.90%,2.97%,0.56,-121.30%,-132.80%,7.50,0.00,7.86%,45.19%,79.76%,13.53%,10.70%,21.30%,39.06%,69.61%,-8.15%,83.13%,-26.75%,193.00%,68.08,0.66%,0.83,2.93,-2.98%,159398
ADMA,Healthcare,273.20M,-,6.78,3.44,4.58,-,87.70M,70.91M,54.90%,13.61%,2.50,-37.20%,-98.80%,8.50,1.36,7.31%,35.44%,-20.51%,7.13%,7.42%,8.41%,20.43%,8.10%,-12.50%,42.24%,-35.20%,87.70%,59.69,2.15%,1.47,2.72,-2.45%,1753028
ADMP,Healthcare,210.71M,-,11.45,4.31,16.99,-,140.28M,92.57M,5.30%,5.48%,0.26,-78.50%,-115.90%,1.30,0.19,27.05%,106.34%,131.72%,15.33%,16.93%,14.27%,75.77%,102.56%,-34.57%,237.62%,-34.57%,467.07%,62.86,3.87%,0.88,1.53,-1.22%,5187951
ADMS,Healthcare,176.00M,-,2.52,-,1.90,-,28.38M,27.75M,63.00%,6.39%,3.56,-43.50%,328.40%,3.90,-,-1.33%,32.74%,2.96%,8.50%,11.54%,7.80%,18.50%,50.42%,-34.54%,45.74%,-34.54%,215.26%,57.11,0.51%,0.98,5.99,1.18%,150906
