Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
ADIL,Healthcare,33.80M,-,-,5.38,4.57,-,13.65M,11.67M,9.80%,3.17%,0.66,-121.30%,-132.80%,7.50,0.00,30.23%,59.09%,51.35%,10.60%,9.38%,42.89%,54.76%,84.10%,10.28%,94.37%,-22.25%,211.00%,80.95,-1.43%,5.56,3.11,11.07%,3094634
ADMA,Healthcare,251.50M,-,6.24,3.21,4.21,-,87.70M,70.91M,54.50%,15.64%,3.02,-37.20%,-98.80%,8.50,1.36,17.12%,25.00%,-35.00%,9.47%,6.57%,17.85%,26.41%,8.65%,-5.52%,51.38%,-34.76%,88.97%,67.16,1.15%,1.52,2.74,5.38%,5560560
ADMP,Healthcare,153.00M,-,8.32,3.39,12.34,-,140.28M,92.57M,5.30%,3.63%,0.19,-78.50%,-115.90%,1.30,0.19,6.09%,84.85%,76.79%,9.83%,15.64%,27.76%,90.73%,99.32%,-38.03%,267.09%,-38.03%,437.04%,63.85,6.56%,2.15,1.45,18.85%,38164018
ADMS,Healthcare,173.10M,-,2.48,-,1.87,-,28.38M,27.75M,62.60%,4.34%,2.61,-43.50%,328.40%,3.90,-,1.52%,31.29%,8.21%,21.84%,11.26%,19.00%,25.82%,57.00%,-32.90%,49.39%,-32.90%,223.16%,61.39,0.00%,1.77,6.14,2.33%,818490
ADT,Industrials,7.64B,-,1.44,2.28,15.62,11.85,769.24M,691.76M,95.70%,2.47%,4.10,-3.70%,-19.70%,0.90,3.10,2.99%,12.86%,41.98%,4.64%,5.69%,2.79%,9.62%,12.01%,-11.92%,23.91%,-45.50%,175.48%,56.59,1.08%,0.37,9.38,0.86%,1523943
ADTX,Healthcare,44.79M,-,-,1.86,3.27,-,13.97M,9.25M,6.80%,4.80%,0.12,-133.80%,-596.90%,18.90,0.00,-7.77%,60.00%,-,11.40%,16.40%,15.89%,42.27%,26.03%,-47.85%,88.71%,-63.36%,116.67%,60.23,0.29%,0.27,3.51,2.03%,1004909
ADXS,Healthcare,106.60M,-,355.33,2.42,4.23,-,70.13M,-,15.00%,-,0.49,-60.50%,-76.40%,8.50,0.00,42.47%,131.94%,16.87%,12.93%,13.93%,44.29%,110.71%,98.74%,-6.25%,297.88%,-16.67%,297.88%,77.37,-0.96%,1.53,1.05,0.96%,18662913
AEF,Financial,442.56M,-,32.00,1.22,-,-,50.75M,-,63.43%,-,0.23,-,-,-,-,5.57%,5.31%,14.37%,1.43%,1.75%,2.00%,6.90%,28.90%,-0.23%,17.96%,-0.23%,100.20%,61.85,-0.69%,0.96,8.76,0.46%,74606
AEG,Financial,9.12B,7.12,0.20,0.28,0.68,-,2.05B,1.81B,8.10%,0.17%,1.39,-,-,-,0.42,5.38%,1.65%,0.70%,1.37%,1.74%,2.67%,9.06%,37.64%,-1.82%,22.38%,-1.82%,140.00%,60.87,0.93%,0.49,4.32,0.23%,1099142
AEHL,Industrials,10.25M,-,-,-,-,-,3.05M,2.19M,0.87%,3.15%,0.10,-,-,-,-,20.43%,29.23%,69.70%,23.07%,14.40%,22.57%,34.53%,50.61%,-31.29%,62.91%,-34.65%,344.87%,66.99,1.79%,2.28,3.47,3.27%,1563653
AEHR,Technology,61.30M,-,4.51,5.54,18.03,-,23.40M,20.19M,23.00%,0.60%,0.29,-23.10%,-33.50%,3.20,0.16,11.35%,3.24%,25.00%,6.99%,8.50%,8.60%,14.56%,38.55%,-10.53%,63.46%,-10.53%,131.82%,56.65,0.78%,0.45,2.55,0.00%,187964
AEMD,Healthcare,30.11M,-,50.19,2.42,2.08,-,12.07M,11.78M,6.30%,5.01%,0.29,-49.70%,-54.60%,9.90,0.00,20.00%,7.39%,6.98%,8.83%,10.07%,11.20%,26.44%,60.50%,-8.47%,91.16%,-24.66%,138.14%,63.21,1.45%,0.34,2.81,1.81%,705628
AESE,Communication Services,80.59M,-,3.50,1.46,13.89,-,29.63M,18.53M,1.40%,1.76%,0.13,-46.50%,-74.10%,1.00,0.17,16.13%,48.97%,-10.37%,9.65%,12.36%,37.30%,62.48%,47.04%,2.01%,167.37%,-57.24%,535.00%,68.75,4.63%,2.54,2.54,17.59%,6339615
AEY,Technology,36.81M,-,0.73,2.42,4.43,-,11.79M,5.90M,5.10%,4.65%,1.00,-48.60%,-95.90%,2.00,0.54,5.50%,5.14%,5.86%,4.87%,6.47%,8.53%,1.90%,28.67%,-24.53%,28.00%,-50.69%,113.33%,57.46,2.28%,0.91,3.20,4.23%,248762
AEZS,Healthcare,67.00M,-,51.54,4.11,3.09,-,62.68M,62.63M,21.40%,8.37%,0.55,-21.50%,-125.80%,13.00,0.01,61.76%,97.16%,-0.89%,16.74%,15.28%,341.91%,504.23%,475.42%,180.67%,851.57%,142.03%,1051.72%,94.46,8.11%,22.21,3.34,200.90%,210475335
AFI,Industrials,97.12M,-,0.17,0.44,4.37,-,21.96M,20.95M,74.50%,2.23%,2.11,-11.10%,-22.10%,1.90,0.29,31.38%,32.44%,41.55%,8.22%,7.57%,24.51%,34.65%,51.17%,4.85%,62.19%,-7.32%,363.39%,72.16,0.81%,1.85,5.19,5.06%,407825
AFIF,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.10%,0.15%,-0.03%,0.28%,0.35%,0.14%,-0.06%,-0.38%,-0.96%,0.77%,-9.33%,7.19%,52.28,0.26%,0.20,9.77,0.21%,16543
AFIN,Real Estate,841.29M,-,2.77,0.53,9.75,-,108.43M,108.35M,49.40%,3.65%,6.99,-1.20%,-2.60%,-,0.00,7.28%,-2.86%,-42.32%,2.73%,3.42%,3.47%,2.63%,8.67%,-6.50%,9.41%,-42.09%,88.33%,57.03,0.51%,0.85,7.91,1.28%,482030
AFMD,Healthcare,602.70M,-,22.32,9.15,5.18,-,86.03M,82.40M,45.00%,8.54%,3.88,-37.70%,-100.40%,2.20,0.05,3.75%,0.42%,116.18%,7.82%,8.02%,-5.12%,-3.20%,42.87%,-19.79%,20.97%,-19.79%,322.54%,47.59,0.76%,0.61,6.00,0.93%,1108849
AGE,Healthcare,79.11M,-,41.64,-,71.92,-,37.68M,21.21M,18.30%,1.71%,1.47,-207.10%,964.50%,0.40,-,20.69%,30.43%,55.56%,9.43%,7.41%,44.88%,53.48%,111.28%,19.11%,78.67%,-31.81%,302.40%,83.45,5.24%,5.25,2.68,27.62%,1296838
AGEN,Healthcare,988.81M,-,10.82,-,8.67,-,182.67M,170.64M,53.50%,14.63%,9.16,-95.70%,82.80%,0.90,-,40.76%,56.97%,45.92%,15.27%,9.26%,39.49%,46.96%,42.31%,-11.76%,69.90%,-11.76%,188.46%,81.05,0.00%,1.33,5.25,1.35%,3616309
AGFS,Consumer Defensive,111.40M,-,0.67,0.43,4.44,4.39,51.00M,30.24M,73.30%,2.62%,5.10,-9.70%,-25.00%,2.70,0.98,16.33%,6.54%,-1.30%,8.31%,6.57%,20.60%,8.41%,-0.98%,-14.89%,32.79%,-42.14%,143.00%,68.03,0.00%,2.76,2.43,6.58%,429754
AGI,Basic Materials,3.14B,30.77,4.44,1.13,-,-,392.73M,391.00M,74.64%,0.86%,1.13,-,-,-,-,0.00%,-16.93%,28.00%,4.00%,4.37%,-0.01%,-5.70%,-9.99%,-17.73%,6.56%,-29.88%,143.11%,46.46,2.00%,0.91,8.12,1.50%,2698965
AGLE,Healthcare,361.00M,-,-,3.47,2.58,-,62.24M,46.72M,94.50%,4.10%,8.77,-66.90%,-81.40%,10.10,0.00,9.35%,-3.31%,-7.20%,4.57%,5.12%,1.22%,-4.27%,-3.08%,-21.17%,17.18%,-32.25%,120.29%,50.10,1.58%,1.62,7.71,1.45%,353873
AGRO,Consumer Defensive,935.23M,-,1.09,1.13,4.38,3.25,117.74M,117.34M,71.30%,0.57%,2.13,-1.60%,-4.30%,1.80,1.31,8.18%,12.40%,5.08%,2.79%,3.57%,6.09%,18.31%,57.29%,-2.33%,40.72%,-2.33%,147.43%,71.76,0.25%,0.73,8.19,1.49%,230124
AGRX,Healthcare,262.30M,-,-,3.92,3.65,-,87.35M,67.10M,49.60%,4.35%,2.76,-45.90%,-56.80%,10.20,0.24,5.67%,6.43%,-19.24%,3.78%,3.35%,7.79%,8.12%,8.83%,-0.69%,16.42%,-34.53%,131.11%,65.70,0.67%,2.96,3.12,4.70%,3131546
AGS,Consumer Cyclical,216.38M,-,1.09,3.40,1.91,10.16,35.65M,35.49M,77.30%,2.58%,1.88,-8.70%,-69.80%,4.80,10.02,18.25%,-9.78%,-38.98%,6.37%,6.58%,9.83%,7.50%,45.69%,-12.93%,36.17%,-40.30%,812.85%,60.42,0.33%,0.66,6.40,5.09%,320204
AGTC,Healthcare,191.30M,-,76.52,2.42,2.87,-,25.82M,21.58M,41.50%,4.75%,1.16,-53.30%,-73.10%,5.30,0.17,33.76%,22.84%,-7.71%,9.35%,7.07%,16.50%,16.57%,4.38%,-3.14%,37.43%,-29.05%,129.26%,64.96,1.52%,6.71,5.25,-0.38%,5908382
AHC,Communication Services,52.69M,-,0.33,1.06,1.22,-,21.41M,18.34M,55.20%,0.15%,0.23,-4.60%,-11.70%,2.80,0.00,11.82%,51.85%,-13.99%,12.48%,10.62%,18.49%,42.52%,54.70%,-21.84%,77.70%,-21.84%,91.47%,66.71,0.00%,0.92,2.47,0.41%,105316
AHPI,Healthcare,27.48M,-,0.81,3.10,-,-,4.01M,2.81M,9.60%,13.72%,0.56,-14.50%,-27.80%,1.50,0.40,11.63%,39.71%,204.07%,12.15%,12.86%,13.89%,29.27%,-6.20%,-13.33%,58.89%,-84.11%,261.11%,62.05,1.49%,0.26,7.15,6.40%,175352
AHT,Real Estate,202.00M,-,0.26,-,1.67,-,68.94M,14.03M,6.50%,13.67%,0.20,-11.20%,-753.10%,-,-,-1.37%,18.52%,-88.84%,9.54%,10.96%,7.58%,3.53%,-29.43%,-39.92%,42.65%,-88.95%,137.01%,53.20,2.78%,0.69,3.01,4.51%,6730818
AIH,Healthcare,147.08M,-,1.22,2.04,14.42,-,23.61M,23.61M,4.20%,0.17%,0.33,-19.30%,-44.50%,0.50,1.34,18.16%,25.26%,-22.14%,8.26%,7.03%,17.83%,22.48%,10.05%,-4.72%,45.12%,-41.45%,63.78%,70.77,1.16%,1.36,6.24,3.14%,162844
AIHS,Financial,80.00M,-,10.96,13.62,18.18,-,37.80M,29.36M,1.00%,0.75%,0.08,-80.70%,-358.10%,0.70,1.90,23.78%,66.98%,180.95%,12.46%,13.19%,7.08%,21.35%,88.81%,-17.37%,63.54%,-33.19%,503.85%,55.36,-13.56%,5.17,1.57,-11.30%,14287603
AIKI,Healthcare,53.40M,-,5933.16,1.78,1.96,-,34.99M,32.96M,13.10%,3.48%,0.10,-49.20%,-50.70%,59.60,0.00,-11.90%,42.31%,46.69%,8.38%,14.64%,26.88%,79.75%,115.78%,-21.40%,251.64%,-69.05%,262.97%,66.03,8.11%,0.89,1.69,14.19%,10694977
AIM,Healthcare,111.89M,-,559.46,1.58,2.83,-,40.69M,40.23M,6.50%,5.18%,0.63,-26.30%,-30.40%,50.00,0.03,20.69%,30.32%,155.02%,11.79%,7.90%,21.24%,30.36%,13.71%,-9.15%,56.36%,-63.71%,230.77%,64.48,0.82%,1.41,2.58,5.31%,4649169
AINC,Financial,20.33M,-,0.06,-,0.30,0.45,2.31M,1.30M,17.90%,3.85%,0.21,-36.80%,217.30%,0.70,-,6.86%,19.04%,-67.89%,6.04%,7.86%,2.83%,17.62%,10.71%,-29.80%,61.94%,-71.26%,77.78%,56.48,1.26%,0.07,8.00,0.76%,17409
AIRI,Industrials,54.90M,-,1.12,4.70,36.60,-,30.62M,24.74M,23.60%,0.41%,0.16,-4.10%,-19.50%,1.30,2.57,25.18%,33.85%,14.47%,12.84%,10.41%,18.74%,32.36%,48.29%,-6.77%,54.31%,-6.77%,198.33%,71.41,5.17%,1.27,1.79,2.87%,820135
AIV,Real Estate,717.50M,4.63,0.81,0.34,3.14,6.88,147.53M,147.50M,98.87%,6.10%,0.68,2.20%,8.40%,-,2.08,5.23%,-4.73%,-16.07%,3.69%,3.36%,2.23%,3.98%,18.88%,-24.38%,21.88%,-24.38%,85.67%,55.48,1.04%,0.26,4.90,1.45%,3410966
AKBA,Healthcare,559.42M,-,1.82,2.03,2.08,-,143.32M,142.95M,75.40%,20.16%,4.80,-52.50%,-105.70%,2.20,0.00,39.20%,50.84%,-46.63%,13.08%,7.93%,48.41%,59.15%,-26.34%,10.96%,86.72%,-63.09%,142.11%,79.67,1.33%,2.44,5.06,12.20%,14638378
AKER,Healthcare,25.61M,-,16.24,1.12,1.11,-,7.63M,7.45M,16.40%,8.17%,0.44,-114.30%,-136.30%,9.20,0.00,17.42%,44.19%,-14.13%,6.57%,8.50%,21.86%,43.16%,6.90%,2.81%,80.77%,-62.82%,112.26%,72.11,4.19%,0.76,3.29,6.13%,1043797
AKTX,Healthcare,105.41M,-,-,20.14,8.57,-,33.87M,18.75M,20.80%,1.01%,0.69,-161.50%,-880.40%,1.50,0.00,11.46%,47.64%,55.80%,5.87%,12.39%,8.41%,35.20%,52.07%,-21.28%,96.03%,-21.28%,240.23%,59.79,1.42%,0.60,2.96,4.96%,166419
ALIM,Healthcare,44.69M,-,0.82,-,3.95,-,5.07M,4.84M,36.10%,0.44%,0.30,-7.80%,10.70%,3.20,-,17.71%,70.47%,14.14%,7.26%,10.64%,13.05%,45.42%,46.26%,-16.53%,96.29%,-16.53%,177.25%,67.91,0.76%,5.49,7.93,0.25%,391434
ALJJ,Industrials,55.00M,-,0.14,3.38,9.02,16.67,42.23M,18.34M,3.40%,0.17%,0.20,-33.90%,-206.00%,1.40,5.99,15.38%,19.47%,16.38%,5.03%,6.57%,9.86%,19.72%,60.44%,-1.93%,50.27%,-1.93%,396.25%,63.65,0.00%,1.25,1.39,2.96%,197194
ALNA,Healthcare,98.01M,-,-,4.06,3.26,-,36.26M,26.17M,37.10%,5.61%,0.66,-114.20%,-210.80%,8.00,0.54,19.41%,53.79%,-28.01%,8.73%,11.09%,29.17%,48.37%,41.82%,-21.94%,87.07%,-35.99%,313.33%,70.41,0.99%,1.31,2.17,6.90%,2900606
ALRN,Healthcare,180.61M,-,-,6.84,12.72,-,39.32M,21.77M,7.30%,8.12%,0.49,-98.30%,-170.40%,3.00,0.02,19.67%,78.05%,199.43%,11.93%,13.01%,10.29%,51.03%,75.28%,-8.58%,134.07%,-13.77%,752.00%,63.19,3.20%,1.12,2.13,-2.74%,4005353
ALSK,Communication Services,176.50M,18.22,0.75,1.02,5.46,8.40,54.12M,49.83M,49.90%,2.60%,1.26,1.70%,5.70%,1.50,0.98,0.00%,-1.80%,52.83%,0.67%,0.86%,0.47%,-2.63%,25.73%,-15.82%,8.37%,-15.82%,140.26%,48.37,0.00%,0.24,3.30,0.61%,246848
ALTO,Energy,522.88M,-,0.48,1.83,13.51,7.11,58.50M,56.12M,45.20%,11.64%,1.19,-6.90%,-17.10%,1.20,0.66,12.83%,25.82%,1276.39%,7.89%,9.09%,10.99%,19.78%,80.18%,-4.22%,45.94%,-32.52%,3409.09%,62.84,3.27%,1.10,7.72,0.92%,6027247
ALYA,Technology,133.80M,-,-,3.22,-,-,51.07M,40.85M,40.52%,0.02%,0.02,-,-,-,-,4.38%,16.44%,-14.94%,21.61%,9.92%,5.77%,11.41%,26.17%,-51.55%,28.02%,-51.55%,175.61%,54.68,0.00%,0.88,2.65,1.15%,275281
AM,Energy,3.78B,-,4.03,1.54,1572.93,13.84,476.58M,313.88M,54.30%,3.70%,2.25,-5.90%,-12.80%,1.80,1.26,-0.74%,-4.29%,62.10%,4.37%,4.83%,0.44%,3.59%,31.44%,-6.25%,25.76%,-6.25%,388.17%,53.36,0.75%,1.06,8.25,2.61%,5483300
AMBO,Consumer Defensive,84.69M,-,1.03,4.27,1.83,-,21.80M,1.43M,0.60%,9.71%,0.17,-8.10%,-55.50%,0.70,0.20,22.67%,38.99%,51.50%,38.63%,17.26%,21.58%,30.67%,29.54%,-44.54%,61.54%,-51.01%,186.36%,61.26,18.81%,1.27,3.15,3.96%,1035068
AMC,Communication Services,2.40B,-,0.95,-,5.75,-,287.28M,114.94M,14.00%,38.87%,0.38,-31.10%,384.40%,0.40,-,-48.49%,239.80%,1.19%,35.50%,30.82%,2.13%,43.28%,38.40%,-69.65%,223.56%,-69.65%,223.56%,49.96,0.73%,1.09,6.18,-9.52%,127215952
AMPE,Healthcare,360.89M,-,-,32.67,38.39,-,178.62M,170.95M,12.80%,13.03%,3.40,-97.90%,-192.90%,5.60,0.00,24.84%,37.06%,179.72%,10.87%,10.93%,32.42%,39.38%,126.84%,-28.52%,165.78%,-28.52%,587.10%,66.01,1.02%,0.71,2.13,8.67%,4654963
AMPY,Energy,99.40M,-,0.44,23.18,7.36,1.58,37.63M,30.21M,33.30%,6.86%,1.42,-80.30%,-348.00%,1.20,67.63,40.88%,72.30%,-54.46%,12.82%,14.81%,37.50%,75.40%,128.85%,5.97%,189.80%,-51.78%,476.65%,75.23,3.53%,0.84,2.84,11.37%,1225488
AMRN,Healthcare,3.34B,-,5.67,5.47,5.95,477.70,389.70M,378.92M,39.20%,5.80%,2.58,-1.70%,-2.70%,2.70,0.02,12.27%,63.18%,-54.51%,7.64%,6.82%,18.01%,43.11%,38.32%,-10.38%,87.56%,-56.09%,146.73%,71.88,0.71%,0.94,8.29,-1.54%,8026694
AMRX,Healthcare,1.53B,-,0.81,2.55,5.42,7.15,147.56M,116.02M,69.10%,5.25%,5.42,1.50%,21.40%,2.30,9.59,8.11%,7.44%,6.78%,4.39%,5.26%,21.04%,29.06%,33.40%,10.88%,51.54%,6.29%,146.25%,77.72,0.96%,3.07,5.91,13.65%,3447602
AMS,Healthcare,16.29M,-,0.91,0.70,4.53,1.70,6.05M,3.47M,9.40%,0.29%,0.08,-1.20%,-2.50%,1.40,0.56,15.87%,34.56%,17.40%,12.20%,7.73%,15.44%,29.19%,42.81%,-9.43%,53.19%,-19.55%,148.28%,69.06,2.74%,0.79,2.88,-1.37%,96176
AMST,Technology,126.59M,-,780.66,6.32,7.72,-,16.55M,9.05M,0.50%,0.15%,0.14,-,-,10.50,0.00,42.99%,45.62%,-,15.08%,12.50%,25.48%,25.71%,29.17%,-34.22%,47.52%,-34.22%,63.29%,66.31,-1.90%,1.00,5.96,-5.70%,98521
AMTX,Energy,161.01M,-,0.89,-,1610.14,-,20.86M,19.62M,38.10%,7.45%,0.40,-25.70%,17.40%,0.10,-,10.93%,153.72%,831.07%,10.05%,14.91%,30.66%,95.53%,211.94%,-32.73%,277.55%,-32.73%,1897.30%,64.80,1.07%,0.49,7.40,-1.46%,1799132
AMUB,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.77%,1.95%,-26.49%,0.92%,1.55%,1.80%,4.95%,15.89%,-4.36%,19.84%,-25.87%,165.08%,60.05,-0.02%,1.86,9.76,1.81%,51138
ANCN,Healthcare,20.92M,-,-,3.91,-,-,7.42M,3.09M,3.46%,1.56%,0.03,-,-,-,-,35.58%,43.88%,118.60%,10.54%,11.96%,19.14%,34.46%,102.15%,-49.54%,96.45%,-49.54%,439.30%,63.44,2.13%,0.11,2.77,-1.77%,195366
ANH,Real Estate,266.00M,-,8.01,0.88,7.06,8.72,99.11M,97.26M,49.30%,0.81%,0.56,-3.10%,-32.40%,-,5.26,10.66%,3.05%,-26.23%,2.91%,2.62%,4.94%,6.15%,39.78%,-2.88%,26.76%,-28.95%,241.77%,61.53,-0.37%,0.54,2.70,0.00%,771826
ANIX,Healthcare,118.11M,-,-,12.22,13.12,-,23.88M,23.15M,6.80%,3.95%,1.34,-129.70%,-142.60%,7.90,0.00,23.84%,34.52%,29.89%,8.17%,9.94%,28.34%,56.52%,101.59%,-1.85%,170.41%,-1.85%,298.50%,72.69,1.77%,1.46,5.30,17.26%,996841
ANPC,Healthcare,64.69M,-,-,17.47,43.12,-,10.95M,1.33M,0.63%,0.41%,0.00,-,-,0.90,0.24,7.03%,8.20%,-,4.94%,6.24%,6.00%,10.93%,8.57%,-29.25%,79.03%,-49.00%,94.29%,60.58,3.87%,0.07,6.12,3.03%,89765
ANTE,Communication Services,39.60M,-,1.56,2.69,24.75,-,12.57M,1.69M,4.00%,4.60%,0.06,-28.20%,-94.60%,0.30,0.36,40.74%,65.22%,232.04%,13.35%,12.29%,34.67%,80.09%,199.94%,-9.61%,228.30%,-9.61%,455.56%,74.48,2.34%,1.81,3.48,1.75%,2397670
ANY,Technology,20.80M,-,5.33,-,7.17,-,6.95M,5.46M,6.80%,3.52%,0.18,-57.30%,80.30%,0.60,-,46.45%,106.00%,247.15%,16.12%,18.43%,61.77%,94.00%,63.14%,4.99%,159.42%,-35.50%,984.85%,75.66,0.65%,1.91,3.58,15.86%,2041005
AOD,Financial,978.40M,-,12.55,1.06,-,-,105.43M,-,36.62%,-,0.17,-,-,-,-,4.15%,4.74%,2.32%,0.88%,1.02%,2.39%,4.74%,15.52%,0.43%,10.68%,0.43%,85.86%,65.46,0.22%,0.76,9.33,0.54%,290106
AP,Industrials,134.79M,11.55,0.40,1.37,7.37,4.65,13.34M,11.37M,52.90%,4.66%,4.77,1.80%,15.40%,1.60,0.42,23.30%,22.73%,183.33%,7.61%,6.78%,25.00%,43.28%,111.04%,6.78%,115.38%,6.78%,347.42%,76.42,2.63%,1.07,8.68,8.64%,119321
