Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,436.00M,-,18.40,5.24,25.20,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,347.06%,382.54%,462.96%,122.07%,35.35%,103.39%,214.73%,358.49%,-69.77%,428.32%,-69.77%,875.49%,58.53,-0.99%,0.47,5.97,-1.81%,426037
AAIC,Real Estate,123.02M,-,68.34,0.63,13.82,5.80,34.66M,32.45M,37.10%,2.89%,4.04,-2.70%,-24.60%,-,3.50,0.82%,-7.56%,-37.37%,2.67%,2.67%,-1.11%,-0.27%,23.25%,-8.80%,16.93%,-44.90%,166.43%,49.94,0.54%,1.39,3.73,1.63%,52368
AAME,Financial,53.47M,172.73,0.28,0.91,6.01,11.38,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,150.00%,142.55%,200.00%,92.88%,25.93%,74.69%,111.50%,158.72%,-66.12%,167.82%,-66.12%,242.41%,71.81,-1.58%,0.45,5.41,-5.09%,150246
AAU,Basic Materials,111.88M,-,-,2.07,41.44,-,119.16M,114.95M,5.90%,0.52%,0.13,-4.20%,-4.60%,9.50,0.04,30.85%,89.36%,123.99%,12.18%,15.58%,35.71%,41.74%,33.93%,-22.50%,106.67%,-25.00%,338.47%,63.94,-4.48%,4.42,0.93,-4.60%,3312536
ABEO,Healthcare,315.67M,-,45.10,2.73,3.26,-,93.77M,84.15M,34.30%,3.42%,0.92,-47.00%,-62.00%,2.70,0.02,43.59%,82.61%,6.33%,18.94%,12.35%,42.62%,73.07%,49.12%,-13.71%,131.92%,-24.65%,230.50%,75.91,2.38%,2.32,3.27,-2.67%,1170529
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.72%,3.24,-,-,-,-,-4.39%,-4.39%,-23.77%,2.48%,3.23%,-3.25%,-4.44%,10.93%,-11.50%,10.51%,-25.29%,52.97%,44.42,-0.35%,0.65,2.83,0.07%,2469511
ABIO,Healthcare,46.74M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,10.57%,17.02%,-6.17%,6.42%,5.78%,16.53%,22.55%,2.42%,3.10%,34.60%,-75.77%,141.18%,73.37,5.58%,16.10,5.33,6.18%,1656886
ABUS,Healthcare,377.04M,-,61.81,-,3.19,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,13.59%,2.55%,44.30%,11.70%,7.68%,12.92%,13.69%,49.92%,-22.15%,34.41%,-49.33%,419.32%,60.93,-0.45%,0.90,4.57,3.16%,591937
ACCO,Industrials,869.33M,11.84,0.50,1.20,10.13,7.67,94.50M,91.78M,93.20%,4.14%,7.20,2.80%,10.30%,1.60,1.26,7.85%,8.10%,0.55%,3.68%,3.45%,6.43%,8.14%,31.57%,-2.93%,21.78%,-18.45%,164.39%,62.15,0.54%,0.23,9.28,0.76%,20048
ACER,Healthcare,59.55M,-,-,4.49,9.60,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,5.14%,65.59%,-13.35%,8.35%,15.96%,17.54%,46.46%,44.78%,-6.69%,93.91%,-38.48%,312.96%,67.42,1.47%,4.38,4.46,9.05%,577033
