Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,436.00M,-,18.40,5.24,25.20,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,347.06%,382.54%,462.96%,122.07%,35.35%,92.14%,197.34%,333.14%,-71.44%,399.12%,-71.44%,821.57%,57.35,-0.99%,0.22,5.64,-7.24%,909081
AAIC,Real Estate,123.02M,-,68.34,0.63,13.82,5.80,34.66M,32.45M,37.10%,2.89%,4.04,-2.70%,-24.60%,-,3.50,0.82%,-7.56%,-37.37%,2.67%,2.67%,-2.17%,-1.34%,21.93%,-9.78%,15.67%,-45.49%,163.57%,46.56,0.54%,0.72,3.69,0.54%,124591
AAME,Financial,53.47M,172.73,0.28,0.91,6.01,11.38,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,150.00%,142.55%,200.00%,92.88%,25.93%,69.52%,105.25%,151.07%,-67.13%,159.90%,-67.13%,232.28%,69.54,-1.58%,0.24,5.25,-7.89%,373641
AAU,Basic Materials,111.88M,-,-,2.07,41.44,-,119.16M,114.95M,5.90%,0.52%,0.13,-4.20%,-4.60%,9.50,0.04,30.85%,89.36%,123.99%,12.18%,15.58%,36.74%,42.82%,34.96%,-21.91%,108.24%,-24.43%,341.82%,64.50,-4.48%,3.00,0.94,-3.87%,10398033
ABEO,Healthcare,315.67M,-,45.10,2.73,3.26,-,93.77M,84.15M,34.30%,3.42%,0.92,-47.00%,-62.00%,2.70,0.02,43.59%,82.61%,6.33%,18.94%,12.35%,43.04%,73.58%,49.57%,-13.45%,132.61%,-24.42%,231.48%,76.30,2.38%,1.67,3.28,-2.38%,3900704
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.72%,3.24,-,-,-,-,-4.39%,-4.39%,-23.77%,2.48%,3.23%,-4.91%,-6.08%,9.02%,-13.02%,8.61%,-26.57%,50.34%,41.76,-0.35%,0.46,2.78,-1.65%,8039521
ABIO,Healthcare,46.74M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,10.57%,17.02%,-6.17%,6.42%,5.78%,13.82%,19.70%,0.04%,0.70%,31.47%,-76.34%,135.58%,71.31,5.58%,7.15,5.21,3.71%,3401217
ABUS,Healthcare,377.04M,-,61.81,-,3.19,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,13.59%,2.55%,44.30%,11.70%,7.68%,6.75%,7.47%,41.72%,-26.41%,27.06%,-52.11%,390.91%,55.65,-0.45%,0.70,4.32,-2.48%,2135067
ACCO,Industrials,869.33M,11.84,0.50,1.20,10.13,7.67,94.50M,91.78M,93.20%,4.14%,7.20,2.80%,10.30%,1.60,1.26,7.85%,8.10%,0.55%,3.68%,3.45%,3.79%,5.46%,28.31%,-5.33%,18.77%,-20.47%,157.83%,57.13,0.54%,0.50,9.05,-1.74%,195839
ACER,Healthcare,59.55M,-,-,4.49,9.60,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,5.14%,65.59%,-13.35%,8.35%,15.96%,5.16%,31.04%,29.53%,-16.52%,73.49%,-44.96%,269.47%,59.29,1.47%,1.79,3.99,-2.44%,1089705
ACH,Basic Materials,8.56B,-,0.31,0.71,4.27,15.95,680.91M,429.49M,1.60%,0.01%,0.39,0.00%,-0.10%,0.70,1.85,7.62%,-2.01%,20.66%,1.55%,1.67%,5.02%,0.19%,34.00%,-11.66%,16.11%,-11.66%,91.08%,56.25,0.57%,0.18,8.79,0.34%,13368
ACIU,Healthcare,534.07M,-,30.34,2.04,1.96,-,71.93M,37.91M,30.00%,2.83%,2.99,-22.10%,-24.20%,18.10,0.01,10.76%,14.04%,-15.30%,15.15%,9.29%,29.90%,44.75%,31.85%,-12.27%,75.47%,-35.08%,107.37%,72.60,59.51%,97.75,8.44,15.46%,26280875
ACOR,Healthcare,68.38M,1.39,0.41,1.13,1.08,-,47.71M,9.35M,40.50%,5.77%,0.46,6.60%,16.10%,1.10,0.73,0.14%,80.49%,-37.71%,6.88%,10.71%,5.96%,39.19%,64.18%,-11.78%,126.71%,-41.69%,201.45%,62.99,1.22%,0.40,7.64,3.24%,357019
ACRX,Healthcare,277.09M,-,53.29,-,6.43,-,113.81M,88.85M,25.40%,12.35%,2.16,-60.70%,85.50%,2.90,-,13.79%,94.12%,54.39%,12.04%,16.87%,11.71%,45.72%,69.08%,-14.80%,116.88%,-14.80%,257.14%,61.50,-0.38%,0.73,2.51,-5.11%,2766240
ACST,Healthcare,215.40M,-,-,13.04,-,-,179.50M,95.08M,1.66%,1.67%,0.03,-,-,-,-,69.80%,71.43%,117.79%,18.56%,16.46%,43.30%,110.48%,118.67%,-11.48%,342.62%,-11.48%,531.58%,70.67,-2.50%,1.62,1.08,-10.00%,58256075
ACTG,Industrials,405.00M,35.46,15.52,1.94,1.34,135.00,48.47M,46.31M,69.70%,2.59%,1.43,4.00%,7.30%,2.60,0.57,13.70%,90.31%,228.57%,11.08%,10.55%,29.15%,65.35%,106.37%,-6.71%,127.87%,-6.71%,353.14%,79.60,2.36%,1.59,7.93,-1.49%,1002047
ADAP,Healthcare,985.44M,-,307.95,2.79,2.46,-,154.67M,11.25M,90.50%,12.77%,0.93,-33.70%,-44.90%,12.20,0.00,17.33%,8.67%,62.74%,8.84%,8.00%,14.38%,25.71%,-4.15%,-8.24%,77.70%,-49.74%,236.75%,65.06,2.07%,0.78,6.74,-0.52%,904597
ADES,Industrials,95.01M,-,1.60,1.23,6.33,2.53,18.09M,17.94M,63.40%,4.58%,7.38,-14.50%,-24.20%,1.40,0.35,13.52%,7.13%,-52.30%,6.32%,5.66%,5.72%,3.77%,14.88%,-8.57%,23.22%,-54.83%,62.11%,55.84,2.45%,0.97,5.70,-0.09%,80911
ADIL,Healthcare,34.88M,-,-,5.56,4.71,-,13.65M,11.67M,9.80%,2.97%,0.55,-121.30%,-132.80%,7.50,0.00,22.98%,39.61%,70.00%,16.61%,10.59%,27.69%,43.08%,73.39%,-6.90%,85.62%,-25.75%,197.00%,71.53,1.73%,1.03,2.97,2.77%,480061
ADMA,Healthcare,278.58M,-,6.91,3.56,4.67,-,87.70M,70.91M,54.50%,13.61%,2.54,-37.20%,-98.80%,8.50,1.36,6.67%,35.85%,-19.67%,7.90%,7.15%,15.40%,26.16%,11.53%,-9.66%,47.89%,-33.10%,93.79%,64.76,1.04%,1.33,2.81,-2.43%,3775790
ADMP,Healthcare,206.93M,-,11.25,4.58,16.69,-,140.28M,92.57M,5.30%,5.48%,0.27,-78.50%,-115.90%,1.30,0.19,47.98%,133.38%,135.88%,15.41%,17.25%,20.61%,83.83%,104.28%,-34.96%,258.09%,-34.96%,463.67%,62.67,-2.42%,0.66,1.52,-7.76%,9325562
ADMS,Healthcare,180.02M,-,2.58,-,1.95,-,28.38M,27.75M,62.60%,6.39%,3.61,-43.50%,328.40%,3.90,-,15.13%,33.62%,11.23%,11.03%,11.62%,13.86%,23.20%,55.51%,-32.79%,49.64%,-32.79%,223.68%,60.07,0.00%,0.92,6.15,-1.44%,338206
