Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,436.00M,-,18.40,5.24,25.20,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,347.06%,382.54%,462.96%,122.07%,35.35%,96.53%,204.12%,343.03%,-70.79%,410.50%,-70.79%,842.60%,57.81,-0.99%,0.25,5.77,-5.12%,836033
AAIC,Real Estate,123.02M,-,68.34,0.63,13.82,5.80,34.66M,32.45M,37.10%,2.89%,4.04,-2.70%,-24.60%,-,3.50,0.82%,-7.56%,-37.37%,2.67%,2.67%,-2.97%,-2.14%,20.94%,-10.51%,14.73%,-45.94%,161.43%,43.93,0.54%,0.75,3.66,-0.27%,105373
AAME,Financial,53.47M,172.73,0.28,0.91,6.01,11.38,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,150.00%,142.55%,200.00%,92.88%,25.93%,70.81%,106.81%,152.99%,-66.88%,161.88%,-66.88%,234.81%,70.09,-1.58%,0.29,5.29,-7.19%,358168
AAU,Basic Materials,111.88M,-,-,2.07,41.44,-,119.16M,114.95M,5.90%,0.52%,0.13,-4.20%,-4.60%,9.50,0.04,30.85%,89.36%,123.99%,12.18%,15.58%,33.33%,39.25%,31.59%,-23.86%,103.04%,-26.31%,330.79%,62.69,-4.48%,3.41,0.91,-6.27%,9503643
ABEO,Healthcare,315.67M,-,45.10,2.73,3.26,-,93.77M,84.15M,34.30%,3.42%,0.92,-47.00%,-62.00%,2.70,0.02,43.59%,82.61%,6.33%,18.94%,12.35%,42.18%,72.53%,48.66%,-13.98%,131.20%,-24.88%,229.47%,75.51,2.38%,1.86,3.26,-2.97%,3498171
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.72%,3.24,-,-,-,-,-4.39%,-4.39%,-23.77%,2.48%,3.23%,-4.34%,-5.52%,9.68%,-12.50%,9.26%,-26.13%,51.24%,42.63,-0.35%,0.48,2.80,-1.06%,6786427
ABIO,Healthcare,46.74M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,10.57%,17.02%,-6.17%,6.42%,5.78%,15.11%,21.05%,1.17%,1.84%,32.95%,-76.07%,138.24%,72.33,5.58%,8.35,5.26,4.88%,3197635
ABUS,Healthcare,377.04M,-,61.81,-,3.19,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,13.59%,2.55%,44.30%,11.70%,7.68%,7.24%,7.97%,42.38%,-26.06%,27.65%,-51.88%,393.18%,56.14,-0.45%,0.80,4.34,-2.03%,1954920
ACCO,Industrials,869.33M,11.84,0.50,1.20,10.13,7.67,94.50M,91.78M,93.20%,4.14%,7.20,2.80%,10.30%,1.60,1.26,7.85%,8.10%,0.55%,3.68%,3.45%,3.68%,5.34%,28.16%,-5.44%,18.64%,-20.56%,157.55%,56.91,0.54%,0.50,9.04,-1.85%,159766
ACER,Healthcare,59.55M,-,-,4.49,9.60,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,5.14%,65.59%,-13.35%,8.35%,15.96%,6.47%,32.67%,31.15%,-15.48%,75.65%,-44.28%,274.07%,60.59,1.47%,2.16,4.04,-1.22%,1059505
