Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,453.92M,-,19.15,5.46,26.24,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,381.85%,418.85%,455.26%,113.33%,33.31%,173.50%,276.76%,395.82%,-69.32%,436.28%,-69.32%,890.20%,59.21,-2.69%,1.13,6.06,-4.27%,4622144
AAIC,Real Estate,123.69M,-,68.72,0.64,13.90,5.83,34.66M,32.45M,37.10%,2.82%,3.83,-2.70%,-24.60%,-,3.50,1.93%,-4.90%,-36.16%,3.27%,2.75%,-3.19%,-0.74%,22.56%,-9.78%,17.14%,-45.49%,163.57%,45.98,-0.27%,0.52,3.69,0.00%,93479
AAME,Financial,48.78M,157.58,0.26,0.83,5.48,10.38,20.44M,4.08M,5.40%,0.01%,0.00,0.30%,1.00%,-,0.26,118.49%,126.09%,173.68%,71.90%,21.29%,147.42%,169.07%,206.27%,-61.12%,207.37%,-61.12%,292.97%,90.97,-5.77%,6.26,6.21,19.40%,8922768
AAU,Basic Materials,85.52M,-,-,1.59,31.67,-,119.16M,114.95M,5.90%,0.52%,0.15,-4.20%,-4.60%,9.50,0.04,2.39%,42.30%,60.58%,15.80%,14.55%,20.11%,15.03%,11.11%,-36.36%,69.71%,-38.41%,260.07%,57.10,3.34%,1.32,0.76,2.50%,4047113
ABEO,Healthcare,242.39M,-,34.63,2.10,2.50,-,93.77M,84.15M,34.30%,2.02%,0.66,-47.00%,-62.00%,2.70,0.02,35.08%,50.88%,-2.27%,10.38%,9.99%,65.56%,91.90%,56.44%,30.14%,152.57%,-21.44%,244.59%,81.53,3.49%,6.81,3.41,32.16%,13216759
ABEV,Consumer Defensive,45.95B,16.59,-,2.96,-,-,15.73B,4.39B,8.62%,1.84%,3.30,-,-,-,-,4.66%,-4.89%,-22.96%,3.12%,3.28%,-5.38%,-5.09%,10.40%,-12.34%,9.46%,-29.27%,51.52%,42.76,-3.42%,1.48,2.81,-3.94%,27243055
ABIO,Healthcare,43.38M,-,-,0.56,0.85,-,9.32M,9.28M,7.20%,0.87%,0.15,-29.30%,-31.30%,34.00,0.00,10.95%,12.83%,-16.04%,5.33%,5.12%,11.21%,15.55%,-4.23%,2.68%,27.10%,-77.41%,124.88%,66.37,2.15%,7.07,4.97,6.65%,2800554
ABUS,Healthcare,353.21M,-,57.90,-,2.99,-,79.49M,63.55M,31.20%,6.38%,1.07,-76.20%,128.90%,15.90,-,9.79%,16.25%,29.69%,5.82%,7.46%,11.96%,11.84%,48.45%,-24.19%,30.88%,-50.67%,405.68%,63.57,3.13%,1.65,4.45,7.23%,4714596
ACCO,Industrials,836.30M,11.39,0.48,1.16,9.75,7.38,94.50M,91.78M,93.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,9.52%,0.23%,-3.80%,3.36%,3.37%,5.85%,7.36%,30.48%,0.66%,19.95%,-19.68%,160.40%,61.86,0.45%,0.37,9.14,3.16%,149852
ACER,Healthcare,58.09M,-,-,4.38,9.37,-,11.51M,11.21M,31.60%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,9.32%,60.89%,-11.53%,8.71%,15.01%,13.04%,36.34%,32.43%,-15.48%,75.65%,-44.28%,274.07%,62.05,1.50%,1.40,4.04,1.25%,828635
ACH,Basic Materials,7.90B,-,0.29,0.65,3.94,14.73,680.91M,429.49M,1.60%,0.00%,0.09,0.00%,-0.10%,0.70,1.85,5.75%,-11.49%,9.03%,1.54%,1.68%,2.74%,-1.42%,33.40%,-12.81%,14.60%,-12.81%,88.60%,54.68,7.29%,0.63,8.68,7.24%,46513
ACIU,Healthcare,515.07M,-,29.27,1.96,1.89,-,71.93M,37.91M,30.00%,3.25%,3.39,-22.10%,-24.20%,18.10,0.01,17.89%,27.03%,-26.18%,13.81%,9.60%,19.11%,31.25%,16.79%,-22.25%,55.51%,-42.46%,83.78%,68.50,1.56%,0.81,7.48,6.10%,221212
ACOR,Healthcare,67.91M,1.38,0.41,1.12,1.07,-,47.71M,9.35M,40.50%,11.56%,0.92,6.60%,16.10%,1.10,0.73,9.05%,88.22%,-41.39%,7.18%,10.49%,10.88%,40.26%,60.12%,-14.32%,120.18%,-43.37%,192.77%,64.43,1.22%,0.36,7.42,0.95%,318577
ACRX,Healthcare,243.51M,-,46.83,-,5.65,-,113.81M,88.85M,25.40%,11.82%,2.19,-60.70%,85.50%,2.90,-,5.45%,73.13%,34.88%,8.77%,15.50%,28.97%,63.27%,83.93%,-8.45%,133.05%,-8.45%,283.76%,70.91,1.29%,2.00,2.69,16.02%,7233434
ACST,Healthcare,137.31M,-,-,8.32,-,-,179.50M,95.08M,1.66%,1.67%,0.04,-,-,-,-,17.24%,76.27%,4.79%,8.95%,16.92%,28.85%,92.36%,84.40%,-17.65%,322.46%,-17.65%,424.74%,71.44,4.22%,1.71,0.90,17.29%,55791567
ACTG,Industrials,359.72M,31.50,13.78,1.73,1.19,119.91,48.47M,46.31M,69.70%,2.64%,1.64,4.00%,7.30%,2.60,0.57,27.68%,83.33%,180.39%,10.49%,10.22%,22.09%,51.10%,83.11%,-10.39%,98.28%,-10.39%,294.29%,70.96,0.00%,2.34,6.90,-3.50%,1314531
ADAP,Healthcare,903.93M,-,282.48,2.56,2.26,-,154.67M,11.25M,90.50%,11.81%,0.86,-33.70%,-44.90%,12.20,0.00,13.74%,10.70%,49.64%,6.21%,7.39%,19.77%,32.55%,-0.66%,8.03%,82.85%,-48.28%,246.50%,68.19,0.81%,1.47,6.93,11.59%,1704671
ADES,Industrials,98.51M,-,1.66,1.27,6.57,2.63,18.09M,17.94M,63.40%,4.45%,7.26,-14.50%,-24.20%,1.40,0.35,16.77%,6.47%,-49.81%,8.75%,5.41%,14.01%,10.55%,22.27%,-4.40%,31.53%,-51.78%,73.05%,63.74,1.35%,2.14,6.09,2.87%,176598
ADIL,Healthcare,33.80M,-,-,5.38,4.57,-,13.65M,11.67M,9.80%,3.17%,0.66,-121.30%,-132.80%,7.50,0.00,30.23%,59.09%,51.35%,10.60%,9.38%,36.93%,48.30%,76.42%,5.68%,86.27%,-25.49%,198.03%,79.22,-1.43%,6.09,2.98,6.44%,2547573
ADMA,Healthcare,251.50M,-,6.24,3.21,4.21,-,87.70M,70.91M,54.50%,15.64%,3.02,-37.20%,-98.80%,8.50,1.36,17.12%,25.00%,-35.00%,9.47%,6.57%,17.42%,25.95%,8.25%,-5.86%,50.83%,-35.00%,88.28%,66.89,1.15%,1.37,2.73,5.00%,3781777
