Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,438.58M,-,18.43,12.33,25.35,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,1025.98%,1062.60%,1138.10%,99.04%,29.80%,232.20%,333.16%,445.88%,-66.99%,476.99%,-66.99%,965.36%,60.62,-29.51%,6.13,6.52,-54.41%,14324436
AAIC,Real Estate,126.02M,-,70.01,0.64,14.16,5.94,34.66M,32.45M,36.40%,2.82%,3.79,-2.70%,-24.60%,-,3.50,0.27%,-1.86%,-35.54%,3.19%,2.77%,-3.07%,-0.02%,23.30%,-9.38%,23.13%,-45.26%,164.73%,47.24,0.00%,0.36,3.71,0.17%,39621
AAU,Basic Materials,70.49M,-,-,1.53,26.11,-,119.16M,114.95M,5.90%,0.52%,0.15,-4.20%,-4.60%,9.50,0.04,22.08%,41.95%,53.44%,22.88%,14.65%,17.77%,9.92%,7.34%,-38.68%,63.51%,-40.66%,246.91%,55.42,1.57%,1.04,0.74,2.38%,1907869
ABEO,Healthcare,252.57M,-,36.08,2.00,2.61,-,93.77M,84.15M,37.00%,2.02%,0.66,-47.00%,-62.00%,2.70,0.02,23.62%,41.38%,-6.82%,8.86%,9.72%,21.32%,39.78%,12.46%,-2.78%,87.02%,-43.55%,147.60%,67.51,5.69%,1.72,2.45,-0.41%,1996150
ABEV,Consumer Defensive,45.79B,16.53,-,2.95,-,-,15.73B,4.39B,8.62%,1.84%,3.29,-,-,-,-,0.34%,-4.90%,-26.62%,3.33%,3.37%,-1.11%,-0.52%,15.70%,-8.28%,14.53%,-28.28%,58.54%,49.54,1.03%,0.55,2.93,0.86%,6164399
ABIO,Healthcare,43.29M,-,-,0.56,0.85,-,9.32M,9.28M,6.40%,0.87%,0.16,-29.30%,-31.30%,34.00,0.00,11.48%,9.39%,-17.38%,5.80%,5.19%,4.62%,8.35%,-10.32%,-3.93%,18.92%,-78.86%,110.41%,58.53,1.50%,3.26,4.65,-0.21%,761094
ABUS,Healthcare,342.91M,-,56.21,-,2.90,-,79.49M,63.55M,31.00%,6.38%,1.08,-76.20%,128.90%,15.90,-,13.35%,17.18%,28.40%,6.22%,7.52%,3.86%,3.67%,37.96%,-29.90%,21.03%,-54.38%,367.61%,55.66,1.92%,1.63,4.11,-1.08%,2782394
ACCO,Industrials,862.17M,11.38,0.50,1.15,10.05,7.61,94.50M,91.78M,94.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,6.12%,3.75%,-3.49%,3.44%,3.44%,2.11%,3.72%,26.08%,-2.97%,15.62%,-22.58%,151.00%,55.97,1.13%,0.42,8.81,-0.45%,104633
ACER,Healthcare,60.29M,-,-,4.46,9.72,-,11.51M,11.21M,32.20%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,7.12%,58.59%,-6.45%,9.30%,15.12%,13.81%,35.63%,31.06%,-16.64%,73.24%,-45.04%,268.94%,61.12,0.74%,0.39,3.98,-1.86%,138941
ACH,Basic Materials,8.20B,-,0.30,0.65,4.08,15.24,680.91M,429.49M,1.60%,0.00%,0.09,0.00%,-0.10%,0.70,1.85,2.15%,-12.74%,9.19%,1.69%,1.78%,-4.78%,-7.78%,25.18%,-18.39%,7.27%,-18.39%,76.52%,44.70,0.37%,0.47,8.12,0.50%,21183
ACIU,Healthcare,528.09M,-,29.50,1.97,1.90,-,71.93M,37.91M,29.80%,3.25%,3.42,-22.10%,-24.20%,18.10,0.01,17.13%,30.55%,-24.97%,13.90%,9.34%,12.21%,23.07%,8.79%,-27.55%,44.91%,-46.38%,71.25%,62.73,-0.42%,2.35,6.97,-2.92%,384189
ACOR,Healthcare,69.45M,1.35,0.42,1.09,1.10,-,47.71M,9.35M,41.80%,11.56%,0.91,6.60%,16.10%,1.10,0.73,3.77%,77.23%,-44.75%,8.03%,10.71%,12.52%,40.59%,58.75%,-15.13%,118.10%,-44.06%,190.01%,63.75,0.84%,0.17,7.35,2.65%,92744
ACRX,Healthcare,249.08M,-,47.90,-,5.78,-,113.81M,88.85M,25.40%,11.82%,2.21,-60.70%,85.50%,2.90,-,3.11%,69.34%,38.92%,8.67%,15.56%,12.00%,40.02%,56.57%,-22.30%,97.77%,-22.30%,225.68%,61.31,4.31%,1.10,2.28,-1.54%,2371392
ACST,Healthcare,73.15M,-,-,8.21,-,-,96.89M,93.53M,1.66%,1.70%,0.04,-,-,-,-,8.71%,45.75%,-1.95%,9.81%,17.89%,12.56%,68.07%,57.75%,-29.70%,260.64%,-29.70%,347.95%,64.13,2.57%,0.77,0.77,1.46%,15126009
ACTG,Industrials,363.54M,32.16,13.93,1.76,1.20,121.18,48.47M,46.31M,69.70%,2.64%,1.70,4.00%,7.30%,2.60,0.57,28.98%,82.96%,199.18%,10.42%,10.01%,29.57%,58.58%,90.43%,-7.36%,104.97%,-7.36%,307.61%,76.36,2.47%,4.17,7.13,-2.29%,1365654
ADAP,Healthcare,907.24M,-,283.51,2.40,2.27,-,154.67M,11.25M,90.10%,11.81%,0.86,-33.70%,-44.90%,12.20,0.00,6.57%,1.21%,29.78%,6.04%,7.31%,5.13%,16.86%,-12.80%,-5.36%,60.18%,-54.69%,203.55%,58.23,0.68%,0.76,6.07,3.96%,534198
ADES,Industrials,100.84M,-,1.70,1.14,6.72,2.69,18.09M,17.94M,63.40%,4.45%,7.67,-14.50%,-24.20%,1.40,0.35,2.31%,-2.57%,-55.49%,8.52%,5.31%,10.63%,7.01%,18.18%,-7.54%,27.21%,-53.37%,67.36%,60.82,12.99%,5.67,5.89,10.92%,268154
ADIL,Healthcare,33.77M,-,-,4.52,4.56,-,13.65M,11.87M,9.80%,3.12%,0.71,-121.30%,-132.80%,7.50,0.00,9.30%,29.12%,38.24%,7.01%,8.58%,25.27%,33.95%,58.51%,-2.69%,66.65%,-33.34%,166.64%,73.56,1.28%,4.43,2.67,13.46%,1046664
ADMA,Healthcare,245.86M,-,6.10,3.28,4.12,-,87.70M,70.91M,54.50%,15.64%,3.04,-37.20%,-98.80%,8.50,1.36,22.58%,23.72%,-34.96%,9.06%,6.63%,12.05%,19.88%,2.28%,-11.04%,42.54%,-38.57%,77.92%,61.87,-1.13%,1.28,2.58,-3.01%,2121996
ADMP,Healthcare,129.96M,-,7.06,3.17,10.48,-,93.66M,92.57M,7.10%,3.63%,0.19,-78.50%,-115.90%,1.30,0.19,-18.57%,85.31%,56.04%,9.77%,16.63%,13.70%,69.50%,74.40%,-46.11%,219.27%,-46.11%,367.07%,58.41,3.51%,1.51,1.26,10.62%,11953258
ADMS,Healthcare,157.33M,-,2.25,-,1.70,-,28.38M,27.74M,67.90%,4.34%,2.67,-43.50%,328.40%,3.90,-,13.04%,31.10%,7.05%,21.89%,11.12%,18.45%,24.65%,54.95%,-33.99%,46.96%,-33.99%,217.89%,60.59,1.48%,3.07,6.04,-0.49%,628747
ADT,Industrials,8.15B,-,1.54,2.30,16.66,12.64,769.24M,691.76M,95.60%,2.47%,4.04,-3.70%,-19.70%,0.90,3.10,-2.70%,16.40%,42.62%,5.36%,5.73%,5.50%,12.29%,14.68%,-10.05%,26.55%,-44.33%,181.35%,59.17,0.11%,0.54,9.58,2.24%,1035130
ADTX,Healthcare,37.89M,-,-,1.97,2.77,-,12.28M,9.25M,6.80%,4.80%,0.12,-133.80%,-596.90%,18.90,0.00,15.87%,75.48%,-,13.27%,16.30%,19.02%,45.29%,27.30%,-47.40%,90.32%,-63.05%,118.52%,61.32,1.92%,0.40,3.54,-3.01%,660618
ADV,Communication Services,3.28B,-,0.99,1.30,6557.20,-,56.25M,-,16.30%,-,4.38,-0.60%,-0.60%,0.20,0.00,-0.70%,-24.13%,-,4.81%,5.44%,-10.89%,-14.19%,-7.27%,-28.27%,3.90%,-28.27%,26.55%,31.85,0.70%,0.23,9.98,-0.15%,100077
ADXS,Healthcare,101.96M,-,339.86,2.21,4.05,-,70.13M,-,14.80%,-,0.51,-60.50%,-76.40%,8.50,0.00,36.34%,79.58%,3.58%,11.31%,14.04%,50.27%,116.35%,99.60%,10.32%,297.88%,-16.67%,297.88%,77.34,2.74%,5.38,1.05,10.32%,28348426
AEF,Financial,437.48M,-,31.64,1.21,-,-,50.75M,-,63.43%,-,0.23,-,-,-,-,2.62%,3.73%,13.50%,1.59%,1.77%,1.55%,6.60%,28.48%,-0.80%,17.29%,-0.80%,99.06%,60.39,-0.12%,0.26,8.71,1.04%,9103
AEG,Financial,9.23B,6.97,0.20,0.27,0.68,-,2.05B,1.81B,8.20%,0.17%,1.40,-,-,-,0.42,2.64%,7.83%,0.71%,1.68%,1.81%,2.27%,9.09%,37.59%,-2.16%,21.95%,-2.16%,139.17%,60.28,1.17%,0.70,4.30,0.82%,703272
AEHL,Industrials,8.91M,-,-,-,-,-,3.05M,2.19M,0.87%,3.15%,0.13,-,-,-,-,15.42%,14.51%,45.58%,14.65%,11.34%,17.69%,30.15%,44.98%,-3.76%,56.34%,-37.29%,326.92%,64.68,0.68%,40.19,3.33,14.04%,9472997
AEHR,Technology,65.30M,-,4.80,5.67,19.21,-,23.40M,20.18M,23.90%,0.60%,0.29,-23.10%,-33.50%,3.20,0.16,6.97%,8.75%,27.94%,7.77%,8.47%,11.37%,18.37%,42.42%,-8.25%,68.71%,-8.25%,137.73%,59.01,0.38%,0.51,2.62,0.19%,95842
AEMD,Healthcare,27.81M,-,46.36,2.18,1.92,-,12.07M,11.78M,6.30%,5.01%,0.29,-49.70%,-54.60%,9.90,0.00,16.90%,-11.07%,-5.68%,13.52%,9.76%,6.10%,21.52%,53.08%,-13.03%,81.63%,-28.42%,126.27%,59.66,1.61%,0.53,2.67,7.23%,486176
AESE,Communication Services,75.42M,-,3.28,1.39,13.00,-,29.63M,14.88M,1.50%,2.19%,0.13,-46.50%,-74.10%,1.00,0.17,6.19%,36.42%,-10.04%,9.33%,12.26%,19.33%,40.92%,25.58%,-12.85%,128.42%,-63.47%,442.50%,61.38,2.91%,1.18,2.17,5.34%,1325316
AEY,Technology,37.12M,-,0.74,2.41,4.47,-,11.79M,5.90M,5.20%,4.65%,1.00,-48.60%,-95.90%,2.00,0.54,4.44%,4.08%,15.47%,4.94%,6.65%,5.59%,-0.93%,24.80%,-26.89%,40.91%,-52.23%,106.67%,54.04,1.63%,0.46,3.10,1.31%,57546
AEZS,Healthcare,68.48M,-,52.68,4.00,3.16,-,62.68M,62.63M,21.40%,8.37%,0.57,-21.50%,-125.80%,13.00,0.01,48.33%,108.98%,-7.69%,15.68%,15.96%,59.55%,115.41%,100.59%,-2.44%,230.77%,-15.87%,300.34%,78.57,1.85%,2.61,1.16,7.50%,10898511
AFI,Industrials,101.25M,-,0.17,0.40,4.56,-,21.96M,20.95M,75.20%,2.23%,2.02,-11.10%,-22.10%,1.90,0.29,14.54%,20.05%,26.84%,7.63%,7.41%,13.99%,23.84%,38.63%,1.18%,47.97%,-15.45%,322.77%,66.22,0.00%,1.54,4.74,5.46%,161005
AFIF,Financial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.10%,-0.20%,0.15%,0.33%,0.34%,-0.03%,-0.24%,-0.54%,-1.13%,0.61%,-9.48%,7.01%,48.17,0.31%,0.11,9.75,0.09%,4084
AFIN,Real Estate,871.94M,-,2.87,0.53,10.10,-,108.43M,108.35M,49.40%,3.65%,6.95,-1.20%,-2.60%,-,0.00,2.45%,1.84%,-42.49%,3.20%,3.65%,2.44%,1.71%,7.81%,-7.33%,8.44%,-42.61%,86.67%,55.35,0.91%,0.42,7.84,1.42%,109919
AFMD,Healthcare,616.36M,-,22.58,8.70,5.22,-,86.03M,82.40M,44.60%,8.54%,3.92,-37.70%,-100.40%,2.20,0.05,-2.05%,-3.20%,106.47%,8.50%,8.10%,-8.48%,-6.01%,38.96%,-22.33%,19.55%,-22.33%,309.15%,43.78,0.35%,0.87,5.81,1.22%,711137
AGE,Healthcare,78.69M,-,41.41,-,71.53,-,37.68M,21.21M,18.30%,1.71%,1.47,-207.10%,964.50%,0.40,-,21.39%,28.83%,57.89%,9.66%,7.30%,14.50%,20.13%,65.63%,-7.11%,39.33%,-46.82%,213.81%,68.66,0.48%,1.17,2.09,-0.48%,131320
AGEN,Healthcare,986.02M,-,10.79,-,8.64,-,182.67M,170.64M,54.00%,14.63%,9.48,-95.70%,82.80%,0.90,-,41.69%,61.49%,42.86%,13.99%,8.94%,36.03%,41.09%,35.84%,-16.05%,61.66%,-16.05%,174.47%,74.54,-3.65%,4.35,5.00,-3.94%,5206078
AGFS,Consumer Defensive,110.90M,-,0.67,0.39,4.42,4.37,51.00M,30.24M,73.30%,2.62%,5.48,-9.70%,-25.00%,2.70,0.98,7.69%,-4.11%,-5.41%,6.94%,6.39%,11.95%,0.32%,-8.26%,-21.23%,22.90%,-46.45%,124.90%,60.33,0.95%,8.27,2.25,7.10%,544042
AGI,Basic Materials,3.10B,30.38,4.39,1.12,-,-,392.73M,391.00M,74.64%,0.86%,1.13,-,-,-,-,-1.86%,-17.02%,28.25%,4.81%,4.47%,-2.16%,-6.97%,-11.12%,-18.79%,5.18%,-30.79%,139.97%,44.02,1.01%,0.77,8.02,1.46%,1047236
AGLE,Healthcare,351.12M,-,-,3.44,2.51,-,62.24M,46.72M,94.40%,4.10%,8.83,-66.90%,-81.40%,10.10,0.00,11.39%,-5.87%,-9.39%,5.37%,5.25%,-1.53%,-6.90%,-5.35%,-23.11%,14.29%,-33.92%,114.86%,46.77,1.06%,1.29,7.52,-0.13%,126928
AGRO,Consumer Defensive,920.22M,-,1.07,1.12,4.31,3.20,117.74M,117.34M,71.20%,0.57%,2.16,-1.60%,-4.30%,1.80,1.31,8.58%,12.73%,4.87%,3.09%,3.61%,4.90%,17.09%,55.39%,-3.88%,38.49%,-3.88%,143.50%,69.44,0.63%,0.64,8.06,1.13%,90578
AGRX,Healthcare,263.19M,-,-,3.95,3.66,-,87.35M,67.15M,49.80%,4.35%,2.79,-45.90%,-56.80%,10.20,0.24,6.01%,7.14%,-16.43%,3.90%,3.43%,3.63%,3.97%,4.61%,-4.67%,11.75%,-37.15%,121.85%,58.67,0.67%,1.05,2.99,-0.17%,499377
AGS,Consumer Cyclical,218.53M,-,1.10,3.38,1.93,10.26,35.65M,35.49M,82.20%,2.58%,1.88,-8.70%,-69.80%,4.80,10.02,16.35%,-7.91%,-40.80%,6.14%,6.64%,6.08%,4.98%,42.14%,-15.37%,40.41%,-41.98%,787.18%,57.47,2.64%,0.50,6.22,2.81%,110547
AGTC,Healthcare,116.56M,-,46.62,2.06,1.75,-,25.82M,25.63M,68.50%,4.00%,1.39,-53.30%,-73.10%,5.30,0.17,13.67%,3.46%,-35.95%,7.69%,6.81%,16.99%,16.86%,4.32%,-0.19%,37.17%,-29.19%,128.82%,65.09,14.70%,17.53,5.24,16.70%,5873941
AHC,Communication Services,53.90M,-,0.34,1.06,1.25,-,21.41M,18.34M,56.30%,0.15%,0.24,-4.60%,-11.70%,2.80,0.00,9.33%,54.72%,-14.58%,13.20%,10.41%,14.64%,36.87%,47.32%,-25.79%,68.71%,-25.79%,81.78%,61.46,-0.41%,2.34,2.35,-4.67%,121340
AHPI,Healthcare,29.07M,-,0.85,3.15,-,-,4.01M,2.81M,9.60%,13.72%,0.56,-14.50%,-27.80%,1.50,0.40,7.04%,41.32%,182.64%,12.64%,13.00%,10.73%,24.62%,-10.51%,-16.97%,52.22%,-84.78%,245.96%,59.57,0.58%,0.63,6.85,0.15%,194029
AHT,Real Estate,219.96M,-,0.28,-,1.82,-,68.94M,14.03M,6.20%,13.67%,0.20,-11.20%,-753.10%,-,-,-7.86%,21.58%,-88.60%,11.98%,11.11%,3.39%,-1.88%,-33.02%,-42.75%,35.93%,-89.47%,125.83%,50.14,2.39%,0.84,2.87,-2.11%,3671688
AIH,Healthcare,148.59M,-,1.23,2.10,14.43,-,23.61M,23.61M,4.20%,0.17%,0.34,-19.30%,-44.50%,0.50,1.34,20.50%,25.35%,-18.13%,8.92%,7.00%,18.00%,22.13%,8.90%,-2.52%,43.95%,-41.92%,62.47%,72.66,1.61%,2.79,6.19,-0.64%,148796
AIHS,Financial,76.02M,-,10.41,14.08,17.28,-,37.80M,29.36M,0.90%,0.75%,0.08,-80.70%,-358.10%,0.70,1.90,34.56%,60.53%,205.00%,12.77%,13.52%,23.28%,37.44%,114.60%,-4.32%,84.38%,-24.68%,580.77%,65.33,3.28%,1.83,1.77,-3.28%,2268043
AIKI,Healthcare,45.17M,-,5018.40,1.84,1.65,-,34.99M,32.96M,13.10%,3.48%,0.10,-49.20%,-50.70%,59.60,0.00,7.75%,79.47%,41.91%,12.79%,17.92%,17.12%,67.05%,97.35%,-28.45%,220.10%,-71.82%,230.41%,62.67,1.96%,0.37,1.54,0.55%,2018318
AIM,Healthcare,109.73M,-,548.63,1.77,2.77,-,40.69M,40.23M,6.70%,5.18%,0.68,-26.30%,-30.40%,50.00,0.03,38.19%,42.49%,157.01%,9.88%,7.56%,22.10%,31.08%,13.59%,-9.33%,56.06%,-63.78%,230.13%,66.56,-10.18%,8.45,2.58,-6.36%,11752713
AINC,Financial,21.36M,-,0.06,-,0.31,0.47,2.31M,1.30M,17.90%,3.85%,0.21,-36.80%,217.30%,0.70,-,1.37%,6.01%,-67.71%,5.43%,8.45%,3.02%,17.38%,10.07%,-30.23%,60.93%,-71.44%,76.67%,55.94,-0.38%,0.05,7.95,0.13%,5851
