Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,436.00M,-,18.40,5.24,25.20,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,347.06%,382.54%,462.96%,122.07%,35.35%,101.00%,211.04%,353.11%,-70.13%,422.12%,-70.13%,864.05%,58.28,-0.99%,0.31,5.90,-2.96%,530035
AAIC,Real Estate,123.02M,-,68.34,0.63,13.82,5.80,34.66M,32.45M,37.10%,2.89%,4.04,-2.70%,-24.60%,-,3.50,0.82%,-7.56%,-37.37%,2.67%,2.67%,-1.78%,-0.94%,22.42%,-9.41%,16.14%,-45.27%,164.64%,47.88,0.54%,0.95,3.70,0.95%,67720
AAME,Financial,53.47M,172.73,0.28,0.91,6.01,11.38,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,150.00%,142.55%,200.00%,92.88%,25.93%,72.75%,109.16%,155.86%,-66.50%,164.86%,-66.50%,238.61%,70.94,-1.58%,0.35,5.35,-6.14%,225819
AAU,Basic Materials,111.88M,-,-,2.07,41.44,-,119.16M,114.95M,5.90%,0.52%,0.13,-4.20%,-4.60%,9.50,0.04,30.85%,89.36%,123.99%,12.18%,15.58%,43.88%,50.27%,42.00%,-17.83%,119.11%,-20.48%,364.88%,68.13,-4.48%,4.25,0.99,1.15%,6052035
ABEO,Healthcare,315.67M,-,45.10,2.73,3.26,-,93.77M,84.15M,34.30%,3.42%,0.92,-47.00%,-62.00%,2.70,0.02,43.59%,82.61%,6.33%,18.94%,12.35%,41.95%,72.26%,48.43%,-14.11%,130.83%,-25.00%,228.95%,75.31,2.38%,1.73,3.26,-3.12%,1659007
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.72%,3.24,-,-,-,-,-4.39%,-4.39%,-23.77%,2.48%,3.23%,-3.83%,-5.01%,10.26%,-12.03%,9.85%,-25.73%,52.06%,43.44,-0.35%,0.55,2.82,-0.53%,3914572
ABIO,Healthcare,46.74M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,10.57%,17.02%,-6.17%,6.42%,5.78%,18.28%,24.38%,3.95%,4.64%,36.61%,-75.41%,144.80%,74.55,5.58%,11.36,5.41,7.77%,2224850
ABUS,Healthcare,377.04M,-,61.81,-,3.19,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,13.59%,2.55%,44.30%,11.70%,7.68%,9.71%,10.45%,45.66%,-24.36%,30.59%,-50.78%,404.55%,58.63,-0.45%,0.78,4.44,0.23%,969540
ACCO,Industrials,869.33M,11.84,0.50,1.20,10.13,7.67,94.50M,91.78M,93.20%,4.14%,7.20,2.80%,10.30%,1.60,1.26,7.85%,8.10%,0.55%,3.68%,3.45%,4.48%,6.16%,29.16%,-4.71%,19.55%,-19.95%,159.54%,58.53,0.54%,0.27,9.11,-1.09%,44623
ACER,Healthcare,59.55M,-,-,4.49,9.60,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,5.14%,65.59%,-13.35%,8.35%,15.96%,17.80%,46.79%,45.11%,-6.49%,94.35%,-38.34%,313.89%,67.54,1.47%,3.25,4.47,9.29%,814838
ACH,Basic Materials,8.56B,-,0.31,0.71,4.27,15.95,680.91M,429.49M,1.60%,0.01%,0.39,0.00%,-0.10%,0.70,1.85,7.62%,-2.01%,20.66%,1.55%,1.67%,5.14%,0.30%,34.15%,-11.56%,16.25%,-11.56%,91.30%,56.42,0.57%,0.24,8.80,0.46%,7140
ACIU,Healthcare,534.07M,-,30.34,2.04,1.96,-,71.93M,37.91M,30.00%,2.83%,2.99,-22.10%,-24.20%,18.10,0.01,10.76%,14.04%,-15.30%,15.15%,9.29%,38.82%,54.70%,40.91%,-6.24%,87.53%,-30.62%,121.62%,75.76,59.51%,191.89,9.02,23.39%,21227058
