Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,187.76M,-,7.89,5.19,10.85,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,-3.06%,377.78%,366.67%,12.99%,36.30%,47.92%,151.03%,305.34%,-71.19%,403.54%,-71.19%,829.74%,56.97,-0.83%,0.19,5.69,-5.48%,911355
AAIC,Real Estate,127.60M,-,70.89,0.69,14.34,6.02,34.66M,32.37M,37.80%,2.90%,4.01,-2.70%,-24.60%,-,3.50,7.55%,1.53%,-37.56%,4.31%,3.25%,4.04%,3.54%,28.67%,-4.35%,16.03%,-42.07%,180.13%,58.04,0.00%,0.82,3.92,-1.71%,157442
AAME,Financial,104.02M,167.58,0.55,0.88,11.69,22.13,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,-15.31%,137.34%,162.09%,13.97%,27.60%,42.59%,88.42%,145.82%,-66.69%,162.07%,-66.69%,236.71%,65.62,0.36%,0.18,5.32,-3.80%,308782
AAU,Basic Materials,112.00M,-,-,1.91,41.48,-,119.16M,114.95M,5.90%,0.78%,0.18,-4.20%,-4.60%,9.50,0.04,7.46%,59.60%,106.00%,15.44%,13.89%,12.82%,28.34%,19.93%,-29.68%,87.53%,-31.94%,297.88%,55.74,0.00%,0.55,0.84,-6.23%,2342656
ABEO,Healthcare,294.19M,-,42.03,2.14,3.04,-,93.77M,84.15M,36.10%,3.42%,0.78,-47.00%,-62.00%,2.70,0.02,-21.26%,37.70%,-24.86%,21.71%,14.85%,-1.87%,22.05%,10.72%,-35.65%,72.96%,-43.80%,146.48%,50.08,-8.37%,1.13,2.44,-7.27%,3419831
ABEV,Consumer Defensive,45.16B,16.31,-,2.91,-,-,15.73B,4.39B,8.62%,1.72%,3.30,-,-,-,-,2.14%,-5.90%,-18.86%,2.68%,3.04%,-3.88%,-6.93%,7.67%,-13.59%,0.55%,-24.33%,49.35%,41.58,-2.44%,1.08,2.77,-3.66%,20284027
ABIO,Healthcare,46.94M,-,-,0.59,0.92,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,-1.01%,10.56%,-8.04%,6.78%,6.15%,-0.23%,5.84%,-10.61%,-14.91%,18.18%,-78.73%,111.76%,50.02,-1.42%,1.25,4.68,-4.88%,807043
ABUS,Healthcare,378.77M,-,62.09,-,3.20,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,-1.34%,12.79%,29.71%,7.91%,8.04%,3.76%,5.84%,37.47%,-27.09%,25.88%,-52.55%,386.36%,53.22,-0.91%,0.44,4.28,-2.95%,1443668
ACCO,Industrials,800.18M,10.84,0.46,1.10,9.33,7.06,94.50M,91.78M,94.30%,4.14%,7.70,2.80%,10.30%,1.60,1.26,-10.03%,-4.53%,-12.46%,4.59%,3.60%,-5.56%,-4.81%,16.31%,-13.81%,3.39%,-16.26%,134.76%,40.80,-0.71%,1.60,8.24,-2.25%,651098
ACER,Healthcare,55.61M,-,-,4.11,8.97,-,11.51M,11.21M,31.80%,2.37%,0.31,-128.70%,-161.00%,1.60,0.00,-3.36%,-2.86%,-24.37%,9.58%,12.01%,-7.18%,14.37%,15.42%,-24.90%,56.09%,-50.48%,232.41%,48.99,0.00%,0.17,3.59,-4.01%,118866
