Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,438.58M,-,18.43,12.33,25.35,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,1025.98%,1062.60%,1138.10%,99.04%,29.80%,222.52%,320.53%,429.98%,-67.95%,460.18%,-67.95%,934.31%,60.05,-29.51%,3.53,6.33,-55.73%,18171518
AAIC,Real Estate,126.02M,-,70.01,0.64,14.16,5.94,34.66M,32.45M,36.40%,2.82%,3.79,-2.70%,-24.60%,-,3.50,0.27%,-1.86%,-35.54%,3.19%,2.77%,-3.49%,-0.46%,22.76%,-9.78%,22.59%,-45.49%,163.57%,45.98,0.00%,0.43,3.69,-0.27%,103078
AAME,Financial,48.40M,72.42,0.26,0.38,5.44,10.30,20.44M,4.08M,5.50%,0.01%,0.02,0.30%,1.00%,-,0.26,1.27%,-8.08%,25.79%,4.69%,5.42%,119.64%,131.43%,158.50%,86.38%,157.43%,49.43%,229.11%,88.35,54.81%,3713.53,5.20,117.57%,111207824
AAU,Basic Materials,70.49M,-,-,1.53,26.11,-,119.16M,114.95M,5.90%,0.52%,0.15,-4.20%,-4.60%,9.50,0.04,22.08%,41.95%,53.44%,22.88%,14.65%,19.26%,11.30%,8.70%,-37.91%,65.58%,-39.91%,251.30%,55.97,1.57%,0.97,0.75,3.67%,3926374
ABEO,Healthcare,252.57M,-,36.08,2.00,2.61,-,93.77M,84.15M,37.00%,2.02%,0.66,-47.00%,-62.00%,2.70,0.02,23.62%,41.38%,-6.82%,8.86%,9.72%,27.75%,47.19%,18.43%,2.38%,96.95%,-40.55%,160.74%,70.55,5.69%,1.32,2.58,4.88%,3373212
ABEV,Consumer Defensive,45.79B,16.53,-,2.95,-,-,15.73B,4.39B,8.62%,1.84%,3.29,-,-,-,-,0.34%,-4.90%,-26.62%,3.33%,3.37%,-1.62%,-1.03%,15.11%,-8.75%,13.95%,-28.65%,57.73%,48.69,1.03%,0.62,2.92,0.34%,15303939
ABIO,Healthcare,43.29M,-,-,0.56,0.85,-,9.32M,9.28M,6.40%,0.87%,0.16,-29.30%,-31.30%,34.00,0.00,11.48%,9.39%,-17.38%,5.80%,5.19%,4.85%,8.58%,-10.13%,-3.72%,19.18%,-78.82%,110.86%,58.92,1.50%,2.12,4.66,0.00%,1087318
ABUS,Healthcare,342.91M,-,56.21,-,2.90,-,79.49M,63.55M,31.00%,6.38%,1.08,-76.20%,128.90%,15.90,-,13.35%,17.18%,28.40%,6.22%,7.52%,4.75%,4.55%,39.13%,-29.30%,22.06%,-53.99%,371.59%,56.78,1.92%,1.12,4.15,-0.24%,4191856
ACCO,Industrials,862.17M,11.38,0.50,1.15,10.05,7.61,94.50M,91.78M,94.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,6.12%,3.75%,-3.49%,3.44%,3.44%,2.69%,4.31%,26.79%,-2.42%,16.27%,-22.14%,152.42%,57.09,1.13%,0.58,8.86,0.11%,318188
ACER,Healthcare,60.29M,-,-,4.46,9.72,-,11.51M,11.21M,32.20%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,7.12%,58.59%,-6.45%,9.30%,15.12%,13.97%,35.82%,31.24%,-16.53%,73.48%,-44.97%,269.44%,61.25,0.74%,0.28,3.99,-1.72%,223005
