Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,179.34M,-,7.54,4.96,10.37,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,-5.43%,341.02%,391.45%,12.78%,36.34%,41.45%,143.85%,302.39%,-70.89%,408.85%,-70.89%,839.54%,57.23,0.00%,0.18,5.75,0.00%,0
AAIC,Real Estate,126.00M,-,70.00,0.68,14.16,5.94,34.66M,32.37M,37.80%,2.90%,4.03,-2.70%,-24.60%,-,3.50,7.36%,2.07%,-40.39%,4.65%,3.32%,4.37%,3.82%,29.00%,-3.90%,12.57%,-41.80%,181.43%,59.27,0.00%,0.86,3.94,0.00%,0
AAME,Financial,98.56M,158.79,0.53,0.84,11.07,20.97,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,-8.07%,118.33%,137.10%,14.74%,28.17%,35.28%,81.65%,140.12%,-67.19%,158.13%,-67.19%,231.65%,64.54,0.00%,0.16,5.24,0.00%,0
AAU,Basic Materials,100.81M,-,-,1.72,37.34,-,119.16M,114.95M,5.90%,0.78%,0.17,-4.20%,-4.60%,9.50,0.04,-16.90%,45.86%,81.64%,11.91%,14.29%,6.58%,23.10%,14.82%,-32.49%,80.02%,-34.67%,281.94%,53.36,0.00%,0.62,0.81,0.00%,0
ABEO,Healthcare,275.18M,-,39.31,2.00,2.84,-,93.77M,84.15M,36.10%,3.42%,0.78,-47.00%,-62.00%,2.70,0.02,-26.79%,14.95%,-39.71%,19.99%,14.85%,-1.95%,21.95%,11.68%,-35.09%,74.46%,-43.32%,148.61%,50.58,0.00%,1.16,2.46,0.00%,0
ABEV,Consumer Defensive,43.43B,15.68,-,2.80,-,-,15.73B,4.39B,8.62%,1.72%,3.31,-,-,-,-,-2.47%,-10.10%,-22.82%,2.68%,3.04%,-3.58%,-7.05%,7.33%,-13.75%,0.36%,-23.65%,49.08%,41.32,0.00%,1.13,2.76,0.00%,0
ABIO,Healthcare,44.46M,-,-,0.56,0.87,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,-7.17%,-1.89%,-10.38%,6.42%,6.13%,-0.71%,5.17%,-11.07%,-15.27%,17.67%,-78.82%,110.86%,49.48,0.00%,1.23,4.66,0.00%,0
ABUS,Healthcare,367.61M,-,60.26,-,3.11,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,-3.39%,5.16%,30.89%,6.75%,7.77%,3.54%,5.70%,36.80%,-27.09%,25.88%,-52.55%,386.36%,53.22,0.00%,0.46,4.28,0.00%,0
ACCO,Industrials,781.19M,10.58,0.45,1.07,9.10,6.89,94.50M,91.78M,94.30%,4.14%,7.60,2.80%,10.30%,1.60,1.26,-10.64%,-5.84%,-13.37%,4.32%,3.64%,-5.33%,-4.86%,16.04%,-13.91%,3.26%,-14.80%,134.47%,40.65,0.00%,2.21,8.23,0.00%,0
ACER,Healthcare,52.05M,-,-,3.85,8.39,-,11.51M,11.21M,31.80%,2.37%,0.31,-128.70%,-161.00%,1.60,0.00,-14.43%,-19.17%,-31.24%,9.76%,10.61%,-9.08%,10.86%,12.30%,-26.78%,52.17%,-51.72%,224.07%,46.95,0.00%,0.26,3.50,0.00%,0
ACIU,Healthcare,584.15M,-,32.82,2.17,2.11,-,71.93M,37.91M,29.90%,2.83%,1.15,-22.10%,-24.20%,18.10,0.01,8.21%,27.99%,-7.59%,22.43%,12.88%,11.98%,29.32%,23.04%,-36.72%,64.45%,-39.15%,94.35%,58.53,0.00%,1.32,7.91,0.00%,0
ACOR,Healthcare,65.77M,1.29,0.40,1.05,1.04,-,47.71M,9.35M,40.70%,5.77%,0.45,6.60%,16.10%,1.10,0.73,-7.03%,-13.68%,-32.94%,5.85%,8.24%,-5.67%,19.03%,46.57%,-20.55%,104.15%,-35.22%,171.46%,50.77,0.00%,0.23,6.88,0.00%,0
ACRX,Healthcare,237.60M,-,45.69,-,5.51,-,113.81M,88.85M,25.60%,12.35%,2.01,-60.70%,85.50%,2.90,-,-18.18%,-8.09%,44.97%,9.61%,11.93%,-7.00%,19.47%,43.78%,-26.53%,87.01%,-26.53%,207.96%,49.09,0.00%,0.60,2.16,0.00%,0
ACST,Healthcare,163.83M,33.80,2022.54,5.53,-,-,179.50M,176.13M,1.66%,1.27%,0.04,-,-,-,-,-23.94%,43.19%,62.98%,11.60%,15.87%,7.51%,56.23%,80.65%,-25.19%,274.06%,-25.19%,433.74%,56.09,0.00%,0.88,0.91,0.00%,0
ACTG,Industrials,386.80M,35.20,14.82,1.93,1.28,128.93,48.47M,46.31M,69.30%,2.59%,1.28,4.00%,7.30%,2.60,0.57,-0.75%,42.68%,235.71%,8.21%,9.96%,16.82%,52.90%,100.83%,-6.00%,129.60%,-6.00%,356.57%,74.28,0.00%,1.13,7.99,0.00%,0
ACY,Industrials,15.02M,-,0.86,-,3.06,2.50,1.55M,1.20M,4.50%,3.83%,0.03,-26.30%,-414.20%,-,-,-5.06%,17.61%,119.15%,9.24%,17.71%,-3.52%,27.38%,166.66%,-74.37%,364.29%,-74.37%,1270.09%,51.37,0.00%,0.06,9.75,0.00%,0
ADAP,Healthcare,941.19M,-,294.12,2.46,2.35,-,154.67M,11.25M,84.40%,12.77%,0.90,-33.70%,-44.90%,12.20,0.00,-11.67%,0.67%,50.25%,10.33%,8.41%,-1.09%,7.90%,-15.80%,-18.53%,57.78%,-55.37%,199.00%,48.76,0.00%,1.22,5.98,0.00%,0
ADES,Industrials,113.38M,-,1.91,1.28,7.56,3.02,18.09M,17.94M,63.60%,4.58%,6.93,-14.50%,-24.20%,1.40,0.35,4.73%,10.33%,-52.12%,6.09%,6.09%,8.67%,7.90%,21.26%,-4.17%,29.16%,-52.65%,69.92%,59.51,0.00%,1.68,5.98,0.00%,0
ADIL,Healthcare,41.06M,-,-,5.69,5.55,-,13.65M,11.64M,9.90%,2.97%,0.55,-121.30%,-132.80%,7.50,0.00,2.42%,46.53%,83.77%,10.48%,11.35%,14.64%,36.25%,68.88%,-10.29%,85.00%,-26.00%,196.00%,64.64,0.00%,0.72,2.96,0.00%,0
ADMA,Healthcare,258.51M,-,6.41,3.26,4.33,-,87.70M,70.91M,54.90%,13.61%,2.40,-37.20%,-98.80%,8.50,1.36,-8.33%,17.86%,-31.78%,7.22%,7.61%,2.62%,14.82%,5.10%,-15.13%,37.97%,-37.14%,82.07%,55.87,0.00%,1.04,2.64,0.00%,0
ADMP,Healthcare,183.52M,-,9.97,3.75,14.80,-,140.28M,92.57M,5.30%,5.48%,0.26,-78.50%,-115.90%,1.30,0.19,-18.18%,67.70%,94.41%,10.29%,16.96%,-4.24%,45.10%,75.19%,-42.31%,187.23%,-42.31%,400.00%,53.87,0.00%,0.51,1.35,0.00%,0
ADMS,Healthcare,171.24M,-,2.45,-,1.85,-,28.38M,27.75M,63.00%,6.39%,3.30,-43.50%,328.40%,3.90,-,-7.69%,27.43%,3.04%,7.27%,11.76%,-0.05%,12.51%,43.21%,-37.05%,40.15%,-37.05%,203.16%,52.93,0.00%,0.59,5.76,0.00%,0
ADT,Industrials,7.60B,-,1.44,2.30,15.54,11.79,769.24M,691.77M,95.70%,2.39%,4.17,-3.70%,-19.70%,0.90,3.10,0.54%,5.86%,30.06%,3.09%,5.05%,0.75%,7.00%,10.11%,-11.83%,22.35%,-45.44%,175.77%,56.08,0.00%,0.86,9.39,0.00%,0
ADTX,Healthcare,59.50M,-,-,2.26,4.34,-,13.97M,9.25M,6.80%,10.77%,0.24,-133.80%,-596.90%,18.90,0.00,2.20%,75.31%,-,18.51%,19.32%,11.21%,47.93%,46.63%,-37.74%,119.37%,-56.26%,158.64%,58.70,0.00%,0.17,4.19,0.00%,0
ADXS,Healthcare,137.45M,-,458.16,2.79,5.45,-,70.13M,-,17.50%,-,0.37,-60.50%,-76.40%,8.50,0.00,5.26%,67.22%,12.15%,18.54%,14.09%,28.74%,89.09%,118.76%,-23.57%,308.02%,-23.57%,354.72%,65.56,0.00%,1.18,1.20,0.00%,0
AEF,Financial,457.27M,-,33.07,1.27,-,-,50.75M,-,63.43%,-,0.31,-,-,-,-,0.67%,5.26%,19.35%,1.19%,1.39%,3.18%,7.21%,29.89%,-0.44%,15.72%,-0.44%,105.92%,66.94,0.00%,0.35,9.01,0.00%,0
