Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,453.92M,-,19.15,5.46,26.24,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,381.85%,418.85%,455.26%,113.33%,33.31%,185.68%,293.55%,417.91%,-67.95%,460.18%,-67.95%,934.31%,60.05,0.00%,3.54,6.33,0.00%,0
AAIC,Real Estate,123.69M,-,68.72,0.64,13.90,5.83,34.66M,32.45M,37.10%,2.82%,3.83,-2.70%,-24.60%,-,3.50,1.93%,-4.90%,-36.16%,3.27%,2.75%,-3.19%,-0.74%,22.56%,-9.78%,17.14%,-45.49%,163.57%,45.98,0.00%,0.43,3.69,0.00%,0
AAME,Financial,48.78M,157.58,0.26,0.83,5.48,10.38,20.44M,4.08M,5.40%,0.01%,0.00,0.30%,1.00%,-,0.26,118.49%,126.09%,173.68%,71.90%,21.29%,107.21%,125.35%,156.51%,-67.44%,157.43%,-67.44%,229.11%,88.35,0.00%,3719.81,5.20,0.00%,0
AAU,Basic Materials,85.52M,-,-,1.59,31.67,-,119.16M,114.95M,5.90%,0.52%,0.15,-4.20%,-4.60%,9.50,0.04,2.39%,42.30%,60.58%,15.80%,14.55%,17.18%,12.23%,8.40%,-37.91%,65.58%,-39.91%,251.30%,55.97,0.00%,0.97,0.75,0.00%,0
ABEO,Healthcare,242.39M,-,34.63,2.10,2.50,-,93.77M,84.15M,34.30%,2.02%,0.66,-47.00%,-62.00%,2.70,0.02,35.08%,50.88%,-2.27%,10.38%,9.99%,25.27%,45.20%,18.38%,-1.53%,91.11%,-40.55%,160.74%,70.55,0.00%,1.33,2.58,0.00%,0
ABEV,Consumer Defensive,45.95B,16.59,-,2.96,-,-,15.73B,4.39B,8.62%,1.84%,3.30,-,-,-,-,4.66%,-4.89%,-22.96%,3.12%,3.28%,-1.50%,-1.19%,14.92%,-8.75%,13.95%,-26.37%,57.73%,48.69,0.00%,0.62,2.92,0.00%,0
ABIO,Healthcare,43.38M,-,-,0.56,0.85,-,9.32M,9.28M,7.20%,0.87%,0.15,-29.30%,-31.30%,34.00,0.00,10.95%,12.83%,-16.04%,5.33%,5.12%,4.27%,8.34%,-10.20%,-3.72%,19.18%,-78.82%,110.86%,58.92,0.00%,2.12,4.66,0.00%,0
ABUS,Healthcare,353.21M,-,57.90,-,2.99,-,79.49M,63.55M,31.20%,6.38%,1.07,-76.20%,128.90%,15.90,-,9.79%,16.25%,29.69%,5.82%,7.46%,4.42%,4.30%,38.44%,-29.30%,22.06%,-53.99%,371.59%,56.78,0.00%,1.12,4.15,0.00%,0
ACCO,Industrials,836.30M,11.39,0.48,1.16,9.75,7.38,94.50M,91.78M,93.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,9.52%,0.23%,-3.80%,3.36%,3.37%,2.61%,4.07%,26.49%,-2.42%,16.27%,-22.14%,152.42%,57.09,0.00%,0.58,8.86,0.00%,0
ACER,Healthcare,58.09M,-,-,4.38,9.37,-,11.51M,11.21M,31.60%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,9.32%,60.89%,-11.53%,8.71%,15.01%,11.64%,34.65%,30.80%,-16.53%,73.48%,-44.97%,269.44%,61.25,0.00%,0.28,3.99,0.00%,0
ACH,Basic Materials,7.90B,-,0.29,0.65,3.94,14.73,680.91M,429.49M,1.60%,0.00%,0.09,0.00%,-0.10%,0.70,1.85,5.75%,-11.49%,9.03%,1.54%,1.68%,-4.19%,-8.07%,24.40%,-18.69%,6.87%,-18.69%,75.87%,44.08,0.00%,0.37,8.09,0.00%,0
ACIU,Healthcare,515.07M,-,29.27,1.96,1.89,-,71.93M,37.91M,30.00%,3.25%,3.39,-22.10%,-24.20%,18.10,0.01,17.89%,27.03%,-26.18%,13.81%,9.60%,12.26%,23.71%,10.08%,-26.72%,46.57%,-45.77%,73.22%,64.21,0.00%,1.68,7.05,0.00%,0
ACOR,Healthcare,67.91M,1.38,0.41,1.12,1.07,-,47.71M,9.35M,40.50%,11.56%,0.92,6.60%,16.10%,1.10,0.73,9.05%,88.22%,-41.39%,7.18%,10.49%,9.84%,38.93%,58.61%,-15.13%,118.10%,-43.90%,190.01%,63.75,0.00%,0.16,7.35,0.00%,0
ACRX,Healthcare,243.51M,-,46.83,-,5.65,-,113.81M,88.85M,25.40%,11.82%,2.19,-60.70%,85.50%,2.90,-,5.45%,73.13%,34.88%,8.77%,15.50%,11.16%,40.73%,58.53%,-21.09%,100.87%,-21.09%,230.77%,62.83,0.00%,0.96,2.32,0.00%,0
ACST,Healthcare,137.31M,-,-,8.32,-,-,179.50M,95.08M,1.66%,1.67%,0.04,-,-,-,-,17.24%,76.27%,4.79%,8.95%,16.92%,9.86%,63.99%,57.21%,-29.79%,260.17%,-29.79%,347.37%,64.07,0.00%,0.56,0.76,0.00%,0
ACTG,Industrials,359.72M,31.50,13.78,1.73,1.19,119.91,48.47M,46.31M,69.70%,2.64%,1.64,4.00%,7.30%,2.60,0.57,27.68%,83.33%,180.39%,10.49%,10.22%,26.51%,56.58%,89.75%,-7.14%,105.46%,-7.14%,308.57%,76.75,0.00%,2.87,7.15,0.00%,0
ADAP,Healthcare,903.93M,-,282.48,2.56,2.26,-,154.67M,11.25M,90.50%,11.81%,0.86,-33.70%,-44.90%,12.20,0.00,13.74%,10.70%,49.64%,6.21%,7.39%,7.33%,18.78%,-10.98%,-3.20%,63.85%,-53.66%,210.50%,60.13,0.00%,0.62,6.21,0.00%,0
ADES,Industrials,98.51M,-,1.66,1.27,6.57,2.63,18.09M,17.94M,63.40%,4.45%,7.26,-14.50%,-24.20%,1.40,0.35,16.77%,6.47%,-49.81%,8.75%,5.41%,10.83%,7.47%,18.86%,-7.06%,27.86%,-53.13%,68.22%,61.26,0.00%,3.91,5.92,0.00%,0
ADIL,Healthcare,33.80M,-,-,5.38,4.57,-,13.65M,11.67M,9.80%,3.17%,0.66,-121.30%,-132.80%,7.50,0.00,30.23%,59.09%,51.35%,10.60%,9.38%,28.65%,39.33%,65.75%,-0.71%,75.00%,-30.00%,180.00%,76.20,0.00%,5.14,2.80,0.00%,0
ADMA,Healthcare,251.50M,-,6.24,3.21,4.21,-,87.70M,70.91M,54.50%,15.64%,3.02,-37.20%,-98.80%,8.50,1.36,17.12%,25.00%,-35.00%,9.47%,6.57%,11.83%,19.95%,3.10%,-10.34%,43.65%,-38.10%,79.31%,62.93,0.00%,0.97,2.60,0.00%,0
ADMP,Healthcare,153.00M,-,8.32,3.39,12.34,-,140.28M,92.57M,5.30%,3.63%,0.19,-78.50%,-115.90%,1.30,0.19,6.09%,84.85%,76.79%,9.83%,15.64%,7.49%,60.48%,67.71%,-47.86%,208.86%,-47.86%,351.85%,57.13,0.00%,1.22,1.22,0.00%,0
ADMS,Healthcare,173.10M,-,2.48,-,1.87,-,28.38M,27.75M,62.60%,4.34%,2.61,-43.50%,328.40%,3.90,-,1.52%,31.29%,8.21%,21.84%,11.26%,16.29%,22.96%,53.42%,-34.43%,45.99%,-34.43%,215.79%,60.01,0.00%,2.15,6.00,0.00%,0
ADT,Industrials,7.64B,-,1.44,2.28,15.62,11.85,769.24M,691.76M,95.70%,2.47%,4.10,-3.70%,-19.70%,0.90,3.10,2.99%,12.86%,41.98%,4.64%,5.69%,1.91%,8.68%,11.05%,-12.68%,22.85%,-45.96%,173.13%,55.52,0.00%,0.61,9.30,0.00%,0
ADTX,Healthcare,44.79M,-,-,1.86,3.27,-,13.97M,9.25M,6.80%,4.80%,0.12,-133.80%,-596.90%,18.90,0.00,-7.77%,60.00%,-,11.40%,16.40%,13.58%,39.43%,23.52%,-48.89%,84.95%,-64.09%,112.35%,59.19,0.00%,0.32,3.44,0.00%,0
ADXS,Healthcare,106.60M,-,355.33,2.42,4.23,-,70.13M,-,15.00%,-,0.49,-60.50%,-76.40%,8.50,0.00,42.47%,131.94%,16.87%,12.93%,13.93%,42.92%,108.71%,96.85%,-7.14%,294.09%,-17.46%,294.09%,77.03,0.00%,3.18,1.04,0.00%,0
AEF,Financial,442.56M,-,32.00,1.22,-,-,50.75M,-,63.43%,-,0.23,-,-,-,-,5.57%,5.31%,14.37%,1.43%,1.75%,1.54%,6.41%,28.31%,-0.68%,17.42%,-0.68%,99.29%,60.67,0.00%,0.25,8.72,0.00%,0
AEG,Financial,9.12B,7.12,0.20,0.28,0.68,-,2.05B,1.81B,8.10%,0.17%,1.39,-,-,-,0.42,5.38%,1.65%,0.70%,1.37%,1.74%,2.44%,8.81%,37.32%,-2.05%,22.10%,-2.05%,139.44%,60.47,0.00%,0.86,4.31,0.00%,0
AEHL,Industrials,10.25M,-,-,-,-,-,3.05M,2.19M,0.87%,3.15%,0.10,-,-,-,-,20.43%,29.23%,69.70%,23.07%,14.40%,18.69%,30.26%,45.84%,-33.47%,57.75%,-36.72%,330.77%,65.17,0.00%,20.20,3.36,0.00%,0
AEHR,Technology,61.30M,-,4.51,5.54,18.03,-,23.40M,20.19M,23.00%,0.60%,0.29,-23.10%,-33.50%,3.20,0.16,11.35%,3.24%,25.00%,6.99%,8.50%,8.60%,14.56%,38.55%,-10.53%,63.46%,-10.53%,131.82%,56.65,0.00%,0.43,2.55,0.00%,0
AEMD,Healthcare,30.11M,-,50.19,2.42,2.08,-,12.07M,11.78M,6.30%,5.01%,0.29,-49.70%,-54.60%,9.90,0.00,20.00%,7.39%,6.98%,8.83%,10.07%,9.22%,24.19%,57.64%,-10.10%,87.76%,-26.01%,133.90%,61.96,0.00%,0.58,2.76,0.00%,0
