Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,436.00M,-,18.40,5.24,25.20,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,347.06%,382.54%,462.96%,122.07%,35.35%,91.46%,196.28%,331.61%,-71.54%,397.35%,-71.54%,818.30%,57.28,-0.99%,0.19,5.62,-7.57%,1071393
AAIC,Real Estate,123.02M,-,68.34,0.63,13.82,5.80,34.66M,32.45M,37.10%,2.89%,4.04,-2.70%,-24.60%,-,3.50,0.82%,-7.56%,-37.37%,2.67%,2.67%,-1.38%,-0.54%,22.92%,-9.05%,16.61%,-45.05%,165.71%,49.13,0.54%,0.82,3.72,1.36%,190818
AAME,Financial,53.47M,172.73,0.28,0.91,6.01,11.38,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,150.00%,142.55%,200.00%,92.88%,25.93%,69.84%,105.64%,151.55%,-67.06%,160.40%,-67.06%,232.91%,69.68,-1.58%,0.20,5.26,-7.72%,424814
AAU,Basic Materials,111.88M,-,-,2.07,41.44,-,119.16M,114.95M,5.90%,0.52%,0.13,-4.20%,-4.60%,9.50,0.04,30.85%,89.36%,123.99%,12.18%,15.58%,33.52%,39.45%,31.77%,-23.75%,103.33%,-26.21%,331.40%,62.78,-4.48%,2.42,0.92,-6.13%,11184926
ABEO,Healthcare,315.67M,-,45.10,2.73,3.26,-,93.77M,84.15M,34.30%,3.42%,0.92,-47.00%,-62.00%,2.70,0.02,43.59%,82.61%,6.33%,18.94%,12.35%,46.53%,77.82%,53.21%,-11.34%,138.28%,-22.58%,239.57%,79.64,2.38%,2.27,3.36,0.00%,7080364
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.72%,3.24,-,-,-,-,-4.39%,-4.39%,-23.77%,2.48%,3.23%,-3.31%,-4.51%,10.85%,-11.56%,10.44%,-25.34%,52.87%,44.29,-0.35%,0.73,2.83,0.00%,16989762
ABIO,Healthcare,46.74M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,10.57%,17.02%,-6.17%,6.42%,5.78%,15.87%,21.86%,1.84%,2.51%,33.84%,-75.91%,139.82%,72.90,5.58%,7.67,5.30,5.58%,4871939
ABUS,Healthcare,377.04M,-,61.81,-,3.19,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,13.59%,2.55%,44.30%,11.70%,7.68%,8.23%,8.96%,43.69%,-25.38%,28.82%,-51.44%,397.73%,57.14,-0.45%,0.65,4.38,-1.13%,2648128
ACCO,Industrials,869.33M,11.84,0.50,1.20,10.13,7.67,94.50M,91.78M,93.20%,4.14%,7.20,2.80%,10.30%,1.60,1.26,7.85%,8.10%,0.55%,3.68%,3.45%,3.68%,5.34%,28.16%,-5.44%,18.64%,-20.56%,157.55%,56.91,0.54%,0.69,9.04,-1.85%,366130
ACER,Healthcare,59.55M,-,-,4.49,9.60,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,5.14%,65.59%,-13.35%,8.35%,15.96%,5.15%,31.03%,29.52%,-16.53%,73.48%,-44.97%,269.44%,59.28,1.47%,1.43,3.99,-2.44%,1166927
ACH,Basic Materials,8.56B,-,0.31,0.71,4.27,15.95,680.91M,429.49M,1.60%,0.01%,0.39,0.00%,-0.10%,0.70,1.85,7.62%,-2.01%,20.66%,1.55%,1.67%,4.31%,-0.49%,33.09%,-12.26%,15.32%,-12.26%,89.78%,55.14,0.57%,0.35,8.73,-0.34%,34210
ACIU,Healthcare,534.07M,-,30.34,2.04,1.96,-,71.93M,37.91M,30.00%,2.83%,2.99,-22.10%,-24.20%,18.10,0.01,10.76%,14.04%,-15.30%,15.15%,9.29%,29.74%,44.58%,31.69%,-12.37%,75.26%,-35.15%,107.13%,72.54,59.51%,76.96,8.43,15.32%,27621321
ACOR,Healthcare,68.38M,1.39,0.41,1.13,1.08,-,47.71M,9.35M,40.50%,5.77%,0.46,6.60%,16.10%,1.10,0.73,0.14%,80.49%,-37.71%,6.88%,10.71%,5.27%,38.27%,63.11%,-12.36%,125.22%,-42.07%,199.48%,62.53,1.22%,0.38,7.59,2.57%,449653
ACRX,Healthcare,277.09M,-,53.29,-,6.43,-,113.81M,88.85M,25.40%,12.35%,2.16,-60.70%,85.50%,2.90,-,13.79%,94.12%,54.39%,12.04%,16.87%,17.28%,53.00%,77.52%,-10.54%,127.71%,-10.54%,274.96%,66.39,-0.38%,0.85,2.63,-0.38%,4324924
ACST,Healthcare,215.40M,-,-,13.04,-,-,179.50M,95.08M,1.66%,1.67%,0.03,-,-,-,-,69.80%,71.43%,117.79%,18.56%,16.46%,47.28%,116.33%,124.75%,-9.02%,354.92%,-9.02%,549.12%,73.07,-2.50%,1.33,1.11,-7.50%,63962692
ACTG,Industrials,405.00M,35.46,15.52,1.94,1.34,135.00,48.47M,46.31M,69.70%,2.59%,1.43,4.00%,7.30%,2.60,0.57,13.70%,90.31%,228.57%,11.08%,10.55%,28.01%,63.89%,104.54%,-7.53%,125.86%,-7.53%,349.14%,77.99,2.36%,1.58,7.86,-2.36%,1327611
ADAP,Healthcare,985.44M,-,307.95,2.79,2.46,-,154.67M,11.25M,90.50%,12.77%,0.93,-33.70%,-44.90%,12.20,0.00,17.33%,8.67%,62.74%,8.84%,8.00%,12.59%,23.75%,-5.65%,-9.67%,74.93%,-50.52%,231.50%,62.78,2.07%,0.83,6.63,-2.07%,1281791
