Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,438.58M,-,18.43,12.33,25.35,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,1025.98%,1062.60%,1138.10%,99.04%,29.80%,240.97%,344.59%,460.29%,-66.12%,492.22%,-66.12%,993.48%,61.14,-29.51%,4.95,6.69,-53.20%,15362521
AAIC,Real Estate,126.02M,-,70.01,0.64,14.16,5.94,34.66M,32.45M,36.40%,2.82%,3.79,-2.70%,-24.60%,-,3.50,0.27%,-1.86%,-35.54%,3.19%,2.77%,-3.88%,-0.86%,22.26%,-10.15%,22.09%,-45.72%,162.50%,44.91,0.00%,0.40,3.67,-0.68%,57694
AAU,Basic Materials,70.49M,-,-,1.53,26.11,-,119.16M,114.95M,5.90%,0.52%,0.15,-4.20%,-4.60%,9.50,0.04,22.08%,41.95%,53.44%,22.88%,14.65%,20.44%,12.41%,9.78%,-37.29%,67.22%,-39.31%,254.79%,56.39,1.57%,1.17,0.75,4.70%,2859453
ABEO,Healthcare,252.57M,-,36.08,2.00,2.61,-,93.77M,84.15M,37.00%,2.02%,0.66,-47.00%,-62.00%,2.70,0.02,23.62%,41.38%,-6.82%,8.86%,9.72%,21.85%,40.39%,12.96%,-2.35%,87.85%,-43.30%,148.69%,68.02,5.69%,1.43,2.46,0.03%,2204103
ABEV,Consumer Defensive,45.79B,16.53,-,2.95,-,-,15.73B,4.39B,8.62%,1.84%,3.29,-,-,-,-,0.34%,-4.90%,-26.62%,3.33%,3.37%,-1.11%,-0.52%,15.70%,-8.28%,14.53%,-28.28%,58.54%,49.54,1.03%,0.47,2.93,0.86%,7003786
ABIO,Healthcare,43.29M,-,-,0.56,0.85,-,9.32M,9.28M,6.40%,0.87%,0.16,-29.30%,-31.30%,34.00,0.00,11.48%,9.39%,-17.38%,5.80%,5.19%,4.37%,8.09%,-10.54%,-4.15%,18.64%,-78.91%,109.90%,58.10,1.50%,2.64,4.64,-0.45%,817842
ABUS,Healthcare,342.91M,-,56.21,-,2.90,-,79.49M,63.55M,31.00%,6.38%,1.08,-76.20%,128.90%,15.90,-,13.35%,17.18%,28.40%,6.22%,7.52%,3.10%,2.90%,36.94%,-30.41%,20.14%,-54.72%,364.17%,54.72,1.92%,1.36,4.08,-1.81%,3069716
ACCO,Industrials,862.17M,11.38,0.50,1.15,10.05,7.61,94.50M,91.78M,94.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,6.12%,3.75%,-3.49%,3.44%,3.44%,1.76%,3.37%,25.65%,-3.30%,15.22%,-22.85%,150.14%,55.29,1.13%,0.37,8.78,-0.79%,120711
ACER,Healthcare,60.29M,-,-,4.46,9.72,-,11.51M,11.21M,32.20%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,7.12%,58.59%,-6.45%,9.30%,15.12%,13.68%,35.48%,30.91%,-16.74%,73.04%,-45.10%,268.52%,61.01,0.74%,0.36,3.98,-1.97%,169369
ACH,Basic Materials,8.20B,-,0.30,0.65,4.08,15.24,680.91M,429.49M,1.60%,0.00%,0.09,0.00%,-0.10%,0.70,1.85,2.15%,-12.74%,9.19%,1.69%,1.78%,-4.66%,-7.67%,25.33%,-18.29%,7.40%,-18.29%,76.74%,44.90,0.37%,0.37,8.13,0.62%,21833
ACIU,Healthcare,528.09M,-,29.50,1.97,1.90,-,71.93M,37.91M,29.80%,3.25%,3.42,-22.10%,-24.20%,18.10,0.01,17.13%,30.55%,-24.97%,13.90%,9.34%,13.82%,24.84%,10.35%,-26.51%,46.99%,-45.62%,73.71%,64.59,-0.42%,2.00,7.07,-1.53%,434718
ACOR,Healthcare,69.45M,1.35,0.42,1.09,1.10,-,47.71M,9.35M,41.80%,11.56%,0.91,6.60%,16.10%,1.10,0.73,3.77%,77.23%,-44.75%,8.03%,10.71%,13.74%,42.12%,60.48%,-14.20%,120.47%,-43.46%,193.17%,64.47,0.84%,0.18,7.43,3.77%,130722
ACRX,Healthcare,249.08M,-,47.90,-,5.78,-,113.81M,88.85M,25.40%,11.82%,2.21,-60.70%,85.50%,2.90,-,3.11%,69.34%,38.92%,8.67%,15.56%,11.23%,39.05%,55.49%,-22.84%,96.41%,-22.84%,223.42%,60.66,4.31%,1.02,2.27,-2.22%,2934582
ACST,Healthcare,73.15M,-,-,8.21,-,-,96.89M,93.53M,1.66%,1.70%,0.04,-,-,-,-,8.71%,45.75%,-1.95%,9.81%,17.89%,10.87%,65.54%,55.38%,-30.75%,255.23%,-30.75%,341.23%,63.34,2.57%,0.65,0.75,-0.07%,17043480
ACTG,Industrials,363.54M,32.16,13.93,1.76,1.20,121.18,48.47M,46.31M,69.70%,2.64%,1.70,4.00%,7.30%,2.60,0.57,28.98%,82.96%,199.18%,10.42%,10.01%,29.70%,58.73%,90.62%,-7.27%,105.18%,-7.27%,308.01%,76.52,2.47%,3.47,7.14,-2.19%,1508696
ADAP,Healthcare,907.24M,-,283.51,2.40,2.27,-,154.67M,11.25M,90.10%,11.81%,0.86,-33.70%,-44.90%,12.20,0.00,6.57%,1.21%,29.78%,6.04%,7.31%,5.64%,17.42%,-12.38%,-4.91%,60.95%,-54.48%,205.00%,58.64,0.68%,0.65,6.10,4.45%,610468
ADES,Industrials,100.84M,-,1.70,1.14,6.72,2.69,18.09M,17.94M,63.40%,4.45%,7.67,-14.50%,-24.20%,1.40,0.35,2.31%,-2.57%,-55.49%,8.52%,5.31%,9.88%,6.28%,17.37%,-8.16%,26.35%,-53.68%,66.23%,60.22,12.99%,4.56,5.85,10.17%,285943
ADIL,Healthcare,33.77M,-,-,4.52,4.56,-,13.65M,11.87M,9.80%,3.12%,0.71,-121.30%,-132.80%,7.50,0.00,9.30%,29.12%,38.24%,7.01%,8.58%,26.85%,35.64%,60.50%,-1.46%,68.75%,-32.50%,170.00%,74.28,1.28%,5.29,2.70,14.89%,1660083
ADMA,Healthcare,245.86M,-,6.10,3.28,4.12,-,87.70M,70.91M,54.50%,15.64%,3.04,-37.20%,-98.80%,8.50,1.36,22.58%,23.72%,-34.96%,9.06%,6.63%,10.30%,18.02%,0.69%,-12.42%,40.31%,-39.53%,75.15%,59.84,-1.13%,1.10,2.54,-4.52%,2422309
ADMP,Healthcare,129.96M,-,7.06,3.17,10.48,-,93.66M,92.57M,7.10%,3.63%,0.19,-78.50%,-115.90%,1.30,0.19,-18.57%,85.31%,56.04%,9.77%,16.63%,10.44%,64.65%,69.41%,-47.65%,210.13%,-47.65%,353.70%,57.29,3.51%,1.42,1.23,7.46%,15004340
ADMS,Healthcare,157.33M,-,2.25,-,1.70,-,28.38M,27.74M,67.90%,4.34%,2.67,-43.50%,328.40%,3.90,-,13.04%,31.10%,7.05%,21.89%,11.12%,15.81%,21.86%,51.49%,-35.46%,43.67%,-35.46%,210.79%,58.70,1.48%,2.60,5.91,-2.72%,706784
ADT,Industrials,8.15B,-,1.54,2.30,16.66,12.64,769.24M,691.76M,95.60%,2.47%,4.04,-3.70%,-19.70%,0.90,3.10,-2.70%,16.40%,42.62%,5.36%,5.73%,5.61%,12.41%,14.80%,-9.95%,26.68%,-44.28%,181.64%,59.28,0.11%,0.45,9.59,2.35%,1142478
ADTX,Healthcare,37.89M,-,-,1.97,2.77,-,12.28M,9.25M,6.80%,4.80%,0.12,-133.80%,-596.90%,18.90,0.00,15.87%,75.48%,-,13.27%,16.30%,19.86%,46.32%,28.20%,-47.03%,91.67%,-62.79%,120.06%,61.88,1.92%,0.32,3.57,-2.33%,704961
ADV,Communication Services,3.28B,-,0.99,1.30,6557.20,-,56.25M,-,16.30%,-,4.38,-0.60%,-0.60%,0.20,0.00,-0.70%,-24.13%,-,4.81%,5.44%,-10.93%,-14.23%,-7.31%,-28.30%,3.85%,-28.30%,26.49%,31.79,0.70%,0.23,9.98,-0.20%,135499
ADXS,Healthcare,101.96M,-,339.86,2.21,4.05,-,70.13M,-,14.80%,-,0.51,-60.50%,-76.40%,8.50,0.00,36.34%,79.58%,3.58%,11.31%,14.04%,44.54%,108.11%,91.99%,6.11%,282.72%,-19.84%,282.72%,76.05,2.74%,4.37,1.01,6.11%,30587819
AEF,Financial,437.48M,-,31.64,1.21,-,-,50.75M,-,63.43%,-,0.23,-,-,-,-,2.62%,3.73%,13.50%,1.59%,1.77%,1.55%,6.60%,28.48%,-0.80%,17.29%,-0.80%,99.06%,60.39,-0.12%,0.20,8.71,1.04%,9445
AEG,Financial,9.23B,6.97,0.20,0.27,0.68,-,2.05B,1.81B,8.20%,0.17%,1.40,-,-,-,0.42,2.64%,7.83%,0.71%,1.68%,1.81%,2.03%,8.83%,37.27%,-2.39%,21.67%,-2.39%,138.61%,59.89,1.17%,0.70,4.30,0.59%,930977
AEHL,Industrials,8.91M,-,-,-,-,-,3.05M,2.19M,0.87%,3.15%,0.13,-,-,-,-,15.42%,14.51%,45.58%,14.65%,11.34%,11.33%,23.11%,37.14%,-8.96%,47.89%,-40.68%,303.85%,61.41,0.68%,31.25,3.15,7.88%,9775036
AEHR,Technology,65.30M,-,4.80,5.67,19.21,-,23.40M,20.18M,23.90%,0.60%,0.29,-23.10%,-33.50%,3.20,0.16,6.97%,8.75%,27.94%,7.77%,8.47%,10.31%,17.24%,41.06%,-9.12%,67.10%,-9.12%,135.45%,58.12,0.38%,0.43,2.59,-0.77%,109231
AEMD,Healthcare,27.81M,-,46.36,2.18,1.92,-,12.07M,11.78M,6.30%,5.01%,0.29,-49.70%,-54.60%,9.90,0.00,16.90%,-11.07%,-5.68%,13.52%,9.76%,11.27%,27.44%,60.53%,-8.79%,90.48%,-24.93%,137.30%,62.90,1.61%,0.74,2.80,12.45%,908325
