Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,436.00M,-,18.40,5.24,25.20,-,34.43M,31.74M,0.04%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,347.06%,382.54%,462.96%,122.07%,35.35%,97.01%,204.86%,344.10%,-70.72%,411.74%,-70.72%,844.89%,57.86,-0.99%,0.29,5.78,-4.89%,739276
AAIC,Real Estate,123.02M,-,68.34,0.63,13.82,5.80,34.66M,32.45M,37.10%,2.89%,4.04,-2.70%,-24.60%,-,3.50,0.82%,-7.56%,-37.37%,2.67%,2.67%,-2.44%,-1.61%,21.60%,-10.02%,15.36%,-45.64%,162.86%,45.64,0.54%,0.83,3.68,0.27%,87956
AAME,Financial,53.47M,172.73,0.28,0.91,6.01,11.38,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,150.00%,142.55%,200.00%,92.88%,25.93%,68.20%,103.65%,149.12%,-67.38%,157.88%,-67.38%,229.69%,68.99,-1.58%,0.34,5.21,-8.61%,318833
AAU,Basic Materials,111.88M,-,-,2.07,41.44,-,119.16M,114.95M,5.90%,0.52%,0.13,-4.20%,-4.60%,9.50,0.04,30.85%,89.36%,123.99%,12.18%,15.58%,34.85%,40.84%,33.08%,-22.99%,105.36%,-25.48%,335.69%,63.48,-4.48%,3.72,0.92,-5.20%,7809131
ABEO,Healthcare,315.67M,-,45.10,2.73,3.26,-,93.77M,84.15M,34.30%,3.42%,0.92,-47.00%,-62.00%,2.70,0.02,43.59%,82.61%,6.33%,18.94%,12.35%,37.43%,66.77%,43.70%,-16.85%,123.48%,-27.39%,218.47%,71.48,2.38%,1.75,3.15,-6.21%,2480581
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.72%,3.24,-,-,-,-,-4.39%,-4.39%,-23.77%,2.48%,3.23%,-4.34%,-5.52%,9.68%,-12.50%,9.26%,-26.13%,51.24%,42.63,-0.35%,0.47,2.80,-1.06%,4922131
ABIO,Healthcare,46.74M,-,-,0.60,0.91,-,9.32M,9.28M,7.20%,0.33%,0.05,-29.30%,-31.30%,34.00,0.00,10.57%,17.02%,-6.17%,6.42%,5.78%,16.75%,22.78%,2.61%,3.29%,34.85%,-75.73%,141.63%,73.52,5.58%,8.87,5.34,6.37%,2560861
ABUS,Healthcare,377.04M,-,61.81,-,3.19,-,79.49M,63.55M,31.20%,5.02%,0.79,-76.20%,128.90%,15.90,-,13.59%,2.55%,44.30%,11.70%,7.68%,6.25%,6.97%,41.06%,-26.75%,26.47%,-52.33%,388.64%,55.18,-0.45%,0.74,4.30,-2.93%,1360692
ACCO,Industrials,869.33M,11.84,0.50,1.20,10.13,7.67,94.50M,91.78M,93.20%,4.14%,7.20,2.80%,10.30%,1.60,1.26,7.85%,8.10%,0.55%,3.68%,3.45%,4.02%,5.69%,28.59%,-5.13%,19.03%,-20.30%,158.40%,57.59,0.54%,0.45,9.07,-1.52%,109063
ACER,Healthcare,59.55M,-,-,4.49,9.60,-,11.51M,11.21M,31.60%,2.37%,0.33,-128.70%,-161.00%,1.60,0.00,5.14%,65.59%,-13.35%,8.35%,15.96%,9.63%,36.61%,35.04%,-12.97%,80.87%,-42.62%,285.19%,63.13,1.47%,2.56,4.16,1.71%,945096
