Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,179.34M,-,7.54,4.96,10.37,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,-5.43%,341.02%,391.45%,12.78%,36.34%,40.58%,142.35%,299.93%,-71.06%,405.73%,-71.06%,833.79%,57.07,-1.39%,0.06,5.71,-0.61%,171901
AAIC,Real Estate,126.00M,-,70.00,0.68,14.16,5.94,34.66M,32.37M,37.80%,2.90%,4.03,-2.70%,-24.60%,-,3.50,7.36%,2.07%,-40.39%,4.65%,3.32%,6.75%,6.19%,31.94%,-1.71%,15.14%,-40.47%,187.86%,63.39,-1.02%,0.93,4.03,2.28%,98815
AAME,Financial,98.56M,158.79,0.53,0.84,11.07,20.97,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,-8.07%,118.33%,137.10%,14.74%,28.17%,33.21%,78.88%,136.45%,-67.69%,154.19%,-67.69%,226.58%,63.41,-1.34%,0.13,5.16,-1.53%,124403
AAU,Basic Materials,100.81M,-,-,1.72,37.34,-,119.16M,114.95M,5.90%,0.78%,0.17,-4.20%,-4.60%,9.50,0.04,-16.90%,45.86%,81.64%,11.91%,14.29%,12.96%,30.47%,21.69%,-28.45%,90.80%,-30.76%,304.81%,56.25,2.46%,0.61,0.86,5.99%,1442694
ABEO,Healthcare,275.18M,-,39.31,2.00,2.84,-,93.77M,84.15M,36.10%,3.42%,0.78,-47.00%,-62.00%,2.70,0.02,-26.79%,14.95%,-39.71%,19.99%,14.85%,-3.14%,20.47%,10.32%,-35.88%,72.34%,-44.01%,145.59%,49.83,1.22%,0.88,2.43,-1.22%,1492435
ABEV,Consumer Defensive,43.43B,15.68,-,2.80,-,-,15.73B,4.39B,8.62%,1.72%,3.31,-,-,-,-,-2.47%,-10.10%,-22.82%,2.68%,3.04%,-2.18%,-5.71%,8.89%,-12.50%,1.82%,-22.54%,51.24%,44.31,-0.36%,1.02,2.80,1.45%,10622493
ABIO,Healthcare,44.46M,-,-,0.56,0.87,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,-7.17%,-1.89%,-10.38%,6.42%,6.13%,2.27%,8.33%,-8.40%,-12.73%,21.21%,-78.18%,117.19%,53.27,0.21%,1.86,4.80,3.00%,677460
ABUS,Healthcare,367.61M,-,60.26,-,3.11,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,-3.39%,5.16%,30.89%,6.75%,7.77%,9.35%,11.63%,44.47%,-23.00%,32.94%,-49.89%,413.65%,58.45,1.40%,0.85,4.52,5.61%,1553145
ACCO,Industrials,781.19M,10.58,0.45,1.07,9.10,6.89,94.50M,91.78M,94.30%,4.14%,7.60,2.80%,10.30%,1.60,1.26,-10.64%,-5.84%,-13.37%,4.32%,3.64%,-5.10%,-4.63%,16.32%,-13.70%,3.51%,-14.60%,135.04%,41.13,0.12%,2.21,8.25,0.24%,505869
ACER,Healthcare,52.05M,-,-,3.85,8.39,-,11.51M,11.21M,31.80%,2.37%,0.31,-128.70%,-161.00%,1.60,0.00,-14.43%,-19.17%,-31.24%,9.76%,10.61%,-6.82%,13.61%,15.09%,-24.96%,55.95%,-50.53%,232.12%,49.15,0.86%,0.15,3.59,2.48%,59354
