Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,187.76M,-,7.89,5.19,10.85,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,-3.06%,377.78%,366.67%,12.99%,36.30%,51.04%,156.33%,313.89%,-70.58%,414.16%,-70.58%,849.35%,57.50,-0.83%,0.32,5.81,-3.49%,699815
AAIC,Real Estate,127.60M,-,70.89,0.69,14.34,6.02,34.66M,32.37M,37.80%,2.90%,4.01,-2.70%,-24.60%,-,3.50,7.55%,1.53%,-37.56%,4.31%,3.25%,3.96%,3.46%,28.58%,-4.42%,15.94%,-42.12%,179.91%,57.85,0.00%,1.22,3.92,-1.78%,109144
AAME,Financial,104.02M,167.58,0.55,0.88,11.69,22.13,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,-15.31%,137.34%,162.09%,13.97%,27.60%,50.90%,99.40%,160.14%,-64.75%,177.34%,-64.75%,256.34%,69.33,0.36%,0.31,5.63,1.81%,255409
AAU,Basic Materials,112.00M,-,-,1.91,41.48,-,119.16M,114.95M,5.90%,0.78%,0.18,-4.20%,-4.60%,9.50,0.04,7.46%,59.60%,106.00%,15.44%,13.89%,15.01%,30.84%,22.26%,-28.31%,91.18%,-30.62%,305.61%,56.98,0.00%,0.85,0.86,-4.41%,1674885
ABEO,Healthcare,294.19M,-,42.03,2.14,3.04,-,93.77M,84.15M,36.10%,3.42%,0.78,-47.00%,-62.00%,2.70,0.02,-21.26%,37.70%,-24.86%,21.71%,14.85%,-3.52%,20.01%,8.87%,-36.72%,70.07%,-44.74%,142.35%,49.16,-8.37%,1.75,2.40,-8.82%,2472244
ABEV,Consumer Defensive,45.16B,16.31,-,2.91,-,-,15.73B,4.39B,8.62%,1.72%,3.30,-,-,-,-,2.14%,-5.90%,-18.86%,2.68%,3.04%,-3.88%,-6.93%,7.67%,-13.59%,0.55%,-24.33%,49.35%,41.58,-2.44%,1.31,2.77,-3.66%,11475141
ABIO,Healthcare,46.94M,-,-,0.59,0.92,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,-1.01%,10.56%,-8.04%,6.78%,6.15%,1.47%,7.65%,-9.08%,-13.45%,20.20%,-78.36%,115.38%,52.29,-1.42%,2.15,4.76,-3.25%,648653
ABUS,Healthcare,378.77M,-,62.09,-,3.20,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,-1.34%,12.79%,29.71%,7.91%,8.04%,5.02%,7.12%,39.14%,-26.20%,27.41%,-51.97%,392.26%,54.60,-0.91%,0.69,4.33,-1.77%,1071893
ACCO,Industrials,800.18M,10.84,0.46,1.10,9.33,7.06,94.50M,91.78M,94.30%,4.14%,7.70,2.80%,10.30%,1.60,1.26,-10.03%,-4.53%,-12.46%,4.59%,3.60%,-4.99%,-4.23%,17.01%,-13.29%,4.01%,-15.75%,136.18%,41.60,-0.71%,1.38,8.29,-1.66%,260676
ACER,Healthcare,55.61M,-,-,4.11,8.97,-,11.51M,11.21M,31.80%,2.37%,0.31,-128.70%,-161.00%,1.60,0.00,-3.36%,-2.86%,-24.37%,9.58%,12.01%,-6.92%,14.69%,15.74%,-24.69%,56.52%,-50.34%,233.33%,49.22,0.00%,0.25,3.60,-3.74%,82438
ACIU,Healthcare,661.70M,-,37.17,2.46,2.39,-,71.93M,37.91M,29.90%,2.83%,1.17,-22.10%,-24.20%,18.10,0.01,17.12%,51.10%,7.43%,21.56%,12.63%,15.90%,33.33%,25.73%,-35.36%,67.98%,-37.85%,98.53%,60.31,-0.67%,1.93,8.08,-9.82%,679782
