Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,419.50M,-,17.70,5.04,24.25,-,34.43M,31.74M,0.04%,0.00%,0.00,-16.40%,-38.80%,0.50,0.01,336.57%,361.14%,465.22%,120.04%,34.82%,145.28%,252.69%,380.86%,-69.62%,430.97%,-69.62%,880.39%,58.91,3.42%,0.41,6.00,2.56%,1349023
AAIC,Real Estate,125.36M,-,69.65,0.64,14.09,5.91,34.66M,32.45M,37.10%,2.82%,3.86,-2.70%,-24.60%,-,3.50,2.19%,-4.83%,-35.07%,3.00%,2.72%,-3.68%,-1.76%,21.34%,-10.51%,14.73%,-45.94%,161.43%,44.24,-1.07%,0.94,3.66,-2.14%,134244
AAME,Financial,60.97M,196.97,0.32,1.04,6.85,12.97,20.44M,4.08M,5.40%,0.01%,0.00,0.30%,1.00%,-,0.26,180.18%,175.42%,242.11%,85.72%,24.46%,132.28%,163.14%,207.59%,-60.53%,212.08%,-60.53%,298.99%,87.65,-6.00%,1.70,6.30,-3.01%,2107960
AAU,Basic Materials,90.70M,-,-,1.68,33.59,-,119.16M,114.95M,5.90%,0.52%,0.14,-4.20%,-4.60%,9.50,0.04,-14.98%,50.91%,75.62%,9.16%,14.48%,28.55%,26.55%,21.19%,-30.38%,85.67%,-32.62%,293.92%,61.14,5.02%,2.65,0.84,5.72%,6643781
ABEO,Healthcare,318.49M,-,45.50,2.76,3.29,-,93.77M,84.15M,34.30%,2.02%,0.60,-47.00%,-62.00%,2.70,0.02,74.74%,90.45%,35.06%,15.52%,11.34%,58.10%,86.32%,54.96%,-3.29%,145.29%,-22.00%,242.09%,81.17,10.03%,5.61,3.38,-0.15%,9591181
ABEV,Consumer Defensive,44.53B,16.08,-,2.87,-,-,15.73B,4.39B,8.62%,1.84%,3.28,-,-,-,-,-2.41%,-5.35%,-25.53%,2.91%,3.29%,-4.49%,-4.66%,10.82%,-11.88%,10.04%,-25.79%,52.33%,43.41,-1.77%,0.94,2.82,-0.35%,13922670
ABIO,Healthcare,45.90M,-,-,0.59,0.90,-,9.32M,9.28M,7.20%,0.87%,0.14,-29.30%,-31.30%,34.00,0.00,9.07%,18.23%,-13.05%,5.53%,5.42%,9.00%,13.68%,-5.46%,-5.03%,23.99%,-77.68%,122.17%,64.73,1.62%,3.25,4.91,-0.41%,1134746
ABUS,Healthcare,411.93M,-,67.53,-,3.48,-,79.49M,63.55M,31.20%,6.38%,1.02,-76.20%,128.90%,15.90,-,24.74%,24.10%,48.92%,7.95%,7.59%,11.98%,12.51%,49.38%,-23.25%,32.50%,-50.06%,411.93%,60.29,2.48%,2.30,4.51,-6.92%,5504395
ACCO,Industrials,876.88M,11.94,0.51,1.21,10.22,7.74,94.50M,91.78M,93.20%,4.15%,6.99,2.80%,10.30%,1.60,1.26,11.12%,6.41%,0.98%,3.23%,3.45%,8.11%,9.83%,33.43%,0.54%,22.97%,-17.66%,166.95%,65.14,0.22%,0.32,9.37,0.86%,106374
ACER,Healthcare,58.09M,-,-,4.38,9.37,-,11.51M,11.21M,31.60%,1.85%,0.26,-128.70%,-161.00%,1.60,0.00,9.62%,57.71%,-11.92%,9.50%,15.41%,8.25%,32.11%,29.04%,-17.36%,71.74%,-45.52%,265.74%,60.16,0.50%,0.65,3.95,-1.00%,313626
ACH,Basic Materials,8.38B,-,0.30,0.69,4.18,15.62,680.91M,429.49M,1.60%,0.00%,0.09,0.00%,-0.10%,0.70,1.85,7.92%,-12.09%,19.00%,1.39%,1.65%,5.65%,0.83%,35.86%,-10.96%,17.04%,-10.96%,92.61%,57.52,3.73%,0.91,8.86,3.26%,54589
ACIU,Healthcare,558.91M,-,31.76,2.13,2.05,-,71.93M,37.91M,30.00%,3.25%,3.42,-22.10%,-24.20%,18.10,0.01,24.39%,34.68%,-19.39%,15.66%,10.12%,20.50%,33.64%,19.91%,-20.17%,59.67%,-40.92%,88.70%,70.18,1.18%,0.58,7.68,0.39%,126942
ACOR,Healthcare,69.85M,1.42,0.42,1.15,1.11,-,47.71M,9.35M,40.50%,11.56%,0.92,6.60%,16.10%,1.10,0.73,12.17%,81.73%,-37.62%,6.72%,10.32%,14.36%,46.66%,69.19%,-9.35%,132.94%,-40.09%,209.74%,68.27,5.95%,0.49,7.85,3.84%,346882
